interaction_symbol	ligand	receptor	ligand_scarce_rank	ligand_abundant_rank	receptor_scarce_rank	receptor_abundant_rank	scarce_lig_abund_rec_rank	abund_lig_abund_rec_rank	abund_lig_scarce_rec_rank
FGF5-FGFR2	FGF5	FGFR2	0.4180522565320665	0.833729216152019	0.23275862068965517	0.7327586206896551	0.6666666666666666	0.8355899419729207	0.571244358478401
MIF-CXCR4	MIF	CXCR4	0.46080760095011875	0.8717339667458432	0.2557471264367816	0.735632183908046	0.7137330754352031	0.8575112830431979	0.6092843326885881
GRN-TNFRSF1A	GRN	TNFRSF1A	0.12826603325415678	0.9643705463182898	0.27011494252873564	0.6810344827586207	0.30238555770470665	0.8710509348807222	0.6608639587362991
NTF4-NTRK1	NTF4	NTRK1	0.43705463182897863	0.43705463182897863	0.8908045977011494	0.1752873563218391	0.2675693101225016	0.29206963249516443	0.8052869116698904
NTF4-NTRK2	NTF4	NTRK2	0.43705463182897863	0.43705463182897863	0.9339080459770115	0.4511494252873563	0.5087040618955513	0.47840103159252095	0.8226950354609929
GDNF-GFRA2	GDNF	GFRA2	0.831353919239905	0.39667458432304037	0.3160919540229885	0.7844827586206896	0.9484203739522888	0.6092843326885881	0.44616376531270147
GDNF-GFRA1	GDNF	GFRA1	0.831353919239905	0.39667458432304037	0.6982758620689655	0.5660919540229885	0.8304319793681496	0.513217279174726	0.6789168278529981
WNT5A-RYK	WNT5A	RYK	0.07363420427553444	0.9477434679334917	0.11781609195402298	0.8620689655172413	0.23339780786589298	0.9606705351386202	0.4190844616376531
WNT5A-FZD3	WNT5A	FZD3	0.07363420427553444	0.9477434679334917	0.017241379310344827	0.9712643678160919	0.2553191489361702	0.9909735654416505	0.20889748549323017
GDF5-BMPR1B	GDF5	BMPR1B	0.5771971496437055	0.3824228028503563	0.4051724137931034	0.4885057471264368	0.6331399097356544	0.463571889103804	0.4945196647324307
WNT3-FZD3	WNT3	FZD3	0.11401425178147269	0.6888361045130641	0.017241379310344827	0.9712643678160919	0.3578336557059961	0.880722114764668	0.19406834300451323
WNT3A-FZD2	WNT3A	FZD2	0.6365795724465558	0	0.3706896551724138	0.6091954022988506	0.7633784655061251	0	0
WNT3A-FZD3	WNT3A	FZD3	0.6365795724465558	0	0.017241379310344827	0.9712643678160919	0.9368149580915538	0	0
WNT3A-FZD1	WNT3A	FZD1	0.6365795724465558	0	0.08908045977011494	0.9252873563218391	0.9232753062540296	0	0
WNT7B-FZD3	WNT7B	FZD3	0.27790973871733965	0.5985748218527316	0.017241379310344827	0.9712643678160919	0.6170212765957447	0.8149580915538363	0.19084461637653127
WNT7B-FZD10	WNT7B	FZD10	0.27790973871733965	0.5985748218527316	0.5862068965517241	0.3275862068965517	0.30754352030947774	0.47775628626692457	0.7653127014829143
WNT7B-FZD1	WNT7B	FZD1	0.27790973871733965	0.5985748218527316	0.08908045977011494	0.9252873563218391	0.5989684074790458	0.7988394584139265	0.29142488716956805
NXPH1-NRXN3	NXPH1	NRXN3	0.3681710213776722	0.5771971496437055	0.12643678160919541	0.9051724137931034	0.7079303675048356	0.7788523533204385	0.329464861379755
DLK1-NOTCH1	DLK1	NOTCH1	0.004750593824228029	0.9928741092636579	0.2413793103448276	0.8390804597701149	0.05029013539651837	0.9671179883945842	0.6376531270148291
SEMA3B-NRP1	SEMA3B	NRP1	0.42992874109263657	0.7339667458432304	0.3218390804597701	0.7729885057471264	0.7047066408768536	0.804642166344294	0.6318504190844616
SEMA3B-NRP2	SEMA3B	NRP2	0.42992874109263657	0.7339667458432304	0.8045977011494253	0.5574712643678161	0.5783365570599613	0.693745970341715	0.9297227595099935
SEMA3B-PLXNA2	SEMA3B	PLXNA2	0.42992874109263657	0.7339667458432304	0.0028735632183908046	0.9971264367816092	0.8065764023210832	0.9213410702772404	0.16569954867827208
SEMA3B-PLXNA4	SEMA3B	PLXNA4	0.42992874109263657	0.7339667458432304	0.3160919540229885	0.6494252873563219	0.6279819471308833	0.7530625402965828	0.6234687298517085
SEMA3F-NRP2	SEMA3F	NRP2	0.10451306413301663	0.8764845605700713	0.8045977011494253	0.5574712643678161	0.21792392005157962	0.7607994842037396	0.9664732430689877
SEMA3A-PLXNA2	SEMA3A	PLXNA2	0.0166270783847981	0.997624703087886	0.0028735632183908046	0.9971264367816092	0.08833010960670536	1	0.1702127659574468
SEMA3A-PLXNA4	SEMA3A	PLXNA4	0.0166270783847981	0.997624703087886	0.3160919540229885	0.6494252873563219	0.07156673114119923	0.8646034816247582	0.7240490006447453
SEMA3A-PLXNA1	SEMA3A	PLXNA1	0.0166270783847981	0.997624703087886	0.10344827586206896	0.9425287356321839	0.08639587362991619	0.9948420373952289	0.3965183752417795
ANGPT1-TIE1	ANGPT1	TIE1	0.23515439429928742	0.667458432304038	0.9827586206896551	0.29022988505747127	0.24758220502901354	0.4738878143133462	0.950354609929078
ADIPOQ-ADIPOR2	ADIPOQ	ADIPOR2	0.9881235154394299	0.32066508313539194	0.0603448275862069	0.7758620689655172	0.9748549323017408	0.5415860735009671	0.2127659574468085
ADIPOQ-ADIPOR1	ADIPOQ	ADIPOR1	0.9881235154394299	0.32066508313539194	0.07183908045977011	0.7155172413793104	0.9638942617666022	0.5164410058027079	0.22437137330754353
CCL11-ACKR1	CCL11	ACKR1	0.6365795724465558	0	0.32471264367816094	0.8189655172413793	0.8762088974854932	0	0
CCL11-ACKR2	CCL11	ACKR2	0.6365795724465558	0	0.3649425287356322	0.5402298850574713	0.7221147646679562	0	0
CCL13-ACKR1	CCL13	ACKR1	0.6365795724465558	0	0.32471264367816094	0.8189655172413793	0.8762088974854932	0	0
CCL13-ACKR2	CCL13	ACKR2	0.6365795724465558	0	0.3649425287356322	0.5402298850574713	0.7221147646679562	0	0
CCL14-ACKR1	CCL14	ACKR1	0.48931116389548696	0.18527315914489312	0.32471264367816094	0.8189655172413793	0.784655061250806	0.41134751773049644	0.30174081237911027
CCL14-ACKR2	CCL14	ACKR2	0.48931116389548696	0.18527315914489312	0.3649425287356322	0.5402298850574713	0.6054158607350096	0.3262411347517731	0.31463571889103803
CCL16-CCR1	CCL16	CCR1	0.4489311163895487	0.33016627078384797	0.9109195402298851	0.0603448275862069	0.11798839458413926	0.2134107027724049	0.708575112830432
CCL16-CCR8	CCL16	CCR8	0.4489311163895487	0.33016627078384797	0.9655172413793104	0.10919540229885058	0.18697614442295293	0.23597678916827852	0.7266279819471309
CCL17-ACKR1	CCL17	ACKR1	0.9406175771971497	0	0.32471264367816094	0.8189655172413793	0.9754996776273372	0	0
CCL17-ACKR2	CCL17	ACKR2	0.9406175771971497	0	0.3649425287356322	0.5402298850574713	0.869116698903933	0	0
CCL18-CCR8	CCL18	CCR8	0.48931116389548696	0.18527315914489312	0.9655172413793104	0.10919540229885058	0.20502901353965183	0.21470019342359767	0.5467440361057382
CCL18-CCR3	CCL18	CCR3	0.48931116389548696	0.18527315914489312	0.9568965517241379	0.09770114942528736	0.18181818181818182	0.20438426821405545	0.539651837524178
CCL2-ACKR1	CCL2	ACKR1	0.2042755344418052	0.6033254156769596	0.32471264367816094	0.8189655172413793	0.46744036105738235	0.7646679561573179	0.5751128304319794
CCL2-ACKR2	CCL2	ACKR2	0.2042755344418052	0.6033254156769596	0.3649425287356322	0.5402298850574713	0.35654416505480335	0.6183107672469375	0.6041263700838169
CCL22-ACKR2	CCL22	ACKR2	0.838479809976247	0.40380047505938244	0.3649425287356322	0.5402298850574713	0.8207607994842038	0.5041908446163765	0.4771115409413282
CCL23-ACKR2	CCL23	ACKR2	0.48931116389548696	0.18527315914489312	0.3649425287356322	0.5402298850574713	0.6054158607350096	0.3262411347517731	0.31463571889103803
CCL23-FPR2	CCL23	FPR2	0.48931116389548696	0.18527315914489312	0.7442528735632183	0	0	0	0.463571889103804
CCL24-ACKR2	CCL24	ACKR2	0.6294536817102138	0.28741092636579574	0.3649425287356322	0.5402298850574713	0.7163120567375887	0.41779497098646035	0.39974210186976145
CCL26-CCR1	CCL26	CCR1	0.8479809976247031	0.18527315914489312	0.9109195402298851	0.0603448275862069	0.19729206963249515	0.195357833655706	0.521598968407479
CCL26-CCR5	CCL26	CCR5	0.8479809976247031	0.18527315914489312	0.9109195402298851	0.0603448275862069	0.19729206963249515	0.195357833655706	0.521598968407479
CCL26-CX3CR1	CCL26	CX3CR1	0.8479809976247031	0.18527315914489312	0.5632183908045977	0.16091954022988506	0.41070277240490005	0.22695035460992907	0.39909735654416506
CCL3-ACKR2	CCL3	ACKR2	0.47980997624703087	0.30641330166270786	0.3649425287356322	0.5402298850574713	0.600902643455835	0.4300451321727917	0.4203739522888459
CCL3L1-ACKR2	CCL3L1	ACKR2	0.5961995249406176	0.3016627078384798	0.3649425287356322	0.5402298850574713	0.6898774983881367	0.42811089619600257	0.41392649903288203
CCL3L1-CCR1	CCL3L1	CCR1	0.5961995249406176	0.3016627078384798	0.9109195402298851	0.0603448275862069	0.14571244358478402	0.2082527401676338	0.6750483558994197
CCL3L1-CCR3	CCL3L1	CCR3	0.5961995249406176	0.3016627078384798	0.9568965517241379	0.09770114942528736	0.21727917472598324	0.2263056092843327	0.6918117343649258
CCL4-ACKR2	CCL4	ACKR2	0.48931116389548696	0.18527315914489312	0.3649425287356322	0.5402298850574713	0.6054158607350096	0.3262411347517731	0.31463571889103803
CCL5-ACKR1	CCL5	ACKR1	0.8456057007125891	0.342042755344418	0.32471264367816094	0.8189655172413793	0.9587362991618311	0.5770470664087686	0.41715022566086396
CCL5-ACKR2	CCL5	ACKR2	0.8456057007125891	0.342042755344418	0.3649425287356322	0.5402298850574713	0.8214055448098001	0.45970341715022567	0.4448742746615087
CCL7-ACKR2	CCL7	ACKR2	0.8479809976247031	0.18527315914489312	0.3649425287356322	0.5402298850574713	0.8220502901353965	0.3262411347517731	0.31463571889103803
CCL8-ACKR2	CCL8	ACKR2	0.48931116389548696	0.18527315914489312	0.3649425287356322	0.5402298850574713	0.6054158607350096	0.3262411347517731	0.31463571889103803
CXCL1-ACKR1	CXCL1	ACKR1	0.21852731591448932	0.6935866983372921	0.32471264367816094	0.8189655172413793	0.4796905222437137	0.8059316569954867	0.6131528046421664
CXCL11-CCR5	CXCL11	CCR5	0.3990498812351544	0.5843230403800475	0.9109195402298851	0.0603448275862069	0.10509348807221147	0.23468729851708575	0.8987749838813669
CXCL13-CXCR3	CXCL13	CXCR3	0.6033254156769596	0.3515439429928741	0.7298850574712644	0.1781609195402299	0.3481624758220503	0.27143778207607994	0.6563507414571245
CXCL13-ACKR4	CXCL13	ACKR4	0.6033254156769596	0.3515439429928741	0.5488505747126436	0.20402298850574713	0.38104448742746616	0.2862669245647969	0.5680206318504191
CXCL2-ACKR1	CXCL2	ACKR1	0.7933491686460807	0.46318289786223277	0.32471264367816094	0.8189655172413793	0.9471308833010961	0.6640876853642811	0.48613797549967763
CXCL8-ACKR1	CXCL8	ACKR1	0.9524940617577197	0.48693586698337293	0.32471264367816094	0.8189655172413793	0.9800128949065119	0.6872985170857512	0.4990328820116054
IL1F10-IL1RAPL1	IL1F10	IL1RAPL1	0.9239904988123515	0	0.35344827586206895	0.5804597701149425	0.8891038039974211	0	0
IL1F10-IL1RL2	IL1F10	IL1RL2	0.9239904988123515	0	0.7270114942528736	0.35344827586206895	0.696969696969697	0	0
IL1RN-IL1R2	IL1RN	IL1R2	0.8931116389548693	0.18527315914489312	0.6695402298850575	0.367816091954023	0.7008381689232753	0.2791747259832366	0.4435847840103159
PF4-CXCR3	PF4	CXCR3	0.4845605700712589	0.32779097387173395	0.7298850574712644	0.1781609195402299	0.2985170857511283	0.26563507414571247	0.6363636363636364
PF4V1-CXCR3	PF4V1	CXCR3	0.42280285035629456	0.5225653206650831	0.7298850574712644	0.1781609195402299	0.26305609284332687	0.31979368149580917	0.7956157317859446
PPBP-CXCR1	PPBP	CXCR1	0.40617577197149646	0.45368171021377673	0.7442528735632183	0	0	0	0.7479045776918117
PPBP-ACKR1	PPBP	ACKR1	0.40617577197149646	0.45368171021377673	0.32471264367816094	0.8189655172413793	0.7059961315280464	0.6595744680851063	0.4764667956157318
SLIT1-ROBO2	SLIT1	ROBO2	0.040380047505938245	0.9738717339667459	0.06609195402298851	0.9568965517241379	0.15731785944551901	0.9929078014184397	0.31012250161186333
SLIT1-ROBO1	SLIT1	ROBO1	0.040380047505938245	0.9738717339667459	0.21551724137931033	0.9626436781609196	0.15860735009671179	0.9941972920696325	0.5918762088974855
TNFSF10-TNFRSF11B	TNFSF10	TNFRSF11B	0.22565320665083136	0.9121140142517815	0.8735632183908046	0.47413793103448276	0.3475177304964539	0.7137330754352031	0.9832366215344939
TNFSF14-TNFRSF6B	TNFSF14	TNFRSF6B	0.8218527315914489	0.4156769596199525	0.5373563218390804	0.3448275862068966	0.6344294003868471	0.39909735654416506	0.6105738233397808
VEGFA-NRP1	VEGFA	NRP1	0.007125890736342043	0.8812351543942993	0.3218390804597701	0.7729885057471264	0.05351386202450032	0.8891038039974211	0.6866537717601547
VEGFA-NRP2	VEGFA	NRP2	0.007125890736342043	0.8812351543942993	0.8045977011494253	0.5574712643678161	0.04964539007092199	0.7633784655061251	0.9677627337201805
VEGFB-NRP1	VEGFB	NRP1	0.009501187648456057	0.9857482185273159	0.3218390804597701	0.7729885057471264	0.06125080593165699	0.9348807221147647	0.7246937459703418
PGF-NRP1	PGF	NRP1	0.04513064133016627	0.8622327790973872	0.3218390804597701	0.7729885057471264	0.14377820760799484	0.877498388136686	0.6795615731785944
PGF-NRP2	PGF	NRP2	0.04513064133016627	0.8622327790973872	0.8045977011494253	0.5574712643678161	0.1102514506769826	0.754996776273372	0.9593810444874274
PGF-FLT1	PGF	FLT1	0.04513064133016627	0.8622327790973872	0.9770114942528736	0.27873563218390807	0.07994842037395229	0.5306254029658285	0.9903288201160542
SEMA3F-PLXNA3	SEMA3F	PLXNA3	0.10451306413301663	0.8764845605700713	0.04597701149425287	0.9195402298850575	0.32108317214700194	0.9529335912314636	0.2720825274016763
SEMA3F-PLXNA1	SEMA3F	PLXNA1	0.10451306413301663	0.8764845605700713	0.10344827586206896	0.9425287356321839	0.32753062540296585	0.9638942617666022	0.36879432624113473
SEMA3F-NRP1	SEMA3F	NRP1	0.10451306413301663	0.8764845605700713	0.3218390804597701	0.7729885057471264	0.27852998065764023	0.8878143133462283	0.6840747904577692
GRN-EGFR	GRN	EGFR	0.12826603325415678	0.9643705463182898	0.16954022988505746	0.9798850574712644	0.38555770470664086	0.9954867827208252	0.5112830431979368
GRN-TNFRSF1B	GRN	TNFRSF1B	0.12826603325415678	0.9643705463182898	0.9770114942528736	0.25287356321839083	0.13604126370083816	0.5351386202450032	0.9993552546744036
FGF4-FGFR1	FGF4	FGFR1	0.6365795724465558	0	0.005747126436781609	0.9511494252873564	0.9310122501611864	0	0
FGF4-FGFR3	FGF4	FGFR3	0.6365795724465558	0	0.10632183908045977	0.9166666666666666	0.9181173436492586	0	0
FGF4-NRP1	FGF4	NRP1	0.6365795724465558	0	0.3218390804597701	0.7729885057471264	0.8497743391360413	0	0
NTN1-UNC5D	NTN1	UNC5D	0.2517814726840855	0.7410926365795725	0.13505747126436782	0.8764367816091954	0.5512572533849129	0.8671824629271437	0.38749194068343007
NTN1-UNC5B	NTN1	UNC5B	0.2517814726840855	0.7410926365795725	0.6781609195402298	0.5890804597701149	0.4332688588007737	0.7176015473887815	0.8826563507414571
NTN1-DCC	NTN1	DCC	0.2517814726840855	0.7410926365795725	0.09482758620689655	0.9310344827586207	0.5705996131528046	0.8968407479045777	0.3262411347517731
NTN1-UNC5A	NTN1	UNC5A	0.2517814726840855	0.7410926365795725	0.22701149425287356	0.853448275862069	0.5409413281753708	0.8471953578336557	0.5196647324306899
NTN1-NEO1	NTN1	NEO1	0.2517814726840855	0.7410926365795725	0.04310344827586207	0.8908045977011494	0.5615731785944552	0.8736299161831077	0.25209542230818827
SCT-PTH1R	SCT	PTH1R	0.09738717339667459	0.9026128266033254	0.5459770114942529	0.23850574712643677	0.09993552546744036	0.5009671179883946	0.8749194068343005
SCT-ADCYAP1R1	SCT	ADCYAP1R1	0.09738717339667459	0.9026128266033254	0.5488505747126436	0.34770114942528735	0.1399097356544165	0.6099290780141844	0.877498388136686
SCT-VIPR1	SCT	VIPR1	0.09738717339667459	0.9026128266033254	0.367816091954023	0.7413793103448276	0.256608639587363	0.8813668600902643	0.7395228884590587
SCT-VIPR2	SCT	VIPR2	0.09738717339667459	0.9026128266033254	0.5402298850574713	0.3735632183908046	0.14829142488716957	0.6266924564796905	0.8723404255319149
SCT-TSHR	SCT	TSHR	0.09738717339667459	0.9026128266033254	0.5574712643678161	0.4224137931034483	0.16376531270148292	0.6673114119922631	0.8833010960670535
FGF20-FGFR2	FGF20	FGFR2	0.26128266033254155	0.5154394299287411	0.23275862068965517	0.7327586206896551	0.4996776273372018	0.6627981947130883	0.43584784010315925
FGF20-FGFR4	FGF20	FGFR4	0.26128266033254155	0.5154394299287411	0.031609195402298854	0.9367816091954023	0.586073500967118	0.7562862669245648	0.2082527401676338
FGF20-FGFR1	FGF20	FGFR1	0.26128266033254155	0.5154394299287411	0.005747126436781609	0.9511494252873564	0.5905867182462927	0.7620889748549323	0.1708575112830432
FGF20-FGFR3	FGF20	FGFR3	0.26128266033254155	0.5154394299287411	0.10632183908045977	0.9166666666666666	0.5776918117343649	0.749838813668601	0.2933591231463572
FGF22-FGFR1	FGF22	FGFR1	0.8171021377672208	0.4845605700712589	0.005747126436781609	0.9511494252873564	0.9780786589297228	0.7414571244358479	0.16956802063185042
MIF-EGFR	MIF	EGFR	0.46080760095011875	0.8717339667458432	0.16954022988505746	0.9798850574712644	0.8201160541586073	0.9722759509993553	0.47904577691811734
CCL17-CCR8	CCL17	CCR8	0.9406175771971497	0	0.9655172413793104	0.10919540229885058	0.33784655061250807	0	0
LHB-PTH1R	LHB	PTH1R	0.6365795724465558	0	0.5459770114942529	0.23850574712643677	0.4410058027079304	0	0
LHB-ADCYAP1R1	LHB	ADCYAP1R1	0.6365795724465558	0	0.5488505747126436	0.34770114942528735	0.5525467440361057	0	0
LHB-VIPR1	LHB	VIPR1	0.6365795724465558	0	0.367816091954023	0.7413793103448276	0.8317214700193424	0	0
LHB-TSHR	LHB	TSHR	0.6365795724465558	0	0.5574712643678161	0.4224137931034483	0.6137975499677627	0	0
AMH-EGFR	AMH	EGFR	0.07125890736342043	0.9002375296912114	0.16954022988505746	0.9798850574712644	0.2501611863313991	0.9787234042553191	0.49000644745325594
TGFB1-EGFR	TGFB1	EGFR	0.9572446555819477	0.8456057007125891	0.16954022988505746	0.9798850574712644	1	0.9664732430689877	0.4738878143133462
TGFB1-ACVRL1	TGFB1	ACVRL1	0.9572446555819477	0.8456057007125891	0.8649425287356322	0.19827586206896552	0.49709864603481624	0.4332688588007737	0.9709864603481625
TGFB1-CXCR4	TGFB1	CXCR4	0.9572446555819477	0.8456057007125891	0.2557471264367816	0.735632183908046	0.9626047711154094	0.8420373952288845	0.5957446808510638
HGF-NRP1	HGF	NRP1	0.8432304038004751	0.3847980997624703	0.3218390804597701	0.7729885057471264	0.9477756286266924	0.594455190199871	0.44294003868471954
WNT16-FZD6	WNT16	FZD6	0.48931116389548696	0.18527315914489312	0.14367816091954022	0.764367816091954	0.7491940683430045	0.3945841392649903	0.2379110251450677
NPVF-NPFFR2	NPVF	NPFFR2	0.6365795724465558	0	0.514367816091954	0.6063218390804598	0.7595099935525468	0	0
WNT3-RYK	WNT3	RYK	0.11401425178147269	0.6888361045130641	0.11781609195402298	0.8620689655172413	0.32688588007736946	0.8259187620889749	0.34945196647324306
WNT3-ROR2	WNT3	ROR2	0.11401425178147269	0.6888361045130641	0.25862068965517243	0.9683908045977011	0.35718891038039974	0.8794326241134752	0.5448098001289491
WNT3-FZD1	WNT3	FZD1	0.11401425178147269	0.6888361045130641	0.08908045977011494	0.9252873563218391	0.34558349451966475	0.8536428110896196	0.3056092843326886
WNT3-FZD7	WNT3	FZD7	0.11401425178147269	0.6888361045130641	0.42528735632183906	0.5804597701149425	0.24113475177304963	0.6892327530625403	0.7001934235976789
WNT3-FZD8	WNT3	FZD8	0.11401425178147269	0.6888361045130641	0.39080459770114945	0.3563218390804598	0.16183107672469374	0.5390070921985816	0.6711798839458414
WNT3-FZD5	WNT3	FZD5	0.11401425178147269	0.6888361045130641	0.1752873563218391	0.646551724137931	0.25983236621534495	0.7246937459703418	0.43649258542875563
CCL2-CCR1	CCL2	CCR1	0.2042755344418052	0.6033254156769596	0.9109195402298851	0.0603448275862069	0.07865892972275951	0.2366215344938749	0.9090909090909091
CCL2-CCR10	CCL2	CCR10	0.2042755344418052	0.6033254156769596	0.882183908045977	0.45689655172413796	0.3159252095422308	0.5693101225016118	0.8981302385557705
CCL2-ACKR4	CCL2	ACKR4	0.2042755344418052	0.6033254156769596	0.5488505747126436	0.20402298850574713	0.16634429400386846	0.36750483558994196	0.7382333978078659
CCL13-ACKR4	CCL13	ACKR4	0.6365795724465558	0	0.5488505747126436	0.20402298850574713	0.39264990328820115	0	0
CCL13-CCR9	CCL13	CCR9	0.6365795724465558	0	0.9683908045977011	0	0	0	0
CXCL6-ACKR1	CXCL6	ACKR1	0.17814726840855108	0.7244655581947743	0.32471264367816094	0.8189655172413793	0.42811089619600257	0.8246292714377821	0.6305609284332688
CXCL6-MTNR1A	CXCL6	MTNR1A	0.17814726840855108	0.7244655581947743	0.7011494252873564	0.22413793103448276	0.15989684074790458	0.4268214055448098	0.8878143133462283
IL23A-IL12RB2	IL23A	IL12RB2	0.9216152019002375	0.50593824228028506	0.8074712643678161	0.3793103448275862	0.7298517085751128	0.4706640876853643	0.8233397807865893
FGF6-FGFR1	FGF6	FGFR1	0.6365795724465558	0	0.005747126436781609	0.9511494252873564	0.9310122501611864	0	0
FGF6-FGFR3	FGF6	FGFR3	0.6365795724465558	0	0.10632183908045977	0.9166666666666666	0.9181173436492586	0	0
HBEGF-PRLR	HBEGF	PRLR	0.14251781472684086	0.6745843230403801	0.20689655172413793	0.6925287356321839	0.32817537072856223	0.746615087040619	0.46744036105738235
HBEGF-ERBB2	HBEGF	ERBB2	0.14251781472684086	0.6745843230403801	0.39655172413793105	0.8045977011494253	0.36750483558994196	0.7923920051579626	0.6692456479690522
IL4-IL13RA2	IL4	IL13RA2	0.6365795724465558	0	0.3879310344827586	0.47701149425287354	0.6602192134107028	0	0
SEMA3G-NRP2	SEMA3G	NRP2	0.3016627078384798	0.49643705463182897	0.8045977011494253	0.5574712643678161	0.4687298517085751	0.571244358478401	0.8143133462282398
WNT6-FZD4	WNT6	FZD4	0.40380047505938244	0.42280285035629456	0.23563218390804597	0.7241379310344828	0.6479690522243714	0.6021921341070278	0.38684719535783363
FGF23-FGFR2	FGF23	FGFR2	0.4489311163895487	0.3254156769596199	0.23275862068965517	0.7327586206896551	0.7014829142488717	0.5286911669890393	0.3339780786589297
FGF23-FGFR4	FGF23	FGFR4	0.4489311163895487	0.3254156769596199	0.031609195402298854	0.9367816091954023	0.8020631850419084	0.600902643455835	0.1901998710509349
FGF23-FGFR1	FGF23	FGFR1	0.4489311163895487	0.3254156769596199	0.005747126436781609	0.9511494252873564	0.8052869116698904	0.6054158607350096	0.1650548033526757
FGF23-FGFR3	FGF23	FGFR3	0.4489311163895487	0.3254156769596199	0.10632183908045977	0.9166666666666666	0.7943262411347518	0.5950999355254675	0.256608639587363
TGFB3-ACVRL1	TGFB3	ACVRL1	0.13539192399049882	0.669833729216152	0.8649425287356322	0.19827586206896552	0.11669890393294649	0.3842682140554481	0.9232753062540296
IAPP-PTH1R	IAPP	PTH1R	0.8812351543942993	0.8788598574821853	0.5459770114942529	0.23850574712643677	0.5338491295938105	0.4912959381044487	0.865892972275951
IAPP-ADCYAP1R1	IAPP	ADCYAP1R1	0.8812351543942993	0.8788598574821853	0.5488505747126436	0.34770114942528735	0.6673114119922631	0.6015473887814313	0.8684719535783365
IAPP-VIPR1	IAPP	VIPR1	0.8812351543942993	0.8788598574821853	0.367816091954023	0.7413793103448276	0.9490651192778853	0.8684719535783365	0.7311411992263056
IAPP-TSHR	IAPP	TSHR	0.8812351543942993	0.8788598574821853	0.5574712643678161	0.4224137931034483	0.7472598323662153	0.6576402321083172	0.874274661508704
INHBA-ACVR1	INHBA	ACVR1	0.5843230403800475	0.7719714964370546	0.10057471264367816	0.6839080459770115	0.7840103159252095	0.784655061250806	0.33784655061250807
INHBA-BAMBI	INHBA	BAMBI	0.5843230403800475	0.7719714964370546	0.1810344827586207	0.8706896551724138	0.8729851708575113	0.8820116054158608	0.46808510638297873
INHA-ACVR1	INHA	ACVR1	0.10926365795724466	0.8218527315914489	0.10057471264367816	0.6839080459770115	0.2624113475177305	0.8014184397163121	0.35267569310122504
EREG-ERBB2	EREG	ERBB2	0.8028503562945368	0.6294536817102138	0.39655172413793105	0.8045977011494253	0.9464861379754996	0.7717601547388782	0.6505480335267569
BMP4-HJV	BMP4	HJV	0.12114014251781473	0.8859857482185273	0.9597701149425287	0	0	0	0.9916183107672469
PSPN-GFRA3	PSPN	GFRA3	0.05938242280285035	0.8242280285035629	0.2672413793103448	0.8448275862068966	0.19084461637653127	0.9000644745325597	0.6047711154094133
PSPN-RET	PSPN	RET	0.05938242280285035	0.8242280285035629	0.12931034482758622	0.9281609195402298	0.20954223081882656	0.9368149580915538	0.40618955512572535
PSPN-GFRA2	PSPN	GFRA2	0.05938242280285035	0.8242280285035629	0.3160919540229885	0.7844827586206896	0.17923920051579625	0.8620245003223727	0.6615087040618955
PSPN-GFRA1	PSPN	GFRA1	0.05938242280285035	0.8242280285035629	0.6982758620689655	0.5660919540229885	0.13797549967762734	0.7453255963894262	0.9206963249516441
CD70-TNFRSF13B	CD70	TNFRSF13B	0.47268408551068886	0.2921615201900237	0.6293103448275862	0.0603448275862069	0.12250161186331399	0.20373952288845906	0.5531914893617021
BMP15-BMPR1A	BMP15	BMPR1A	0.6365795724465558	0	0.07758620689655173	0.7701149425287356	0.8452611218568665	0	0
BMP15-BMPR1B	BMP15	BMPR1B	0.6365795724465558	0	0.4051724137931034	0.4885057471264368	0.6718246292714378	0	0
EPO-EPHB4	EPO	EPHB4	0.4489311163895487	0.31353919239904987	0.33620689655172414	0.7270114942528736	0.6963249516441006	0.5157962604771116	0.402321083172147
GDF15-RET	GDF15	RET	0.5938242280285035	0.836104513064133	0.12931034482758622	0.9281609195402298	0.8987749838813669	0.9426176660219213	0.41070277240490005
TSHB-PTH1R	TSHB	PTH1R	0.6365795724465558	0	0.5459770114942529	0.23850574712643677	0.4410058027079304	0	0
TSHB-ADCYAP1R1	TSHB	ADCYAP1R1	0.6365795724465558	0	0.5488505747126436	0.34770114942528735	0.5525467440361057	0	0
TSHB-VIPR1	TSHB	VIPR1	0.6365795724465558	0	0.367816091954023	0.7413793103448276	0.8317214700193424	0	0
GRP-BRS3	GRP	BRS3	0.48931116389548696	0.18527315914489312	0.5977011494252874	0.13505747126436782	0.23920051579626048	0.22114764667956158	0.4152159896840748
GRP-NMBR	GRP	NMBR	0.48931116389548696	0.18527315914489312	0.9367816091954023	0.16666666666666666	0.28110896196002577	0.22888459058671826	0.5338491295938105
GDF11-ACVR1B	GDF11	ACVR1B	0.011876484560570071	0.9904988123515439	0.03735632183908046	0.9137931034482759	0.07221147646679561	0.9864603481624759	0.2617666021921341
GDF11-BMPR2	GDF11	BMPR2	0.011876484560570071	0.9904988123515439	0.02586206896551724	0.7959770114942529	0.06576402321083172	0.9477756286266924	0.23404255319148937
GDF11-BMPR1A	GDF11	BMPR1A	0.011876484560570071	0.9904988123515439	0.07758620689655173	0.7701149425287356	0.06382978723404255	0.935525467440361	0.3359123146357189
