source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources	sorted_eBCs_score.lig	SCbeta_scRNA_melton2019_score.lig	combined_sc_max_score.lig	scRNA_down_in_eBC_score	scRNA_down_in_SCbeta_melton2019_score	scRNA_down_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score.lig	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score.lig	proteomics_down_in_sc_score	aggregate_score.lig	sorted_eBCs_score.rec	SCbeta_scRNA_melton2019_score.rec	combined_sc_max_score.rec	scRNA_up_in_eBC_score	scRNA_up_in_SCbeta_melton2019_score	scRNA_up_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score.rec	bulkRNA_up_in_SCislet_score	all_sc_proteomics_score.rec	proteomics_up_in_sc_score	aggregate_score.rec	interaction_score	interaction_symbol
Q99988	P07949	GDF15	RET	1	0	0	0	0	0	CellTalkDB	CellTalkDB:28846099	1	CellTalkDB:28846099	1	0.19002375296912113	0.10688836104513064	0.12589073634204276	0	0.9049881235154394	0	0.18527315914489312	0.8123515439429929	0.047505938242280284	0	0.5938242280285035	0.9195402298850575	0.9109195402298851	0.9166666666666666	0	0.9827586206896551	0	0.8706896551724138	0.9166666666666666	0	0	0.9281609195402298	0.8985969387755102	GDF15-RET
P01222	Q03431	TSHB	PTH1R	1	0	0	0	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0.28160919540229884	0.14080459770114942	0.3017241379310345	0	0	0	0.1925287356321839	0	0	0	0.23850574712643677	0.43686224489795916	TSHB-PTH1R
P01222	P41586	TSHB	ADCYAP1R1	1	0	0	0	0	0	CellCall;CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	3	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0	0.14080459770114942	0.27873563218390807	0	0	0	0.25	0.8103448275862069	0	0	0.34770114942528735	0.548469387755102	TSHB-ADCYAP1R1
P01222	P32241	TSHB	VIPR1	1	0	0	0	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0.34195402298850575	0.6752873563218391	0.39080459770114945	0	0.8764367816091954	0	0.6551724137931034	0.8390804597701149	0	0	0.7413793103448276	0.829719387755102	TSHB-VIPR1
P07492	P32247	GRP	BRS3	1	1	0	1	1	0	Baccin2019;CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:11112777;LRdb:11112777;Ramilowski2015:11112777;connectomeDB2020:11112777;talklr:11112777	5	CellTalkDB:11112777;LRdb:11112777;Ramilowski2015:11112777;connectomeDB2020:11112777;talklr:11112777	8	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696	0	0.14080459770114942	0	0	0	0	0.25	0	0	0	0.13505747126436782	0.23660714285714285	GRP-BRS3
P07492	P28336	GRP	NMBR	1	0	0	0	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:10545285;LRdb:10545285;Ramilowski2015:10545285;connectomeDB2020:10545285;talklr:10545285	5	CellTalkDB:10545285;LRdb:10545285;Ramilowski2015:10545285;connectomeDB2020:10545285;talklr:10545285	8	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696	0	0	0.21839080459770116	0	0	0	0.1925287356321839	0	0	0	0.16666666666666666	0.2780612244897959	GRP-NMBR
O95390	P36896	GDF11	ACVR1B	1	1	0	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12414726;CellTalkDB:12414726;LRdb:12414726;connectomeDB2020:12414726	4	Baccin2019:12414726;CellTalkDB:12414726;LRdb:12414726;connectomeDB2020:12414726	9	0.03800475059382423	0.04275534441805225	0.023752969121140142	0	0	0	0.04513064133016627	0	0.09501187648456057	0	0.011876484560570071	0.9166666666666666	0.9568965517241379	0.8103448275862069	0	0.8132183908045977	0	0.9166666666666666	0	0.9166666666666666	0	0.9137931034482759	0.07142857142857142	GDF11-ACVR1B
O95390	Q13873	GDF11	BMPR2	1	0	0	0	0	0	CellTalkDB;LRdb;UniProt_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.03800475059382423	0.04275534441805225	0.023752969121140142	0	0	0	0.04513064133016627	0	0.09501187648456057	0	0.011876484560570071	0.9568965517241379	0.8994252873563219	0.9339080459770115	0	0	0	0.9482758620689655	0.5459770114942529	0	0	0.7959770114942529	0.06505102040816327	GDF11-BMPR2
O95390	P36894	GDF11	BMPR1A	1	0	0	0	0	0	CellTalkDB;LRdb;UniProt_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.03800475059382423	0.04275534441805225	0.023752969121140142	0	0	0	0.04513064133016627	0	0.09501187648456057	0	0.011876484560570071	0.8563218390804598	0.896551724137931	0.8247126436781609	0	0	0	0.9109195402298851	0.6149425287356322	0	0	0.7701149425287356	0.06313775510204081	GDF11-BMPR1A
O95390	O00238	GDF11	BMPR1B	1	0	0	0	0	0	CellTalkDB;LRdb;UniProt_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.03800475059382423	0.04275534441805225	0.023752969121140142	0	0	0	0.04513064133016627	0	0.09501187648456057	0	0.011876484560570071	0.39080459770114945	0.14080459770114942	0.6695402298850575	0	0	0	0.4511494252873563	0.5862068965517241	0	0	0.4885057471264368	0.05357142857142857	GDF11-BMPR1B
P18510	Q9HB29	IL1RN	IL1RL2	1	0	0	0	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr	CellTalkDB:22047735	1	CellTalkDB:22047735	5	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0.9762470308788599	0.09501187648456057	0	0.8931116389548693	0.5431034482758621	0.14080459770114942	0.40229885057471265	0	0	0	0.39080459770114945	0	0	0	0.35344827586206895	0.6766581632653061	IL1RN-IL1RL2
P02763	P51681	ORM1	CCR5	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:11336643;Cellinker:11336643;HPRD:11336643;LRdb:11336643;connectomeDB2020:11336643	5	CellTalkDB:11336643;Cellinker:11336643;HPRD:11336643;LRdb:11336643;connectomeDB2020:11336643	8	0.48931116389548696	0.2992874109263658	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696	0	0.14080459770114942	0	0	0	0	0	0	0	0	0.0603448275862069	0.12436224489795919	ORM1-CCR5
P48745	Q9UIW2	CCN3	PLXNA1	1	0	0	0	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr	CellTalkDB:32196115	1	CellTalkDB:32196115	5	0.3586698337292161	0.7387173396674585	0.38954869358669836	0	0	0	0.23990498812351543	0	0.09501187648456057	0	0.3752969121140142	0.7988505747126436	0.8764367816091954	0.7183908045977011	0	0.9511494252873564	0	0.9568965517241379	0.7988505747126436	0.8936781609195402	0	0.9425287356321839	0.7308673469387755	CCN3-PLXNA1
O00585	P48039	CCL21	MTNR1A	1	0	0	0	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0	0	0	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.22413793103448276	0.41964285714285715	CCL21-MTNR1A
O00585	P49682	CCL21	CXCR3	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:26888559;CellTalkDB:11907075;Cellinker:26888559;Ramilowski2015:11907075;connectomeDB2020:11907075;talklr:11907075	6	Baccin2019:26888559;CellTalkDB:11907075;Cellinker:26888559;Ramilowski2015:11907075;connectomeDB2020:11907075;talklr:11907075	9	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0.28160919540229884	0	0.20114942528735633	0	0	0	0	0	0	0	0.1781609195402299	0.3590561224489796	CCL21-CXCR3
O00585	O00590	CCL21	ACKR2	1	1	0	1	1	0	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:10706668;HPRD:10706668;LRdb:10706668;connectomeDB2020:10706668	4	CellTalkDB:10706668;HPRD:10706668;LRdb:10706668;connectomeDB2020:10706668	7	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558	0.45689655172413796	0.14080459770114942	0.46264367816091956	0	0	0	0.5747126436781609	0.8304597701149425	0	0	0.5402298850574713	0.71875	CCL21-ACKR2
Q9Y4X3	O00590	CCL27	ACKR2	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:10725697;Cellinker:10725696;Cellinker:10725697;Cellinker:11821900;HPRD:10725696;HPRD:10725697;HPRD:11821900;LRdb:10725696;LRdb:10725697;LRdb:11821900;connectomeDB2020:10725696;connectomeDB2020:10725697;connectomeDB2020:11821900	13	CellTalkDB:10725697;Cellinker:10725696;Cellinker:10725697;Cellinker:11821900;HPRD:10725696;HPRD:10725697;HPRD:11821900;LRdb:10725696;LRdb:10725697;LRdb:11821900;connectomeDB2020:10725696;connectomeDB2020:10725697;connectomeDB2020:11821900	9	0.3087885985748218	0.2992874109263658	0.4584323040380047	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.3515439429928741	0.45689655172413796	0.14080459770114942	0.46264367816091956	0	0	0	0.5747126436781609	0.8304597701149425	0	0	0.5402298850574713	0.49362244897959184	CCL27-ACKR2
Q9Y4X3	P48039	CCL27	MTNR1A	1	0	0	0	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.3087885985748218	0.2992874109263658	0.4584323040380047	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.3515439429928741	0	0	0	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.22413793103448276	0.2710459183673469	CCL27-MTNR1A
P07996	O00300	THBS1	TNFRSF11B	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:15799029;CellTalkDB:15799029;Cellinker:15799029;HPRD:15799029;LRdb:15799029;connectomeDB2020:15799029	6	Baccin2019:15799029;CellTalkDB:15799029;Cellinker:15799029;HPRD:15799029;LRdb:15799029;connectomeDB2020:15799029	10	0.2826603325415677	0.2992874109263658	0.2042755344418052	0	0	0	0.21852731591448932	0.8171021377672208	0.040380047505938245	0.9809976247030879	0.8408551068883611	0.5431034482758621	0.5919540229885057	0.5344827586206896	0	0	0	0.47701149425287354	0	0	0	0.47413793103448276	0.7799744897959183	THBS1-TNFRSF11B
Q9NZH6	Q9NZN1	IL37	IL1RAPL1	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;InnateDB;InnateDB_CellPhoneDB	CellTalkDB:25654981;InnateDB:25654981	2	CellTalkDB:25654981;InnateDB:25654981	3	0.48931116389548696	0.7387173396674585	0.6413301662707839	0	0	0	0.6294536817102138	0.8669833729216152	0.09501187648456057	0	0.9239904988123515	0.5574712643678161	0.14080459770114942	0.5517241379310345	0	0	0	0.5172413793103449	0.9281609195402298	0	0	0.5804597701149425	0.8877551020408163	IL37-IL1RAPL1
P01583	P27930	IL1A	IL1R2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:78780467878046;CellTalkDB:7878046;Cellinker:7878046;HPRD:7878046;InnateDB:1833184;InnateDB:23395675;IntAct:16971486;IntAct:25241761;LRdb:7878046;NetPath:7878046;NetPath:9862719;connectomeDB2020:7878046	12	Baccin2019:78780467878046;CellTalkDB:7878046;Cellinker:7878046;HPRD:7878046;InnateDB:1833184;InnateDB:23395675;IntAct:16971486;IntAct:25241761;LRdb:7878046;NetPath:7878046;NetPath:9862719;connectomeDB2020:7878046	15	0.48931116389548696	0.2992874109263658	0.6247030878859857	0	0	0	0.49406175771971494	0	0.09501187648456057	0	0.41092636579572445	0.5574712643678161	0.14080459770114942	0.46839080459770116	0	0	0	0.3390804597701149	0	0	0	0.367816091954023	0.4362244897959184	IL1A-IL1R2
P48645	P48039	NMU	MTNR1A	1	0	0	0	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.48931116389548696	0.2992874109263658	0.37054631828978624	0	0	0	0.5320665083135392	0	0.09501187648456057	0	0.36104513064133015	0	0	0	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.22413793103448276	0.27614795918367346	NMU-MTNR1A
P09038	P11362	FGF2	FGFR1	1	1	0	1	1	0	Baccin2019;BioGRID;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10950949;Baccin2019:11030354;BioGRID:10950949;BioGRID:11786412;BioGRID:14505356;BioGRID:15096041;BioGRID:16829530;BioGRID:8868466;BioGRID:9174056;CellTalkDB:16597617;Cellinker:10950949;Cellinker:11030354;Cellinker:16597617;Cellinker:25772309;DIP:10574979;DIP:10950949;DIP:17086194;DIP:1722683;DIP:7730326;HPRD:10950949;HPRD:11030354;IntAct:10490103;IntAct:11030354;IntAct:14613973;IntAct:23597563;IntAct:26267536;LRdb:16597617;Lit-BM-17:10490103;Lit-BM-17:10574979;Lit-BM-17:10950949;Lit-BM-17:11030354;Lit-BM-17:1722683;Lit-BM-17:23597562;Lit-BM-17:23597563;Lit-BM-17:26267536;Lit-BM-17:7730326;Lit-BM-17:9174056;connectomeDB2020:10950949;connectomeDB2020:11030354	39	Baccin2019:10950949;Baccin2019:11030354;BioGRID:10950949;BioGRID:11786412;BioGRID:14505356;BioGRID:15096041;BioGRID:16829530;BioGRID:8868466;BioGRID:9174056;CellTalkDB:16597617;Cellinker:10950949;Cellinker:11030354;Cellinker:16597617;Cellinker:25772309;DIP:10574979;DIP:10950949;DIP:17086194;DIP:1722683;DIP:7730326;HPRD:10950949;HPRD:11030354;IntAct:10490103;IntAct:11030354;IntAct:14613973;IntAct:23597563;IntAct:26267536;LRdb:16597617;Lit-BM-17:10490103;Lit-BM-17:10574979;Lit-BM-17:10950949;Lit-BM-17:11030354;Lit-BM-17:1722683;Lit-BM-17:23597562;Lit-BM-17:23597563;Lit-BM-17:26267536;Lit-BM-17:7730326;Lit-BM-17:9174056;connectomeDB2020:10950949;connectomeDB2020:11030354	18	0.2375296912114014	0.1187648456057007	0.10688836104513064	0	0	0	0.10451306413301663	0	0.06175771971496437	0.9738717339667459	0.2850356294536817	0.9626436781609196	0.9885057471264368	0.9655172413793104	0	0.8304597701149425	0	0.9770114942528736	0.6005747126436781	0.9195402298850575	0	0.9511494252873564	0.6147959183673469	FGF2-FGFR1
P09038	Q8N441	FGF2	FGFRL1	1	0	0	0	0	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:11418238;CellTalkDB:11418238;Cellinker:11418238;HPRD:11418238;LRdb:11418238;connectomeDB2020:11418238	6	Baccin2019:11418238;CellTalkDB:11418238;Cellinker:11418238;HPRD:11418238;LRdb:11418238;connectomeDB2020:11418238	11	0.2375296912114014	0.1187648456057007	0.10688836104513064	0	0	0	0.10451306413301663	0	0.06175771971496437	0.9738717339667459	0.2850356294536817	0.34195402298850575	0.5804597701149425	0.764367816091954	0	0	0	0.6724137931034483	0.7787356321839081	0	0	0.6408045977011494	0.48086734693877553	FGF2-FGFRL1
P09038	O14786	FGF2	NRP1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:15695515;CellTalkDB:15695515;Cellinker:15695515;HPRD:15695515;LRdb:15695515;connectomeDB2020:15695515	6	Baccin2019:15695515;CellTalkDB:15695515;Cellinker:15695515;HPRD:15695515;LRdb:15695515;connectomeDB2020:15695515	11	0.2375296912114014	0.1187648456057007	0.10688836104513064	0	0	0	0.10451306413301663	0	0.06175771971496437	0.9738717339667459	0.2850356294536817	0.7787356321839081	0.8045977011494253	0.7011494252873564	0	0	0	0.8591954022988506	0	0.9425287356321839	0	0.7729885057471264	0.5465561224489796	FGF2-NRP1
P41221	Q15375	WNT5A	EPHA7	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB	CellTalkDB:32103204	1	CellTalkDB:32103204	2	0.15201900237529692	0.0688836104513064	0.2161520190023753	0	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444	0.6666666666666666	0.5545977011494253	0.8017241379310345	0	0	0	0.8563218390804598	0.9942528735632183	0	0	0.7471264367816092	0.2059948979591837	WNT5A-EPHA7
P41221	Q9UP38	WNT5A	FZD1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;MPPI;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10557084;CellPhoneDB:24032637;CellTalkDB:10557084;Cellinker:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;connectomeDB2020:10557084	8	Baccin2019:10557084;CellPhoneDB:24032637;CellTalkDB:10557084;Cellinker:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;connectomeDB2020:10557084	16	0.15201900237529692	0.0688836104513064	0.2161520190023753	0	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444	0.8333333333333334	0.985632183908046	0.8850574712643678	0	0.9770114942528736	0	0.9597701149425287	0.8247126436781609	0	0	0.9252873563218391	0.24426020408163265	WNT5A-FZD1
P41221	O00144	WNT5A	FZD9	1	1	0	1	1	0	CellCall;CellChatDB;CellTalkDB;Wang	CellTalkDB:27402827	1	CellTalkDB:27402827	4	0.15201900237529692	0.0688836104513064	0.2161520190023753	0	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444	0.45689655172413796	0.14080459770114942	0.4885057471264368	0	0	0	0.1925287356321839	0.7442528735632183	0	0	0.4454022988505747	0.13520408163265307	WNT5A-FZD9
P41221	O75084	WNT5A	FZD7	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;connectomeDB2020:10990458	5	Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;connectomeDB2020:10990458	13	0.15201900237529692	0.0688836104513064	0.2161520190023753	0	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444	0.28160919540229884	0.5862068965517241	0.7959770114942529	0	0	0	0.48563218390804597	0.5718390804597702	0	0	0.5804597701149425	0.16709183673469388	WNT5A-FZD7
P41221	Q9H461	WNT5A	FZD8	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:21518267;LRdb:21518267;NetPath:20093360;Ramilowski2015:21518267;connectomeDB2020:21518267;talklr:21518267	6	CellTalkDB:21518267;LRdb:21518267;NetPath:20093360;Ramilowski2015:21518267;connectomeDB2020:21518267;talklr:21518267	12	0.15201900237529692	0.0688836104513064	0.2161520190023753	0	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444	0.4224137931034483	0.14080459770114942	0.5431034482758621	0	0	0	0.40229885057471265	0	0	0	0.3563218390804598	0.11352040816326531	WNT5A-FZD8
O15520	Q8N441	FGF10	FGFRL1	1	0	0	0	0	0	CellTalkDB;connectomeDB2020	CellTalkDB:19920134;connectomeDB2020:19920134	2	CellTalkDB:19920134;connectomeDB2020:19920134	2	0.48931116389548696	0.2992874109263658	0.43705463182897863	0	0	0	0.49406175771971494	0	0.09501187648456057	0	0.36342042755344417	0.34195402298850575	0.5804597701149425	0.764367816091954	0	0	0	0.6724137931034483	0.7787356321839081	0	0	0.6408045977011494	0.5644132653061225	FGF10-FGFRL1
O15520	P11362	FGF10	FGFR1	1	0	0	0	0	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;InnateDB-All_CellPhoneDB;LRdb;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:30809251;LRdb:16597617;connectomeDB2020:16597617	6	CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:30809251;LRdb:16597617;connectomeDB2020:16597617	11	0.48931116389548696	0.2992874109263658	0.43705463182897863	0	0	0	0.49406175771971494	0	0.09501187648456057	0	0.36342042755344417	0.9626436781609196	0.9885057471264368	0.9655172413793104	0	0.8304597701149425	0	0.9770114942528736	0.6005747126436781	0.9195402298850575	0	0.9511494252873564	0.7219387755102041	FGF10-FGFR1
O95897	Q9HCK4	OLFM2	ROBO2	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070	4	Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070	9	0.052256532066508314	0.07363420427553444	0.0332541567695962	0	0.9287410926365796	0	0.035629453681710214	0	0.04513064133016627	0.9786223277909739	0.5558194774346793	0.9827586206896551	0.8735632183908046	0.9396551724137931	0	0	0.985632183908046	0.9683908045977011	0.5977011494252874	0.9080459770114943	0	0.9568965517241379	0.8852040816326531	OLFM2-ROBO2
P01042	Q8TDU9	KNG1	RXFP4	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:14530218;Cellinker:14530218;HPRD:14530218;LRdb:14530218;connectomeDB2020:14530218	5	CellTalkDB:14530218;Cellinker:14530218;HPRD:14530218;LRdb:14530218;connectomeDB2020:14530218	8	0.48931116389548696	0.2992874109263658	0.5938242280285035	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.47980997624703087	0.603448275862069	0	0.5114942528735632	0	0	0	0.1925287356321839	0.7442528735632183	0	0	0.4540229885057471	0.5408163265306123	KNG1-RXFP4
P01042	Q03405	KNG1	PLAUR	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:14764580;Cellinker:14764580;HPRD:14764580;LRdb:14764580;connectomeDB2020:14764580	5	CellTalkDB:14764580;Cellinker:14764580;HPRD:14764580;LRdb:14764580;connectomeDB2020:14764580	9	0.48931116389548696	0.2992874109263658	0.5938242280285035	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.47980997624703087	0.5	0.5775862068965517	0.5948275862068966	0	0	0	0.46551724137931033	0	0	0	0.46839080459770116	0.5586734693877551	KNG1-PLAUR
P01042	P48039	KNG1	MTNR1A	1	0	0	0	0	0	CellTalkDB;LRdb;Reactome_LRdb	CellTalkDB:32196115	1	CellTalkDB:32196115	2	0.48931116389548696	0.2992874109263658	0.5938242280285035	0	0	0	0.6294536817102138	0	0.09501187648456057	0	0.47980997624703087	0	0	0	0	0	0	0.3074712643678161	0.6293103448275862	0	0	0.22413793103448276	0.3450255102040816	KNG1-MTNR1A
P01133	P23945	EGF	FSHR	1	0	0	0	0	0	CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr	CellTalkDB:32196115	1	CellTalkDB:32196115	4	0.48931116389548696	0.2992874109263658	0.5724465558194775	0	0	0	0.47030878859857483	0	0.09501187648456057	0	0.37767220902612825	0	0.14080459770114942	0	0	0	0	0	0	0	0	0.0603448275862069	0.09821428571428571	EGF-FSHR
P01133	P21860	EGF	ERBB3	1	0	0	0	0	0	Baccin2019;CellCall;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	Baccin2019:12093292;CellTalkDB:12093292;Cellinker:12093292;HPRD:12093292;LRdb:12093292;connectomeDB2020:12093292	6	Baccin2019:12093292;CellTalkDB:12093292;Cellinker:12093292;HPRD:12093292;LRdb:12093292;connectomeDB2020:12093292	11	0.48931116389548696	0.2992874109263658	0.5724465558194775	0	0	0	0.47030878859857483	0	0.09501187648456057	0	0.37767220902612825	0.9454022988505747	0.8390804597701149	0.9913793103448276	0	0.8505747126436781	0	0.8390804597701149	0.8793103448275862	0	0	0.9022988505747126	0.7155612244897959	EGF-ERBB3
