source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
P02649	Q07954	APOE	LRP1	1	0	0	0	0	0	AlzPathway;Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr	AlzPathway:19026743;Baccin2019:11421580;CellTalkDB:11421580;Cellinker:11421580;Cellinker:31677479;HPRD:11421580;IntAct:15182176;IntAct:20030366;LRdb:11421580;connectomeDB2020:22622580;connectomeDB2020:2779654	11	AlzPathway:19026743;Baccin2019:11421580;CellTalkDB:11421580;Cellinker:11421580;Cellinker:31677479;HPRD:11421580;IntAct:15182176;IntAct:20030366;LRdb:11421580;connectomeDB2020:22622580;connectomeDB2020:2779654	12
P14780	Q07954	MMP9	LRP1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11279011;CellTalkDB:11279011;Cellinker:11279011;LRdb:11279011;connectomeDB2020:11279011	5	Baccin2019:11279011;CellTalkDB:11279011;Cellinker:11279011;LRdb:11279011;connectomeDB2020:11279011	10
P14625	Q07954	HSP90B1	LRP1	1	1	0	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPRD;HPRD_LRdb;LRdb;Wang;iTALK	CellTalkDB:11290339;HPRD:11861214	2	CellTalkDB:11290339;HPRD:11861214	5
P21741	Q07954	MDK	LRP1	1	0	0	0	0	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:10772929;CellChatDB:28356350;Cellinker:10772929;Cellinker:28356350;HPRD:10772929;LRdb:10772929;connectomeDB2020:10772929	7	Baccin2019:10772929;CellChatDB:28356350;Cellinker:10772929;Cellinker:28356350;HPRD:10772929;LRdb:10772929;connectomeDB2020:10772929	12
P00749	Q07954	PLAU	LRP1	1	1	0	1	1	0	CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:11560943;Cellinker:11560943;LRdb:11560943;connectomeDB2020:11560943	4	CellTalkDB:11560943;Cellinker:11560943;LRdb:11560943;connectomeDB2020:11560943	9
P30533	Q07954	LRPAP1	LRP1	1	1	1	1	1	1	BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	BioGRID:1374383;CellTalkDB:14596620;Cellinker:10747918;Cellinker:1374383;Cellinker:14596620;Cellinker:1718973;HPRD:10747918;HPRD:1374383;HPRD:1718973;IntAct:20030366;LRdb:10747918;LRdb:1374383;LRdb:14596620;LRdb:1718973;connectomeDB2020:10747918;connectomeDB2020:1374383;connectomeDB2020:14596620;connectomeDB2020:1718973	18	BioGRID:1374383;CellTalkDB:14596620;Cellinker:10747918;Cellinker:1374383;Cellinker:14596620;Cellinker:1718973;HPRD:10747918;HPRD:1374383;HPRD:1718973;IntAct:20030366;LRdb:10747918;LRdb:1374383;LRdb:14596620;LRdb:1718973;connectomeDB2020:10747918;connectomeDB2020:1374383;connectomeDB2020:14596620;connectomeDB2020:1718973	12
P01024	Q07954	C3	LRP1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1060887810608870;CellTalkDB:10608878;Cellinker:10608878;HPRD:10608878;LRdb:10608878;connectomeDB2020:10608878	6	Baccin2019:1060887810608870;CellTalkDB:10608878;Cellinker:10608878;HPRD:10608878;LRdb:10608878;connectomeDB2020:10608878	11
Q15485	Q07954	FCN2	LRP1	1	0	0	0	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Lit-BM-17;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:21054788;LRdb:21054788;Lit-BM-17:21054788;Ramilowski2015:21054788;connectomeDB2020:21054788;talklr:21054788	6	CellTalkDB:21054788;LRdb:21054788;Lit-BM-17:21054788;Ramilowski2015:21054788;connectomeDB2020:21054788;talklr:21054788	7
P07996	Q07954	THBS1	LRP1	1	0	0	0	0	0	Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	Baccin2019:14991768;Baccin2019:9045712;BioGRID:14991768;BioGRID:7775583;BioGRID:9045712;CellTalkDB:9045712;Cellinker:14991768;Cellinker:9045712;HPRD:14991768;HPRD:9045712;LRdb:15;LRdb:9045712;connectomeDB2020:14991768;connectomeDB2020:7775583;connectomeDB2020:9045712	15	Baccin2019:14991768;Baccin2019:9045712;BioGRID:14991768;BioGRID:7775583;BioGRID:9045712;CellTalkDB:9045712;Cellinker:14991768;Cellinker:9045712;HPRD:14991768;HPRD:9045712;LRdb:15;LRdb:9045712;connectomeDB2020:14991768;connectomeDB2020:7775583;connectomeDB2020:9045712	11
P02746	Q07954	C1QB	LRP1	1	0	0	0	0	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	CellTalkDB:11560994;LRdb:11560994;Ramilowski2015:11560994;connectomeDB2020:11560994;talklr:11560994	5	CellTalkDB:11560994;LRdb:11560994;Ramilowski2015:11560994;connectomeDB2020:11560994;talklr:11560994	8
P04003	Q07954	C4BPA	LRP1	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:11705989;Cellinker:11705989;HPRD:11705989;LRdb:11705989;connectomeDB2020:11705989	5	CellTalkDB:11705989;Cellinker:11705989;HPRD:11705989;LRdb:11705989;connectomeDB2020:11705989	8
P00451	Q07954	F8	LRP1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1156094312522140;CellTalkDB:11560943;Cellinker:11560943;Cellinker:12522143;HPRD:12522143;LRdb:11560943;LRdb:13;connectomeDB2020:11560943;connectomeDB2020:12522143	9	Baccin2019:1156094312522140;CellTalkDB:11560943;Cellinker:11560943;Cellinker:12522143;HPRD:12522143;LRdb:11560943;LRdb:13;connectomeDB2020:11560943;connectomeDB2020:12522143	11
P29279	Q07954	CCN2	LRP1	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:14585398;CellTalkDB:14585398;Cellinker:14585398;HPRD:14585398;LRdb:14585398;connectomeDB2020:14585398	6	Baccin2019:14585398;CellTalkDB:14585398;Cellinker:14585398;HPRD:14585398;LRdb:14585398;connectomeDB2020:14585398	10
P05067	Q07954	APP	LRP1	1	0	0	0	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:12212791;HPRD:12212791;HPRD:7543026;LRdb:12212791;LRdb:75;connectomeDB2020:12212791;connectomeDB2020:7543026	7	CellTalkDB:12212791;HPRD:12212791;HPRD:7543026;LRdb:12212791;LRdb:75;connectomeDB2020:12212791;connectomeDB2020:7543026	8
P06858	Q07954	LPL	LRP1	1	0	0	0	0	0	Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr	Baccin2019:1281473;Baccin2019:7510694;Baccin2019:7989348;BioGRID:1281473;BioGRID:7510694;BioGRID:7989348;CellTalkDB:7510694;Cellinker:1281473;Cellinker:7510694;Cellinker:7989348;HPRD:1281473;HPRD:7510694;HPRD:7989348;LRdb:1281473;LRdb:7510694;LRdb:7989348;connectomeDB2020:1281473;connectomeDB2020:7510694;connectomeDB2020:7989348	19	Baccin2019:1281473;Baccin2019:7510694;Baccin2019:7989348;BioGRID:1281473;BioGRID:7510694;BioGRID:7989348;CellTalkDB:7510694;Cellinker:1281473;Cellinker:7510694;Cellinker:7989348;HPRD:1281473;HPRD:7510694;HPRD:7989348;LRdb:1281473;LRdb:7510694;LRdb:7989348;connectomeDB2020:1281473;connectomeDB2020:7510694;connectomeDB2020:7989348	11
P11150	Q07954	LIPC	LRP1	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:7721852;CellTalkDB:9716487;Cellinker:7721852;HPRD:7721852;LRdb:127;LRdb:9716487;connectomeDB2020:7721852	7	Baccin2019:7721852;CellTalkDB:9716487;Cellinker:7721852;HPRD:7721852;LRdb:127;LRdb:9716487;connectomeDB2020:7721852	10
P07602	Q07954	PSAP	LRP1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9707421;CellTalkDB:9707421;Cellinker:9707421;LRdb:9707421;connectomeDB2020:9707421	5	Baccin2019:9707421;CellTalkDB:9707421;Cellinker:9707421;LRdb:9707421;connectomeDB2020:9707421	10
P56704	Q07954	WNT3A	LRP1	1	0	0	0	0	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:14739301;CellTalkDB:14739301;Cellinker:14739301;HPRD:14739301;LRdb:14739301;connectomeDB2020:14739301	6	Baccin2019:14739301;CellTalkDB:14739301;Cellinker:14739301;HPRD:14739301;LRdb:14739301;connectomeDB2020:14739301	11
P13385	Q8NER5	TDGF1	ACVR1C	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;iTALK;talklr	CellTalkDB:11485994;Cellinker:11485994;HPRD:11485994;LRdb:11485994	4	CellTalkDB:11485994;Cellinker:11485994;HPRD:11485994;LRdb:11485994	7
P42127	P41968	ASIP	MC3R	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:9058374;CellTalkDB:9058374;Cellinker:9058374;HPRD:9058374;LRdb:9058374;connectomeDB2020:9058374	6	Baccin2019:9058374;CellTalkDB:9058374;Cellinker:9058374;HPRD:9058374;LRdb:9058374;connectomeDB2020:9058374	9
P00748	Q9NPY3	F12	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:11204562;Baccin2019:8710908;CellTalkDB:11204562;Cellinker:11204562;Cellinker:8710908;HPRD:11204562;HPRD:8710908;LRdb:11204562;LRdb:87	9	Baccin2019:11204562;Baccin2019:8710908;CellTalkDB:11204562;Cellinker:11204562;Cellinker:8710908;HPRD:11204562;HPRD:8710908;LRdb:11204562;LRdb:87	8
Q01955	Q9NPY3	COL4A3	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	6	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	10
Q14031	Q9NPY3	COL4A6	CD93	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	5	CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	8
P29400	Q9NPY3	COL4A5	CD93	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	5	CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	8
P01042	Q9NPY3	KNG1	CD93	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;iTALK;talklr	CellTalkDB:12213329;Cellinker:12213329;Cellinker:8710908;HPRD:12213329;HPRD:8710908;LRdb:12213329;LRdb:87	7	CellTalkDB:12213329;Cellinker:12213329;Cellinker:8710908;HPRD:12213329;HPRD:8710908;LRdb:12213329;LRdb:87	7
Q8IWL1	Q9NPY3	SFTPA2	CD93	1	0	0	0	0	0	CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117	5	CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117	8
P08572	Q9NPY3	COL4A2	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	6	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	10
P53420	Q9NPY3	COL4A4	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:9136074;CellTalkDB:9136074;Cellinker:9136074;HPRD:9136074;LRdb:9136074	5	Baccin2019:9136074;CellTalkDB:9136074;Cellinker:9136074;HPRD:9136074;LRdb:9136074	9
P11226	Q9NPY3	MBL2	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:9476117;CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117	6	Baccin2019:9476117;CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117	9
P08123	Q9NPY3	COL1A2	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	6	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	10
P02462	Q9NPY3	COL4A1	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	6	Baccin2019:1377218;CellTalkDB:1377218;Cellinker:1377218;HPRD:1377218;LRdb:1377218;connectomeDB2020:1377218	10
P02745	Q9NPY3	C1QA	CD93	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:9476117;CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117	6	Baccin2019:9476117;CellTalkDB:9476117;Cellinker:9476117;HPRD:9476117;LRdb:9476117;connectomeDB2020:9476117	10
P04899	O95977	GNAI2	S1PR4	1	0	0	0	0	0	CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr	CellTalkDB:32196115	1	CellTalkDB:32196115	6
Q15726	Q9Y5R2	KISS1	MMP24	1	0	0	0	0	0	Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:12879005;CellTalkDB:12879005;HPRD:12879005;LRdb:12879005;connectomeDB2020:12879005	5	Baccin2019:12879005;CellTalkDB:12879005;HPRD:12879005;LRdb:12879005;connectomeDB2020:12879005	8
Q6UWQ7	Q9H665	IGFL2	IGFLR1	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;Fantom5_LRdb;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;UniProt_CellPhoneDB;connectomeDB2020;iTALK;talklr	CellTalkDB:21454693;LRdb:21454693;Ramilowski2015:21454693;connectomeDB2020:21454693;talklr:21454693	5	CellTalkDB:21454693;LRdb:21454693;Ramilowski2015:21454693;connectomeDB2020:21454693;talklr:21454693	7
Q6UW32	Q9H665	IGFL1	IGFLR1	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;Fantom5_LRdb;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct;LRdb;Ramilowski2015;UniProt_CellPhoneDB;connectomeDB2020;iTALK;talklr	CellTalkDB:21454693;IntAct:21454693;LRdb:21454693;Ramilowski2015:21454693;connectomeDB2020:21454693;talklr:21454693	6	CellTalkDB:21454693;IntAct:21454693;LRdb:21454693;Ramilowski2015:21454693;connectomeDB2020:21454693;talklr:21454693	8
Q6UXB1	Q9H665	IGFL3	IGFLR1	1	0	0	0	0	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_CellPhoneDB;connectomeDB2020;iTALK;talklr	CellChatDB:21454693;CellTalkDB:21454693;Cellinker:21454693;LRdb:21454693;Ramilowski2015:21454693;connectomeDB2020:21454693;talklr:21454693	7	CellChatDB:21454693;CellTalkDB:21454693;Cellinker:21454693;LRdb:21454693;Ramilowski2015:21454693;connectomeDB2020:21454693;talklr:21454693	10
P01889	P27824	HLA-B	CANX	1	0	0	0	0	0	CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:7876141;LRdb:7876141;Ramilowski2015:7876141;connectomeDB2020:7876141;talklr:7876141	5	CellTalkDB:7876141;LRdb:7876141;Ramilowski2015:7876141;connectomeDB2020:7876141;talklr:7876141	6
P23510	Q12933	TNFSF4	TRAF2	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr	Baccin2019:9418902;CellTalkDB:9418902;Cellinker:9418902;HPRD:9418902;LRdb:9418902	5	Baccin2019:9418902;CellTalkDB:9418902;Cellinker:9418902;HPRD:9418902;LRdb:9418902	9
Q12933	P23510	TRAF2	TNFSF4	1	0	0	0	0	0	Baccin2019;HPRD;Ramilowski2015_Baccin2019	HPRD:9418902	1	HPRD:9418902	2
P01375	Q12933	TNF	TRAF2	1	0	0	0	0	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;NetPath;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Sparser_ProtMapper;Wang;iTALK;talklr	Baccin2019:12887920;CellTalkDB:12887920;Cellinker:12887920;HPRD:12887920;InnateDB:12887920;InnateDB:19287455;LRdb:12887920;NetPath:15485837;ProtMapper:18981220;ProtMapper:19336568;ProtMapper:21119000;ProtMapper:23612498;ProtMapper:25134449;ProtMapper:27098354	14	Baccin2019:12887920;CellTalkDB:12887920;Cellinker:12887920;HPRD:12887920;InnateDB:12887920;InnateDB:19287455;LRdb:12887920;NetPath:15485837;ProtMapper:18981220;ProtMapper:19336568;ProtMapper:21119000;ProtMapper:23612498;ProtMapper:25134449;ProtMapper:27098354	13
P09211	Q12933	GSTP1	TRAF2	1	1	0	1	1	0	CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Wang;iTALK;talklr	CellTalkDB:16636664;HPRD:16636664;IntAct:16636664;IntAct:25241761;LRdb:16636664;Lit-BM-17:16636664;Lit-BM-17:24457959;Lit-BM-17:25241761	8	CellTalkDB:16636664;HPRD:16636664;IntAct:16636664;IntAct:25241761;LRdb:16636664;Lit-BM-17:16636664;Lit-BM-17:24457959;Lit-BM-17:25241761	9
Q9UBC7	O60755	GALP	GALR3	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:983212115944009;CellTalkDB:9832121;Cellinker:15944009;Cellinker:9832121;LRdb:159;LRdb:9832121;connectomeDB2020:15944009;connectomeDB2020:9832121;scConnect:15944009	9	Baccin2019:983212115944009;CellTalkDB:9832121;Cellinker:15944009;Cellinker:9832121;LRdb:159;LRdb:9832121;connectomeDB2020:15944009;connectomeDB2020:9832121;scConnect:15944009	11
Q15465	Q99835	SHH	SMO	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:16867986;CellTalkDB:16867986;Cellinker:16867986;HPMR:16867986;LRdb:16867986;NetPath:8906787;connectomeDB2020:16867986	7	Baccin2019:16867986;CellTalkDB:16867986;Cellinker:16867986;HPMR:16867986;LRdb:16867986;NetPath:8906787;connectomeDB2020:16867986	13
P13501	Q9NPB9	CCL5	ACKR4	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;iTALK;talklr	Cellinker:9469451;HPRD:9405404;HPRD:9469451;LRdb:9469451	4	Cellinker:9469451;HPRD:9405404;HPRD:9469451;LRdb:9469451	9
P51671	Q9NPB9	CCL11	ACKR4	1	0	0	0	0	0	CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:10734104;Cellinker:10734104;HPRD:10734104;HPRD:9405404;LRdb:10734104;connectomeDB2020:10734104	6	CellTalkDB:10734104;Cellinker:10734104;HPRD:10734104;HPRD:9405404;LRdb:10734104;connectomeDB2020:10734104	10
P80098	Q9NPB9	CCL7	ACKR4	1	0	0	0	0	0	CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:10734104;Cellinker:10734104;DIP:10734104;HPRD:10734104;HPRD:9364936;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104	9	CellTalkDB:10734104;Cellinker:10734104;DIP:10734104;HPRD:10734104;HPRD:9364936;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104	11
P80075	Q9NPB9	CCL8	ACKR4	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:10734104;CellChatDB:26740381;CellTalkDB:10734104;Cellinker:10734104;Cellinker:26740381;DIP:10734104;HPRD:10734104;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104	11	Baccin2019:10734104;CellChatDB:26740381;CellTalkDB:10734104;Cellinker:10734104;Cellinker:26740381;DIP:10734104;HPRD:10734104;HPRD:9405404;InnateDB:10734104;LRdb:10734104;connectomeDB2020:10734104	12
