Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MIGA1	0	-0.448788359	0.142	0.749	0
KIAA0232	0	-0.448207819	0.092	0.707	0
SUPT5H	0	-0.447977329	0.178	0.803	0
LNPEP	0	-0.447942628	0.094	0.729	0
KPNA4	0	-0.447496864	0.063	0.681	0
GSR	0	-0.4473038	0.035	0.634	0
SYT7	2.39E-212	-0.447052534	0.524	0.942	4.93E-208
AP1AR	0	-0.446324845	0.05	0.651	0
GNPDA1	1.53E-290	-0.445771743	0.334	0.864	3.16E-286
MKLN1	0	-0.445399195	0.09	0.71	0
FAM171A2	0	-0.445208168	0.011	0.632	0
ATP6V0A1	9.41E-306	-0.445207677	0.343	0.885	1.94E-301
FGD4	0	-0.444869942	0.114	0.724	0
HERPUD1	6.28E-121	-0.444543356	0.74	0.96	1.29E-116
GRIA4	0	-0.444134195	0.082	0.598	0
SLC25A5	3.01E-107	-0.443848151	0.869	0.994	6.20E-103
HPS1	0	-0.443414341	0.229	0.81	0
NAV1	0	-0.443257188	0.226	0.806	0
CREB3L2	0	-0.443012197	0.258	0.82	0
KLHDC8B	0	-0.443003259	0.057	0.622	0
SUCO	0	-0.442140409	0.136	0.737	0
MED13L	0	-0.442114242	0.062	0.675	0
EIF3B	0	-0.441807926	0.101	0.723	0
ATXN2L	0	-0.441774562	0.121	0.742	0
LRRC58	0	-0.441761724	0.13	0.747	0
SLC7A8	5.30E-233	-0.44165143	0.412	0.883	1.09E-228
MCL1	4.26E-295	-0.441530288	0.192	0.711	8.78E-291
ARRDC4	0	-0.441458703	0.039	0.555	0
PPP2R5E	0	-0.44093666	0.134	0.74	0
ZMYM2	0	-0.440745454	0.121	0.742	0
LONP2	0	-0.440650839	0.199	0.796	0
ABCC6	0	-0.440559592	0.039	0.63	0
PBX2	0	-0.440426934	0.058	0.682	0
MANBA	0	-0.440385689	0.109	0.642	0
YWHAB	1.88E-169	-0.440337102	0.656	0.972	3.88E-165
ABHD17A	0	-0.440153201	0.118	0.733	0
FAM222A	0	-0.439813645	0.159	0.783	0
MARCH9	0	-0.439811838	0.097	0.73	0
CLOCK	0	-0.439534537	0.103	0.694	0
YME1L1	0	-0.438738136	0.267	0.845	0
LARS	0	-0.438003796	0.193	0.767	0
MLLT3	0	-0.437722332	0.037	0.626	0
SUZ12	0	-0.437682177	0.089	0.688	0
STXBP5	0	-0.437616682	0.081	0.678	0
SREK1	0	-0.436453994	0.177	0.779	0
PHF20L1	0	-0.435599939	0.121	0.72	0
ZFR	0	-0.435397932	0.166	0.77	0
TRIP12	0	-0.435397058	0.066	0.686	0
SLC7A11	0	-0.435073491	0.006	0.489	0
HIPK3	0	-0.435024237	0.065	0.674	0
LARP4	0	-0.434606575	0.058	0.679	0
GLUL	4.51E-262	-0.4343649	0.268	0.77	9.30E-258
PBLD	0	-0.434343389	0.074	0.662	0
NEBL	0	-0.433879595	0.097	0.641	0
FKBP10	0	-0.433730252	0.01	0.558	0
EPN1	0	-0.433546132	0.233	0.802	0
SLC37A4	0	-0.433542495	0.295	0.866	0
FAM131C	0	-0.433095403	0.213	0.765	0
MCC	0	-0.433073821	0.044	0.638	0
SPATA20	0	-0.432942952	0.109	0.706	0
XPO1	0	-0.432813488	0.117	0.704	0
SLC33A1	0	-0.432623947	0.131	0.721	0
TMEM164	0	-0.432118129	0.06	0.677	0
PCLO	0	-0.432002938	0.157	0.733	0
ATXN7L3B	0	-0.43184347	0.163	0.757	0
THOC2	0	-0.431686262	0.211	0.814	0
MTPN	0	-0.431634915	0.21	0.808	0
HNRNPA3	3.56E-221	-0.431633595	0.478	0.921	7.35E-217
ST6GALNAC5	0	-0.431418858	0.157	0.765	0
TSPAN33	0	-0.431384748	0.028	0.641	0
TIMP1	7.41E-85	-0.431194109	0.89	0.981	1.53E-80
NF1	0	-0.431042622	0.125	0.73	0
DGAT2	0	-0.43096775	0.006	0.58	0
S100A13	0	-0.430905768	0.109	0.647	0
ATM	0	-0.430264776	0.122	0.721	0
KHDRBS3	0	-0.430190136	0.045	0.592	0
SEPTIN9	0	-0.429565147	0.011	0.595	0
ATP6V0D1	2.80E-178	-0.428632133	0.61	0.958	5.78E-174
NIPSNAP1	0	-0.428541112	0.196	0.774	0
GALNT14	0	-0.428117217	0.071	0.682	0
HSD17B7	0	-0.427381897	0.228	0.796	0
MARVELD2	0	-0.427292411	0.113	0.728	0
NECTIN3	0	-0.425932215	0.18	0.759	0
RXRA	0	-0.425756377	0.116	0.734	0
PRUNE2	2.36E-291	-0.425589374	0.316	0.845	4.88E-287
NIPBL	0	-0.425183127	0.13	0.714	0
NUCKS1	1.99E-196	-0.42514129	0.57	0.957	4.11E-192
WDR25	0	-0.424999856	0.139	0.704	0
SCAMP5	0	-0.424548589	0.262	0.827	0
RAB3C	3.49E-292	-0.424543079	0.24	0.765	7.20E-288
RAB3GAP2	0	-0.424477565	0.139	0.74	0
HECTD4	0	-0.424433469	0.106	0.704	0
UBE2G2	0	-0.424337388	0.166	0.722	0
CNNM1	0	-0.423354301	0.046	0.64	0
KIF5B	2.01E-207	-0.423274928	0.518	0.936	4.14E-203
LRPPRC	0	-0.422962839	0.158	0.759	0
SEC14L1	0	-0.421776274	0.102	0.707	0
SLC20A1	0	-0.421438162	0.053	0.521	0
KHSRP	0	-0.421352422	0.104	0.694	0
FLYWCH2	1.44E-237	-0.421282131	0.455	0.918	2.96E-233
FARP2	0	-0.42074522	0.067	0.673	0
RERE	0	-0.420417023	0.172	0.751	0
SPEN	0	-0.419882685	0.057	0.625	0
RBM5	0	-0.419687926	0.157	0.744	0
MCOLN3	0	-0.418838771	0.103	0.656	0
HDGF	0	-0.418728205	0.269	0.842	0
SLC25A13	0	-0.418348183	0.099	0.698	0
PNMA2	0	-0.418038164	0.235	0.792	0
BAALC	0	-0.417959637	0.032	0.524	0
CPNE3	0	-0.417689975	0.287	0.863	0
USO1	0	-0.417537082	0.297	0.856	0
SAMD5	0	-0.417400967	0.028	0.5	0
ROCK1	0	-0.416477734	0.222	0.813	0
SLC39A9	0	-0.415698045	0.126	0.737	0
EZR	4.09E-290	-0.415506941	0.237	0.759	8.42E-286
ADD1	0	-0.414646717	0.196	0.796	0
DENND11	0	-0.414441593	0.043	0.624	0
IDH2	0	-0.414412062	0.151	0.704	0
GSK3B	0	-0.414239757	0.114	0.711	0
IFNAR1	0	-0.413489959	0.147	0.733	0
TLK1	0	-0.413399836	0.1	0.699	0
SIM1	0	-0.413146259	0.046	0.589	0
SHMT2	0	-0.4131154	0.148	0.685	0
CSNK2A2	0	-0.412430249	0.054	0.655	0
COX5A	2.85E-122	-0.412261599	0.774	0.984	5.87E-118
GCHFR	2.31E-252	-0.411603474	0.311	0.805	4.77E-248
CHD7	0	-0.411121529	0.16	0.724	0
DHX9	0	-0.411103926	0.169	0.764	0
SMYD3	0	-0.410945395	0.118	0.653	0
MAGED2	2.02E-156	-0.4109018	0.654	0.963	4.16E-152
OGT	0	-0.410813819	0.057	0.627	0
IPO7	0	-0.410414289	0.169	0.769	0
CTNNA2	0	-0.41034168	0.048	0.594	0
NFAT5	0	-0.410130386	0.057	0.633	0
CAMSAP3	0	-0.410005339	0.03	0.621	0
TRIM24	0	-0.409405627	0.025	0.598	0
THUMPD1	0	-0.409286278	0.162	0.737	0
PALM2-AKAP2	9.72E-282	-0.408919875	0.127	0.604	2.00E-277
MT-ATP8	0	-0.408426009	0.015	0.602	0
SSBP3	0	-0.408339988	0.129	0.747	0
SRP72	0	-0.407392031	0.272	0.849	0
WFS1	8.09E-259	-0.407294144	0.32	0.824	1.67E-254
B4GALT5	0	-0.40715939	0.036	0.639	0
RAB12	0	-0.407048876	0.011	0.588	0
KANSL1	0	-0.407001792	0.217	0.797	0
ATP8B2	0	-0.406808602	0.017	0.597	0
LGALSL	0	-0.406405862	0.034	0.605	0
OSTC	8.36E-135	-0.406208759	0.736	0.978	1.72E-130
SVOP	0	-0.406177073	0.117	0.684	0
RAB27B	0	-0.406065961	0.001	0.54	0
PLCE1	7.81E-253	-0.405789956	0.025	0.354	1.61E-248
AGO3	0	-0.405742345	0.133	0.678	0
USP7	0	-0.405567097	0.119	0.707	0
ARL5B	0	-0.405195034	0.031	0.642	0
TMEM41B	0	-0.405179273	0.139	0.74	0
ZRANB1	0	-0.405123108	0.042	0.606	0
AFF4	0	-0.404274956	0.207	0.765	0
RBM25	0	-0.404198313	0.201	0.777	0
RABL6	5.13E-301	-0.404168352	0.284	0.821	1.06E-296
MYO10	0	-0.404029783	0.008	0.498	0
LRP6	0	-0.403879631	0.038	0.643	0
BMP2	0	-0.403859802	0.003	0.413	0
ARFGAP3	0.00E+00	-0.403348786	0.295	0.836	3.83E-305
NAGLU	0	-0.403141164	0.117	0.682	0
NNT	0	-0.402171701	0.091	0.68	0
LSS	0	-0.401960192	0.079	0.664	0
DYRK1B	0	-0.401149441	0.096	0.7	0
EPS8L2	0	-0.401095045	0.275	0.842	0
REV3L	0	-0.401041497	0.076	0.65	0
SMARCC2	0	-0.400987581	0.264	0.827	0
UBR3	0	-0.400715899	0.072	0.66	0
ECPAS	0	-0.400462705	0.128	0.729	0
MYEF2	0	-0.399894394	0.139	0.703	0
ATP11A	0	-0.399855818	0.036	0.608	0
MAP4	0	-0.399495299	0.132	0.712	0
MAPK6	0	-0.399455839	0.087	0.654	0
NAT8L	0	-0.399307809	0.09	0.651	0
XRCC5	1.98E-236	-0.399256615	0.44	0.907	4.08E-232
MIA3	0	-0.397647458	0.136	0.704	0
TMEM135	0	-0.397633725	0.054	0.629	0
SF3B2	2.46E-226	-0.397536932	0.463	0.915	5.08E-222
ARHGAP35	0	-0.397379491	0.09	0.652	0
EPB41L3	0	-0.396540707	0.149	0.73	0
ATF7IP	0	-0.396521372	0.051	0.622	0
LHFPL6	0	-0.39536898	0.013	0.548	0
FURIN	0	-0.395147427	0.19	0.776	0
TULP4	0	-0.395016409	0.082	0.649	0
CRMP1	6.71E-294	-0.395012151	0.228	0.752	1.38E-289
GPRIN3	0	-0.394717296	0.055	0.625	0
KIAA1324	1.52E-178	-0.394543701	0.518	0.911	3.13E-174
RASGEF1B	0	-0.394541406	0.024	0.545	0
ZNF644	0	-0.394272613	0.118	0.703	0
SHISA5	1.45E-301	-0.394200775	0.271	0.805	2.99E-297
STAU1	0	-0.394158987	0.176	0.747	0
RALGAPA1	0	-0.394041741	0.123	0.7	0
TRIM23	0	-0.393927536	0.056	0.608	0
RRAGC	0	-0.393470647	0.187	0.766	0
PGD	0	-0.393206381	0.27	0.831	0
MAT2A	1.07E-264	-0.392291317	0.217	0.716	2.20E-260
CUL4B	0	-0.392225729	0.077	0.678	0
GLUD1	0	-0.392134857	0.15	0.731	0
PTPN3	0	-0.391965797	0.181	0.746	0
STXBP5L	0	-0.391884524	0.069	0.638	0
TMF1	0	-0.390981562	0.158	0.736	0
MYADM	0	-0.390941286	0.161	0.716	0
NCOA4	8.36E-285	-0.390728605	0.328	0.849	1.72E-280
ZNF207	7.39E-250	-0.390413127	0.387	0.876	1.52E-245
SESN3	0	-0.390174671	0.057	0.58	0
CYFIP2	0	-0.39000271	0.102	0.691	0
ST18	0	-0.389700151	0.12	0.647	0
UBE2J1	0	-0.389698068	0.253	0.807	0
APOM	7.19E-55	-0.389528467	0.032	0.15	1.48E-50
IQGAP1	0	-0.38952063	0.144	0.714	0
LARP1B	0	-0.38933383	0.132	0.695	0
RENBP	0	-0.388881951	0.014	0.529	0
PUM2	0	-0.388737329	0.061	0.627	0
ZNF579	0	-0.388542583	0.098	0.664	0
CEBPB	5.06E-247	-0.38852418	0.23	0.712	1.04E-242
CHST9	2.36E-242	-0.388429255	0.381	0.862	4.86E-238
PAPSS1	0	-0.388309806	0.176	0.763	0
SPTAN1	0	-0.388101247	0.126	0.711	0
TMEM178B	0	-0.388098657	0.039	0.597	0
EFR3A	0	-0.387558701	0.177	0.772	0
SCN3B	0	-0.38720781	0.108	0.69	0
AFTPH	0	-0.387168443	0.124	0.716	0
ARFGEF2	0	-0.387128654	0.038	0.602	0
USP9Y	0	-0.386764557	0.092	0.664	0
STK40	0	-0.386547028	0.112	0.696	0
DOCK1	0	-0.386469227	0.034	0.599	0
SPTLC2	0	-0.386465447	0.051	0.602	0
TRIM33	0	-0.386287556	0.094	0.682	0
USP14	0	-0.385848868	0.22	0.781	0
BOD1L1	0	-0.385823333	0.05	0.593	0
STRBP	0	-0.385810033	0.092	0.676	0
BACE1	0	-0.385536347	0.162	0.728	0
SLC16A10	0	-0.385422818	0.028	0.574	0
ABCF1	0	-0.385259681	0.186	0.757	0
DPP6	6.34E-300	-0.3847067	0.26	0.791	1.31E-295
MANEAL	0	-0.384623757	0.065	0.645	0
SRSF11	5.22E-231	-0.384484598	0.45	0.909	1.08E-226
SHTN1	0	-0.384404734	0.175	0.735	0
TOX3	0	-0.384384996	0.036	0.546	0
PPP6R2	0	-0.384383223	0.147	0.709	0
ZFP91	0	-0.384311111	0.054	0.632	0
ZNF608	0	-0.383959608	0.032	0.562	0
SAMD1	0	-0.383290699	0.054	0.584	0
DCTN4	0	-0.382908434	0.105	0.679	0
HOOK3	0	-0.382796552	0.165	0.729	0
STARD4	0	-0.382769163	0.051	0.622	0
SERBP1	3.78E-159	-0.382702625	0.619	0.953	7.79E-155
RIMBP2	0	-0.382446995	0.11	0.675	0
CUL4A	0	-0.382184908	0.126	0.698	0
CENPB	0	-0.381732906	0.094	0.678	0
CELF2	0	-0.381601162	0.078	0.608	0
SUPT6H	0	-0.38159612	0.113	0.675	0
NRAS	0	-0.381332103	0.08	0.664	0
UFM1	1.87E-303	-0.380976065	0.281	0.816	3.86E-299
SPIN1	0	-0.380875469	0.136	0.712	0
MXRA7	2.40E-211	-0.380647736	0.439	0.885	4.95E-207
TP53INP1	0	-0.380643423	0.033	0.557	0
PTOV1	2.43E-254	-0.380177007	0.437	0.917	5.01E-250
GOLT1A	4.65E-303	-0.379871282	0.255	0.782	9.58E-299
RIMS2	0	-0.37968164	0.157	0.722	0
INTS6	0	-0.379229908	0.111	0.64	0
ARL8B	0	-0.379184307	0.168	0.751	0
CKAP4	0	-0.379061396	0.165	0.707	0
KMT5B	0	-0.378968137	0.133	0.711	0
FEM1B	0	-0.378895966	0.081	0.653	0
ESD	4.55E-207	-0.378502855	0.549	0.954	9.38E-203
FZD1	0	-0.377450999	0.016	0.54	0
PLEKHA5	0	-0.376738358	0.074	0.609	0
RNF128	0	-0.376690983	0.105	0.602	0
ABCD3	0	-0.376644902	0.137	0.691	0
PIAS2	0	-0.376552758	0.104	0.654	0
SYAP1	5.86E-287	-0.37619724	0.327	0.849	1.21E-282
HP1BP3	1.50E-292	-0.376112902	0.303	0.829	3.09E-288
GOLPH3	0	-0.375907679	0.192	0.763	0
AKIRIN1	0	-0.375604494	0.244	0.792	0
TLN1	0	-0.375567556	0.168	0.733	0
ELF3	5.45E-211	-0.375280304	0.282	0.73	1.12E-206
SLC16A11	0	-0.375055515	0.017	0.516	0
KIAA1109	0	-0.374555466	0.066	0.631	0
PPM1G	0	-0.37440338	0.26	0.806	0
NKTR	1.30E-290	-0.374346124	0.241	0.76	2.69E-286
IGF2BP3	0	-0.374150786	0.002	0.528	0
HNRNPUL2	0	-0.374018647	0.139	0.712	0
RABGAP1	0	-0.373639042	0.067	0.63	0
SYT14	0	-0.373618149	0.067	0.627	0
USF2	2.77E-245	-0.373541367	0.446	0.917	5.71E-241
ZNF827	0	-0.373490927	0.105	0.646	0
CIDEB	2.70E-204	-0.373293548	0.029	0.318	5.57E-200
TMEM131	0	-0.373131261	0.056	0.622	0
KPNA5	0	-0.372863436	0.11	0.669	0
RGS4	5.38E-212	-0.372801481	0.118	0.515	1.11E-207
PRPF8	0	-0.372730896	0.27	0.824	0
FGFR4	0	-0.372601446	0.002	0.533	0
CHP1	0	-0.37219116	0.093	0.687	0
TMED7	2.12E-278	-0.372130426	0.35	0.864	4.38E-274
OSBP2	0	-0.372039587	0.006	0.533	0
PKD2	0	-0.372031414	0.047	0.602	0
FOXA1	0	-0.371580471	0.001	0.491	0
GPATCH2L	0	-0.371306652	0.144	0.697	0
SLC43A1	0	-0.371219307	0.012	0.47	0
GNAS	2.66E-45	-0.370989562	0.996	1	5.48E-41
DKK3	0	-0.370433938	0.06	0.534	0
ACAP2	0	-0.369630028	0.095	0.644	0
GSPT1	0	-0.369363017	0.231	0.788	0
ORAI3	0	-0.369233075	0.151	0.696	0
MED27	0	-0.369026987	0.241	0.804	0
RAB3GAP1	0	-0.368778771	0.168	0.725	0
CLDN3	3.00E-191	-0.368392532	0.531	0.931	6.18E-187
PI4KA	0	-0.368337528	0.155	0.729	0
LARP4B	0	-0.368318044	0.064	0.627	0
SERINC3	1.34E-273	-0.368276027	0.377	0.882	2.77E-269
PLOD2	1.40E-290	-0.367988185	0.181	0.682	2.90E-286
TCEA3	6.49E-258	-0.36793646	0.138	0.585	1.34E-253
PPP4R3A	0	-0.367859231	0.101	0.676	0
PSMD2	5.19E-210	-0.367700367	0.495	0.923	1.07E-205
KRT19	2.32E-271	-0.367543525	0.071	0.492	4.78E-267
INA	1.02E-245	-0.367166061	0.307	0.791	2.10E-241
SEMA3A	0	-0.366904109	0.004	0.511	0
ZBTB44	0	-0.366881442	0.075	0.629	0
SLC4A2	0	-0.366514533	0.108	0.693	0
TBC1D5	0	-0.366317073	0.1	0.666	0
HERC1	0	-0.365904374	0.115	0.663	0
CDC42BPB	0	-0.365487063	0.118	0.64	0
HS6ST3	0	-0.365447692	0.084	0.58	0
TES	0	-0.364930131	0.072	0.627	0
PPP1R9A	0	-0.364861657	0.078	0.61	0
CDC42BPA	"2,3622690976848e-310"	-0.364013067	0.252	0.787	4.87E-306
TASOR	0	-0.3639622	0.062	0.603	0
ZDHHC2	0	-0.363681002	0.143	0.697	0
SEC24A	0	-0.363439289	0.041	0.58	0
UBE2Z	0	-0.36334884	0.118	0.682	0
ZNRF1	0	-0.363298313	0.042	0.612	0
ZNF148	0	-0.363153898	0.174	0.733	0
MAP6	0	-0.363083277	0.181	0.738	0
UBXN7	0	-0.362795428	0.065	0.611	0
TMEM30A	6.85E-241	-0.362611052	0.402	0.879	1.41E-236
RRP36	0	-0.362505858	0.085	0.659	0
KIF3B	"1,8951918297895e-311"	-0.362474704	0.275	0.813	3.91E-307
GPR180	0	-0.362026965	0.069	0.624	0
LUC7L3	4.15E-273	-0.361716496	0.381	0.882	8.56E-269
CMTR2	0	-0.361626394	0.122	0.682	0
NONO	2.60E-161	-0.361297215	0.597	0.944	5.36E-157
UBTF	0	-0.361286285	0.151	0.713	0
SOX6	0	-0.361118988	0.08	0.565	0
GGH	0	-0.361058524	0.102	0.66	0
KAT6A	0	-0.36099003	0.131	0.698	0
ADI1	1.90E-277	-0.360888271	0.315	0.823	3.92E-273
PKN2	0	-0.360793362	0.074	0.628	0
ZNF664	0	-0.360490277	0.124	0.693	0
ATP2C1	0	-0.359924279	0.241	0.797	0
KHK	5.16E-307	-0.359865643	0.078	0.529	1.06E-302
SETD2	0	-0.359755787	0.068	0.624	0
LPCAT1	0	-0.359534009	0.063	0.631	0
PIPOX	5.93E-199	-0.359519563	0.338	0.776	1.22E-194
TAB2	0	-0.359264669	0.077	0.609	0
ZSWIM8	0	-0.359261957	0.085	0.666	0
PDE4D	0	-0.358807822	0.034	0.575	0
DPH3	0	-0.358675926	0.192	0.739	0
NPLOC4	0	-0.358672763	0.085	0.643	0
ACOX1	0	-0.358475251	0.093	0.651	0
CAMSAP2	0	-0.358057049	0.025	0.557	0
BLOC1S6	1.45E-291	-0.358043865	0.302	0.824	3.00E-287
CCDC186	0	-0.357944614	0.174	0.729	0
ADGRL1	0	-0.357469242	0.094	0.66	0
CDH8	0	-0.357461574	0	0.412	0
FRY	0	-0.357460169	0.06	0.603	0
MET	0	-0.356947062	0.001	0.498	0
NRDC	0	-0.356887252	0.218	0.779	0
HSPA13	0	-0.356768823	0.148	0.69	0
EIF5	2.30E-144	-0.356718626	0.631	0.948	4.75E-140
PPP4R2	0	-0.356255105	0.16	0.717	0
SELENOI	0	-0.356140848	0.044	0.606	0
UBN2	0	-0.356069548	0.064	0.587	0
BTBD7	0	-0.355882221	0.079	0.642	0
SOX12	0	-0.355544028	0.052	0.59	0
RNF213	0	-0.355025519	0.125	0.672	0
TP53I13	8.02E-267	-0.354385906	0.271	0.775	1.65E-262
FAM214A	0	-0.354186069	0.036	0.579	0
CDK5R2	8.73E-288	-0.354064599	0.239	0.755	1.80E-283
IGSF1	2.34E-286	-0.354062692	0.097	0.547	4.82E-282
ZNF652	0	-0.353928808	0.115	0.68	0
SRCIN1	0	-0.353858816	0.043	0.563	0
MAP1A	0	-0.353858491	0.177	0.723	0
KIAA0319L	0	-0.35371347	0.109	0.653	0
CPNE1	0	-0.353216292	0.237	0.782	0
OGA	0	-0.352872395	0.111	0.65	0
INTS3	0	-0.352756421	0.065	0.608	0
RABEP1	0	-0.352532721	0.133	0.689	0
GNA12	0	-0.352250491	0.097	0.664	0
CCDC88A	0	-0.352024541	0.123	0.638	0
PTBP1	0	-0.351878062	0.184	0.727	0
KIAA0100	0	-0.3517768	0.055	0.612	0
TAF13	0	-0.351608474	0.032	0.559	0
DENR	3.21E-297	-0.351601299	0.264	0.79	6.62E-293
ECI1	0	-0.351460391	0.228	0.796	0
PCMTD1	0	-0.351307613	0.192	0.744	0
SNX14	0	-0.351167446	0.159	0.715	0
PRKDC	0	-0.351146127	0.119	0.664	0
SMAD2	8.83E-307	-0.350771633	0.244	0.773	1.82E-302
PCNX4	0	-0.350245462	0.109	0.638	0
TMOD2	0	-0.350167187	0.128	0.68	0
XPR1	0	-0.350092056	0.098	0.647	0
TCAF1	2.85E-286	-0.349972269	0.257	0.769	5.89E-282
SCARB2	1.32E-164	-0.349441065	0.553	0.922	2.73E-160
SLMAP	0	-0.34935761	0.082	0.637	0
UFL1	0	-0.349220702	0.141	0.697	0
HSP90AB1	7.72E-91	-0.349188127	0.973	0.998	1.59E-86
ADAM10	0	-0.349167056	0.098	0.642	0
CTBP2	0	-0.34913629	0.122	0.663	0
COPG1	8.78E-282	-0.349082838	0.312	0.824	1.81E-277
RPN1	2.19E-258	-0.349072078	0.431	0.911	4.52E-254
SEPTIN2	1.03E-195	-0.348754531	0.502	0.916	2.13E-191
MAFG	0	-0.348648127	0.134	0.668	0
MTSS1	0	-0.347949937	0.166	0.687	0
SRPRB	9.92E-295	-0.347932171	0.302	0.821	2.05E-290
SMARCA4	0	-0.347871603	0.202	0.766	0
URI1	0	-0.347778919	0.147	0.708	0
PPP1R10	0	-0.347759574	0.165	0.713	0
PAFAH1B2	0	-0.347729217	0.262	0.809	0
DCTN1	0	-0.347728232	0.205	0.752	0
KCNH6	0	-0.347665129	0.026	0.538	0
KLHL9	0	-0.347397059	0.102	0.627	0
FMR1	0	-0.347346075	0.039	0.579	0
STK39	0	-0.346625806	0.025	0.551	0
DNAJB14	0	-0.346371525	0.169	0.718	0
COA4	9.07E-269	-0.346344571	0.406	0.9	1.87E-264
MACO1	0	-0.346155245	0.127	0.666	0
ERBB3	0	-0.346022182	0.01	0.363	0
MYO5A	0	-0.346018444	0.053	0.573	0
ITGB5	0	-0.345976401	0.027	0.527	0
DTNA	0	-0.34589594	0.075	0.571	0
ARGLU1	0	-0.345670142	0.226	0.764	0
PRPF40A	0	-0.34555578	0.304	0.851	0
PAWR	0	-0.345305628	0.152	0.695	0
ACACA	0	-0.345256867	0.15	0.702	0
BRD3	0	-0.344998917	0.133	0.675	0
RETREG3	0	-0.344968179	0.093	0.623	0
CAST	1.59E-282	-0.344947968	0.306	0.818	3.27E-278
TIPRL	0	-0.344904489	0.27	0.824	0
SCRT1	"9,44681263007924e-313"	-0.34478114	0.075	0.535	0.00E+00
C1orf122	4.55E-132	-0.344726693	0.732	0.983	9.39E-128
PPP1R15B	0	-0.344603036	0.056	0.584	0
PHACTR4	0	-0.344376412	0.088	0.631	0
CHD8	0	-0.344177515	0.103	0.613	0
NEDD4L	0	-0.344035126	0.101	0.649	0
SMC1A	0	-0.343868016	0.079	0.625	0
BRD2	4.21E-285	-0.343858381	0.357	0.869	8.68E-281
DMXL2	0	-0.343367789	0.059	0.589	0
DNER	0	-0.343234975	0.052	0.545	0
DVL3	0	-0.342985241	0.09	0.639	0
CTNND1	0	-0.342866336	0.106	0.659	0
HACD3	5.45E-207	-0.342482188	0.517	0.934	1.12E-202
MAVS	0	-0.342261358	0.086	0.648	0
MT-ND6	2.69E-138	-0.342243751	0.411	0.78	5.55E-134
PLS3	0	-0.341795145	0.008	0.497	0
TOP2B	0	-0.341746381	0.096	0.625	0
LRP3	0	-0.341740448	0.058	0.576	0
FBXW4	0	-0.341660769	0.14	0.712	0
SON	1.46E-178	-0.341550106	0.56	0.939	3.01E-174
BRAF	0	-0.341543649	0.105	0.616	0
MARK2	0	-0.3411599	0.079	0.627	0
PTTG1IP	1.56E-279	-0.341060449	0.29	0.802	3.22E-275
IGFBPL1	0	-0.340782581	0.008	0.458	0
DOK6	0	-0.340768937	0	0.384	0
CDK14	0	-0.340730705	0.04	0.551	0
TACC1	0	-0.340591743	0.151	0.682	0
HPCA	0.00E+00	-0.34048873	0.286	0.815	4.19E-304
AGPAT5	0	-0.340253502	0.077	0.624	0
SFT2D2	0	-0.339937637	0.08	0.613	0
PDS5A	0	-0.339656849	0.11	0.64	0
IPO9	0	-0.339512437	0.136	0.68	0
AAK1	5.68E-276	-0.33939406	0.209	0.711	1.17E-271
ALG3	9.43E-292	-0.339029694	0.228	0.736	1.94E-287
FGF12	0	-0.338666787	0.064	0.595	0
KIF3A	0	-0.338656718	0.182	0.727	0
NARS	5.67E-227	-0.338460776	0.435	0.892	1.17E-222
ARFGEF1	0	-0.338394291	0.061	0.594	0
PPP6R1	0	-0.33823763	0.138	0.69	0
DNMT3A	0	-0.33812872	0.05	0.565	0
TBC1D17	2.83E-306	-0.337791146	0.178	0.693	5.85E-302
KRAS	0	-0.337646863	0.185	0.732	0
PCBP1	7.01E-153	-0.33693484	0.668	0.973	1.45E-148
ZNF518A	0	-0.336860657	0.145	0.656	0
CNOT6L	0	-0.336631332	0.062	0.62	0
GSK3A	0	-0.336316008	0.087	0.633	0
APOE	1.21E-142	-0.336203466	0.018	0.22	2.50E-138
SYT13	6.18E-144	-0.336174739	0.537	0.893	1.28E-139
RDX	0	-0.335866484	0.268	0.816	0
AKAP8L	2.82E-280	-0.335546555	0.223	0.73	5.81E-276
CMTM6	1.36E-221	-0.335480574	0.465	0.907	2.81E-217
PCBD1	3.75E-100	-0.335449161	0.765	0.974	7.74E-96
GOPC	0	-0.335186224	0.153	0.727	0
HNRNPUL1	"8,61262332792931e-313"	-0.335180396	0.239	0.769	0.00E+00
APPL1	0	-0.335016575	0.195	0.751	0
WWC1	0	-0.334964416	0.034	0.557	0
CACNA2D2	0	-0.334742569	0.116	0.649	0
ISX	0	-0.334698597	0.001	0.515	0
WARS	2.27E-304	-0.334505812	0.138	0.627	4.67E-300
GPX7	0	-0.334382332	0.173	0.72	0
TSPYL4	0	-0.334339953	0.092	0.608	0
PGF	0	-0.334332252	0.014	0.48	0
HSD17B12	9.66E-216	-0.33428424	0.477	0.913	1.99E-211
CXXC4	0	-0.334048375	0.164	0.682	0
SRPRA	2.60E-221	-0.334044609	0.37	0.83	5.36E-217
PRRC2B	0	-0.333850954	0.178	0.725	0
PCGF2	3.64E-290	-0.333617694	0.317	0.836	7.51E-286
DCAF7	6.60E-303	-0.333451629	0.242	0.762	1.36E-298
NMT1	0	-0.333428058	0.12	0.667	0
ATP2A3	6.31E-141	-0.333343763	0.574	0.915	1.30E-136
MANF	6.73E-195	-0.332927586	0.48	0.898	1.39E-190
BAZ1B	0	-0.332817223	0.125	0.657	0
