hgnc_symbol	sc_beta_scRNA_Melton2019	h_beta_scRNA_Melton2019	SCbeta_Hbeta_scRNA_Melton2019
MBNL3	1	10.91365681	3.448062678
MBOAT1	1	1	0
MBOAT2	72.55871735	26.4552567	-1.455594536
MBOAT4	1	1.174254214	0.231744771
MBOAT7	118.9763319	56.15698093	-1.083137323
MBP	109.6179419	56.22605471	-0.963173229
MBTD1	24.23823017	18.51177231	-0.388841335
MBTPS1	180.9288739	72.04394971	-1.328473479
MBTPS2	132.4212189	20.86028074	-2.666303836
MC1R	2.027651173	2.486655982	0.294397452
MC2R	1	1	0
MC5R	1	1	0
MCAM	1	12.91679635	3.691176389
MCAT	16.68912888	11.46624703	-0.541515387
MCC	56.05675626	15.47252611	-1.857179508
MCCC1	21.58668633	10.77550926	-1.002385746
MCCC2	16.43957181	35.98743797	1.130320674
MCEE	7.237154955	23.34693672	1.689738704
MCEMP1	1	1	0
MCF2	1	1	0
MCF2L	118.8203587	19.89324786	-2.578431308
MCF2L2	4.897557448	27.83673225	2.506855543
MCFD2	144.8678776	59.40344847	-1.286119144
MCHR1	1.434953138	14.2982719	3.316765265
MCHR2	1	1	0
MCL1	175.0642828	175.9309108	0.007124214
MCM10	1	1	0
MCM2	7.736269089	3.246467532	-1.252767195
MCM3	8.048215424	14.50549323	0.849858525
MCM3AP	64.29213949	27.9748798	-1.200510429
MCM4	6.457289119	8.012558165	0.311334301
MCM5	3.025879442	5.042385742	0.73675198
MCM6	4.148886246	5.525902183	0.413485923
MCM7	37.62072791	15.67974744	-1.262625441
MCM8	5.490255483	5.318680851	-0.045804815
MCM9	6.082953518	3.384615087	-0.845780206
MCMBP	22.8656663	29.90894557	0.38739409
MCMDC2	1	2.901098646	1.536599352
MCOLN1	18.56080689	26.73155181	0.526284161
MCOLN2	1	5.042385742	2.334106488
MCOLN3	12.63382654	12.1569848	-0.055506216
MCPH1	11.88515533	14.2982719	0.266680033
MCRIP1	89.2166516	36.67817574	-1.282391118
MCRIP2	23.08402873	35.15855264	0.606980649
MCRS1	36.87205671	19.13343631	-0.946431891
MCTP1	10.41900756	1	-3.381145959
MCTP2	15.59731671	37.99057751	1.284343787
MCTS1	53.37401779	73.08005637	0.453340131
MCU	27.07694181	18.44269854	-0.554015038
MCUB	19.09111566	45.58869301	1.255774635
MCUR1	41.36408392	56.01883338	0.437533307
MDC1	15.50373281	25.41915004	0.713300178
MDFI	1.060617536	1.795918209	0.75981714
MDFIC	1.590926305	10.29199282	2.693583442
MDGA1	4.679195014	23.96860072	2.356813425
MDGA2	1	1	0
MDH1	180.1802027	138.5619972	-0.378908873
MDH1B	5.334282316	2.55572976	-1.061558886
MDH2	95.98588705	378.5933733	1.979754954
MDK	501.4537323	112.9356259	-2.150615933
MDM1	12.44665874	4.627943078	-1.427315483
MDM2	40.83377515	23.27786295	-0.810804338
MDM4	112.1447072	45.03610279	-1.316207638
MDN1	25.51721014	12.57142747	-1.02132213
MDP1	19.68381369	36.81632329	0.903335791
MDS2	1	1	0
ME1	16.84510205	22.93249406	0.445064098
ME2	77.39388553	41.99685659	-0.881938243
ME3	6.238926685	14.98900967	1.264535306
MEA1	126.3382654	96.35791932	-0.390816523
MEAF6	286.3667348	106.3045432	-1.429660659
MECOM	2.776322375	1.381475546	-1.006965073
MECP2	75.14787192	60.99214534	-0.301108787
MECR	10.38781293	14.09105057	0.439887238
MED1	77.58105333	32.32652777	-1.262985809
MED10	52.21981635	40.54630727	-0.365026856
MED11	28.54308958	35.15855264	0.300734176
MED12	24.30061944	13.19309146	-0.881210427
MED12L	13.28891384	2.624803537	-2.339941844
MED13	144.9926562	36.47095441	-1.991159971
MED13L	44.6083258	18.64991987	-1.258143571
MED14	27.42008278	18.8571412	-0.540121951
MED14OS	2.557959941	1	-1.354993671
MED15	28.23114325	24.38304338	-0.211409345
MED16	44.48354726	28.94191268	-0.62011157
MED17	20.96279366	22.24175629	0.085439719
MED18	3.930523812	12.08791103	1.620771452
MED19	83.66400685	35.08947886	-1.253568572
MED20	11.6667929	13.95290301	0.258157286
MED21	39.86674152	20.92935452	-0.929657874
MED22	32.81675436	17.13029677	-0.937882416
MED23	20.37009563	12.84772258	-0.664940107
MED24	72.43393881	36.88539707	-0.973616062
MED25	38.93090251	21.75823985	-0.839353937
MED26	18.40483372	9.877550152	-0.897859544
MED27	158.9054627	49.52589831	-1.681913672
MED28	136.4453266	104.4395513	-0.385654818
MED29	19.87098149	67.13971152	1.756503205
MED30	14.69267234	11.67346836	-0.33186355
MED31	23.86389457	21.34379718	-0.161012646
MED4	80.95007374	61.19936668	-0.403515671
MED6	46.69836624	32.18838022	-0.536832098
MED7	12.85218897	9.739402597	-0.400108912
MED8	20.05814929	39.92464327	0.993091018
MED9	5.83339645	21.75823985	1.899153822
MEDAG	1	1	0
MEF2A	58.73949474	35.5729953	-0.723548399
MEF2B	1	2.072213319	1.051172525
MEF2C	13.03935677	1	-3.704800798
MEF2D	36.99683524	43.58555347	0.236448164
MEFV	1	1	0
MEG3	5.365476949	556.1129809	6.695527782
MEG8	1	1	0
MEG9	1	5.318680851	2.41106847
MEGF10	1	1	0
MEGF11	3.55618821	1	-1.83033168
MEGF6	1.372563871	1	-0.456873285
MEGF8	23.02163947	21.62009229	-0.090617896
MEGF9	31.69374756	44.34536502	0.484585064
MEI1	1	1.105180437	0.14428193
MEI4	1.372563871	1	-0.456873285
MEIG1	1.466147771	1	-0.552030518
MEIOB	1	1	0
MEIOC	1	7.736263056	2.951636852
MEIS1	25.33004234	23.00156784	-0.139117287
MEIS2	17.00107522	156.7974744	3.205204426
MEIS3	35.03157334	21.06750207	-0.733636517
MELK	1	1	0
MELTF	1	8.15070572	3.026924979
MEMO1	40.89616442	4.558869301	-3.165217588
MEN1	60.73595128	20.86028074	-1.541792166
MEOX1	1	1	0
MEP1A	1	1	0
MEP1B	1	1	0
MEPCE	16.47076645	18.16640343	0.141365133
MERTK	4.523221847	1	-2.177350756
MESDC1	18.31124982	22.65619895	0.307175575
MESDC2	72.15318711	66.86341641	-0.10984605
MESP1	4.46083258	16.23233766	1.863485873
MESP2	1	1	0
MEST	96.57858508	25.69544515	-1.910190682
MESTIT1	1.029422903	5.733123515	2.477485575
MESTIT1_3	1	1	0
MET	48.63243351	1	-5.603846879
METAP1	32.53600266	17.26844432	-0.913898895
METAP1D	1.653315572	3.384615087	1.033629653
METAP2	178.7764442	82.33594253	-1.118562397
METRN	69.40805937	259.5101813	1.902616043
METRNL	1.09181217	15.26530478	3.805459806
METTL1	4.273664779	12.29513236	1.524541611
METTL10	16.43957181	18.37362476	0.160463547
METTL12	9.732725629	14.85086212	0.609630894
METTL13	12.8833836	9.739402597	-0.403606356
METTL14	79.9830401	34.88225753	-1.197200706
METTL15	14.56789381	21.75823985	0.578769542
METTL16	25.01809601	34.46781487	0.462277842
METTL17	79.76467767	25.21192871	-1.661643528
METTL18	3.27543651	4.627943078	0.498683936
METTL21A	18.37363909	44.4144388	1.273391367
METTL21B	5.115919882	7.321820392	0.517208713
METTL22	16.43957181	21.20564963	0.367275957
METTL23	22.55371997	36.54002818	0.696112338
METTL25	9.140027594	3.591836419	-1.347476873
METTL26	51.59592368	51.66718541	0.001991204
METTL2A	7.486712022	29.01098646	1.954195185
METTL2B	10.79334317	35.36577397	1.712212036
METTL3	9.420779294	8.15070572	-0.208921427
METTL4	2.807517008	7.114599061	1.341487694
METTL5	89.37262476	141.9466123	0.667443518
METTL6	7.174765688	14.78178834	1.042817199
METTL7A	1	31.84301133	4.99290487
METTL7B	1	1	0
METTL8	14.50550454	15.61067367	0.10593232
METTL9	235.207536	122.9513236	-0.935847019
MEX3A	53.18684999	1.312401768	-5.340788247
MEX3B	7.205960321	1.5196231	-2.24547716
MEX3C	26.07871354	14.78178834	-0.819051882
MEX3D	91.86819544	7.874410611	-3.544321641
MFAP1	18.46722299	22.86342028	0.308074304
MFAP2	39.77315762	1	-5.313723198
MFAP3	1.746899472	1.105180437	-0.660514659
MFAP3L	4.242470146	6.492935065	0.613966274
MFAP4	381.7287292	1	-8.576403959
MFAP5	1	3.660910196	1.872202384
MFF	88.09364479	64.86027687	-0.441702762
MFGE8	6.301315952	5.456828406	-0.207590471
MFHAS1	27.88800228	24.86655982	-0.165437662
MFN1	23.48955897	15.05808345	-0.641481467
MFN2	58.98905181	34.53688864	-0.7723091
MFNG	7.798658356	1	-2.963225951
MFRP	1	1	0
MFSD1	25.98512964	40.68445482	0.646791402
MFSD10	49.59946715	21.06750207	-1.235305355
MFSD11	35.62427137	40.82260238	0.196507648
MFSD12	4.180080879	13.6766079	1.710107693
MFSD13A	12.4154641	23.13971539	0.898232928
MFSD14A	2.308402873	9.739402597	2.07693825
MFSD14B	19.37186736	26.17896159	0.434444843
MFSD14C	2.526765307	24.72841227	3.290806038
MFSD2A	1	2.762951091	1.466210024
MFSD2B	3.649772111	15.196231	2.057835257
MFSD3	65.38395166	23.55415805	-1.472954809
MFSD4A	12.47785337	7.321820392	-0.769095472
MFSD4B	18.77916932	10.49921415	-0.8388519
MFSD5	26.57782768	19.47880519	-0.448318005
MFSD6	51.78309149	26.93877314	-0.942796949
MFSD6L	2.37079214	2.27943465	-0.056693131
MFSD7	1	1	0
MFSD8	28.44950568	9.877550152	-1.526178414
MFSD9	6.769235453	30.32338823	2.16336616
MGA	38.40059375	20.16954297	-0.928950224
MGAM	1	1	0
MGAM2	1	1	0
MGARP	1	2.210360873	1.14428193
MGAT1	63.57466292	113.6263636	0.837773796
MGAT2	21.24354536	11.67346836	-0.863791289
MGAT3	34.03334507	1	-5.088877053
MGAT4A	164.6140806	61.47566179	-1.421000479
MGAT4B	244.8778724	57.74567781	-2.084277543
MGAT4C	18.12408202	11.05180437	-0.713625995
MGAT4D	1	1	0
MGAT5	42.67425853	22.5180514	-0.922284097
MGAT5B	1	1	0
MGC16275	1	3.246467532	1.698870781
MGC27382	1	1	0
MGEA5	118.3524392	43.10203703	-1.457261481
MGLL	4.679195014	9.877550152	1.07789291
MGME1	5.115919882	5.664049738	0.146840263
MGMT	9.451973928	17.13029677	0.85786259
MGP	1	1.5196231	0.603713548
MGRN1	76.70760359	47.72998011	-0.684473856
MGST1	3.025879442	1.5196231	-0.99364096
MGST2	84.44387268	88.62165626	0.069666546
MGST3	276.478036	227.8053175	-0.279363451
MIA	1	1	0
MIA2	5.926980351	3.591836419	-0.722575627
MIA3	81.94830201	46.90109478	-0.805092458
MIAT	1163.31027	1	-10.18402022
MIATNB	1	2.970172423	1.570546684
MIAT_exon5_1	1	1	0
MIAT_exon5_3	1.778094105	1	-0.83033168
MIB1	135.3847091	28.11302736	-2.26775408
MIB2	23.7079214	18.09732965	-0.389592344
MICA	1	1.588696878	0.667843886
MICAL1	44.07801703	10.01569771	-2.137796397
MICAL2	16.96988058	4.282574192	-1.986426268
MICAL3	10.38781293	28.04395358	1.432797813
MICALCL	1	1	0
MICALL1	8.360161758	4.282574192	-0.965052617
MICALL2	1	1.450549323	0.536599352
MICB	1	1	0
MICU1	53.87313192	29.42542912	-0.872502484
MICU2	86.31555069	32.46467532	-1.410749719
MICU3	25.73557258	11.81161592	-1.123557531
MID1	4.64800038	8.496074606	0.870186248
MID1IP1	46.26164137	45.65776679	-0.018956158
MID2	1.902872639	4.07535286	1.098745975
MIDN	166.5481479	243.8995076	0.550347535
MIEF1	89.80934963	37.57613484	-1.257048969
MIEF2	14.75506161	22.65619895	0.618695894
MIEN1	159.6541339	92.48978779	-0.787583923
MIER1	51.03442028	24.86655982	-1.037263673
MIER2	27.51366668	8.91051727	-1.626567327
MIER3	17.46899472	8.427000829	-1.051705416
MIF	75.74056996	235.0580641	1.633878993
MIF4GD	11.573209	33.98429843	1.554079392
MIGA1	46.5735877	54.84457917	0.23583701
MIGA2	8.609718825	5.180533297	-0.732865503
MIIP	8.578524192	9.117738602	0.087946574
MILR1	1	7.667189279	2.938697796
MIMT1	1	1	0
MINCR	1.528537038	20.58398563	3.75129894
MINDY1	13.10174604	16.92307544	0.369232685
MINDY2	76.36446262	89.65776292	0.231527089
MINDY3	58.27157524	16.92307544	-1.783800537
MINDY4	3.400215043	2.003139541	-0.763363066
MINDY4B	1	1	0
MINK1	38.99329178	37.92150373	-0.040209777
MINOS1	173.0678262	193.1993551	0.158752729
MINPP1	67.44279746	32.39560155	-1.057866432
MIOS	8.734497359	8.634222161	-0.016658469
MIOX	1	7.459967947	2.899169432
MIP	1	1	0
MIPEP	9.451973928	8.634222161	-0.130549436
MIPOL1	10.23183976	16.85400166	0.720025596
MIR1-1HG	1.154201437	1	-0.206895032
MIR100HG	1.684510205	15.12715723	3.166739821
MIR124-2HG	1.715704838	1	-0.77880138
MIR1267	1	1	0
MIR1268A	1	1	0
MIR1273A	1	7.943484388	2.98977198
MIR1273D	1	1	0
MIR1273E	1	1.174254214	0.231744771
MIR1273F	1	1	0
MIR1273G	1	1	0
MIR1282	3.337825776	8.081631943	1.275737996
MIR130B	1.216590704	1	-0.282843885
MIR133A1HG	1	1	0
MIR137HG	1	1	0
MIR155HG	1	1	0
MIR17HG	1.27897997	1	-0.354993671
MIR181A1HG	1	1	0
MIR181A2HG	1	1	0
MIR1825	1	1.243327991	0.314206931
MIR193BHG	1	1	0
MIR194-2HG	1.466147771	4.904238187	1.741998531
MIR202HG	1	1	0
MIR2052HG	1	1	0
MIR205HG	1	1	0
MIR210HG	6.64445692	28.66561757	2.109098169
MIR2110	1	1	0
MIR217HG	11.60440363	1	-3.536600477
MIR222HG	7.92343689	1	-2.986126353
MIR22HG	1	25.35007626	4.663918182
MIR3064	1	1	0
MIR3142HG	1	1	0
MIR3179-1	1	1	0
MIR3179-3	1	1	0
MIR3180-4	1	1	0
MIR31HG	1	1	0
MIR320E	1	1	0
MIR325HG	1.09181217	1	-0.126724683
MIR34AHG	1	1.5196231	0.603713548
MIR3614	1	1	0
MIR3671	1	4.07535286	2.026924979
MIR3682	1	1	0
MIR3929	1	1	0
MIR3945HG	1	1	0
MIR4290HG	1	1	0
MIR4300HG	1	1	0
MIR4419A	1	1.243327991	0.314206931
MIR4426	1	1	0
MIR4435-2HG	1	20.58398563	4.36345045
MIR4458HG	1	32.25745399	5.011560669
MIR4459	1	1	0
MIR4461	2.620349208	2.417582205	-0.116194143
MIR4500HG	1	1	0
MIR4512	1	1	0
MIR4697HG	23.3335858	2.901098646	-3.007736774
MIR4724	1	1	0
MIR497HG	1	1	0
MIR5002	1	1	0
MIR503HG	1	1	0
MIR548XHG	1	1	0
MIR566	1	1	0
MIR5689HG	1	3.177393755	1.667843886
MIR600HG	1.154201437	1	-0.206895032
MIR6087	1	1	0
MIR619	1	1	0
MIR630	1	1	0
MIR646HG	1	3.729983974	1.899169432
MIR663AHG	1	2.210360873	1.14428193
MIR670HG	1	2.141287096	1.09847824
MIR6723	4.492027213	17.26844432	1.942699546
MIR6764	1	1	0
MIR6797	1	1	0
MIR6820	1	1	0
MIR7-3HG	25.61079404	208.8791025	3.027844276
MIR7111	1	1	0
MIR744	1	1	0
MIR762HG	1.247785337	7.045525283	2.49733751
MIR7843	1	1	0
MIR7851	1	1	0
MIR8485	1	1	0
MIR9-3HG	1	4.006279083	2.002262925
MIR99AHG	1	4.83516441	2.273564946
MIRLET7BHG	1	25.83359271	4.691176389
MIS12	16.06523621	15.817895	-0.022384571
MIS18A	16.37718255	7.321820392	-1.161412895
MIS18BP1	12.75860507	10.15384526	-0.329444425
MISP	3.36902041	3.868131528	0.199307683
MISP3	2.869906275	9.532181266	1.731802764
MITD1	21.02518293	19.20251009	-0.130823445
MITF	2.869906275	1.105180437	-1.376721693
MIXL1	7.954631523	2.762951091	-1.525585079
MKI67	1	1	0
MKKS	69.84478424	56.22605471	-0.312913565
MKL1	11.35484657	8.15070572	-0.478311328
MKL2	25.20526381	13.81475546	-0.86751503
MKLN1	73.27619392	58.43641558	-0.326476882
MKNK1	61.20387078	18.78806742	-1.703806222
MKNK2	38.43178838	49.94034098	0.377905559
MKRN1	139.7207631	50.21663609	-1.476309134
MKRN2	20.24531709	20.9984283	0.052693109
MKRN2OS	1	1	0
MKRN3	1	6.907377729	2.788138119
MKS1	17.12585375	7.252746615	-1.239576558
MKX	1	1	0
MLANA	1	1	0
MLC1	1	1	0
MLEC	112.3942642	89.79591047	-0.323846765
MLF1	96.48500118	35.5729953	-1.439522233
MLF2	202.9834797	112.6593308	-0.849395508
MLH1	48.94437984	36.88539707	-0.408093442
MLH3	22.14818973	11.53532081	-0.941130659
MLIP	1	12.84772258	3.683440741
MLKL	1	7.252746615	2.858527447
MLLT1	43.39173509	26.24803537	-0.725210833
MLLT10	50.28574908	15.47252611	-1.700440843
MLLT11	642.2975022	58.02197292	-3.468570429
MLLT3	43.92204386	9.601255043	-2.193650283
MLLT6	32.16166706	38.68131528	0.266294663
MLN	1	1	0
MLPH	1	2.693877314	1.429684148
MLST8	23.39597507	35.78021663	0.612901766
MLX	59.70652838	62.028252	0.055036783
MLXIP	66.28859603	108.7911992	0.714729251
MLXIPL	59.61294448	132.2072097	1.149103315
MLYCD	36.71608354	35.71114286	-0.040037872
MMAA	9.233611494	6.700156397	-0.46270026
MMAB	40.64660735	37.50706107	-0.115972718
MMACHC	4.242470146	11.46624703	1.434416853
MMADHC	100.2283572	64.58398176	-0.634042447
MMD	25.29884771	8.565148384	-1.562521531
MME	2.246013607	1	-1.167366668
MMEL1	1	1	0
MMGT1	40.39705029	20.23861675	-0.997139265
MMP1	1	1	0
MMP10	1	1	0
MMP11	15.09820258	1.5196231	-3.312591355
MMP12	1	1	0
MMP14	2.526765307	3.522762642	0.479415602
MMP15	28.51189495	12.50235369	-1.189364205
MMP16	20.9939883	1.726844432	-3.603766242
MMP17	1	1	0
MMP19	1	1.036106659	0.051172525
MMP2	3.337825776	1.243327991	-1.424701722
MMP21	1	1	0
MMP23B	1.715704838	1	-0.77880138
MMP24	22.4913307	9.532181266	-1.238490729
MMP25	1	1	0
MMP26	1	1	0
MMP28	1	1	0
MMP3	1	1	0
MMP7	1	4.83516441	2.273564946
MMP9	1.310174604	1.036106659	-0.338586564
MMRN1	23.8015053	26.17896159	0.137355055
MMRN2	1	2.970172423	1.570546684
MMS19	120.3488958	49.52589831	-1.280967856
MMS22L	2.682738475	33.1554131	3.627466104
MN1	1	1	0
MNAT1	19.77739759	18.16640343	-0.122579778
MND1	1	1	0
MNS1	1.622120938	3.729983974	1.201288047
MNT	44.57713116	31.08319978	-0.520168747
MNX1	350.4717065	92.28256646	-1.925167948
MOAP1	1	28.66561757	4.841249456
MOB1A	32.34883486	32.5337491	0.008223334
MOB1B	201.9852514	41.51334015	-2.282603034
MOB2	26.73380085	21.48194474	-0.315540361
MOB3A	30.53954612	11.74254214	-1.37893385
MOB3B	3.805745278	16.02511633	2.074083921
MOB3C	12.509048	7.805336833	-0.680439201
MOB4	139.0344812	42.54944681	-1.708230442
MOBP	1	1.588696878	0.667843886
MOCOS	1	29.21820779	4.868795783
MOCS1	10.79334317	7.943484388	-0.442297913
MOCS2	53.40521242	55.81161205	0.06358476
MOCS3	7.673879823	7.114599061	-0.109173715
MOG	1	10.01569771	3.32419102
MOGAT2	1	1	0
MOGAT3	1	5.111459519	2.353735295
MOGS	59.48816594	39.78649572	-0.580323864
MOK	18.40483372	7.943484388	-1.21224083
MON1A	6.082953518	9.324959934	0.616325547
MON1B	12.10351777	30.94505222	1.354282343
MON2	40.86496979	21.8963874	-0.900171803
MORC2	28.94861982	7.183672838	-2.010701014
MORC3	20.05814929	11.46624703	-0.806795233
MORC4	1.341369237	15.88696878	3.566065559
MORF4L1	1381.547925	527.240142	-1.389753488
MORF4L2	393.489106	210.6750207	-0.901304427
MORN1	2.121235073	7.459967947	1.814264924
MORN2	39.77315762	38.81946284	-0.035014948
MORN3	1	13.33123902	3.736738967
MORN4	46.60478234	26.80062559	-0.798211327
MORN5	1	1.588696878	0.667843886
MOSPD1	8.328967124	3.246467532	-1.359266817
MOSPD2	42.61186926	19.27158386	-1.144780193
MOSPD3	47.22867501	29.14913402	-0.696210038
MOV10	20.08934393	10.29199282	-0.964908094
MOV10L1	1	1	0
MOXD1	3.899329178	1.105180437	-1.818944021
MPC1	70.34389837	76.46467146	0.120368052
MPC1L	1	1	0
MPC2	135.1975413	107.2715761	-0.33380106
MPDU1	49.56827251	54.08476762	0.125805351
MPDZ	18.37363909	10.15384526	-0.855611216
MPEG1	1	1	0
MPG	31.75613683	42.54944681	0.422104958
MPHOSPH10	19.12231029	20.23861675	0.081853854
MPHOSPH6	43.8596546	25.5572976	-0.779159155
MPHOSPH8	78.64167086	127.9246355	0.701928244
MPHOSPH9	33.783788	22.17268251	-0.607547777
MPI	29.97804272	30.80690467	0.039347542
MPIG6B	1	2.141287096	1.09847824
MPLKIP	54.65299776	64.1695391	0.23158799
MPND	14.59908844	8.081631943	-0.853159737
MPO	1	1	0
MPP1	90.12129596	47.72998011	-0.916972325
MPP2	41.83200342	19.40973142	-1.107826938
MPP3	1	1.588696878	0.667843886
MPP4	1	1.588696878	0.667843886
MPP5	37.77670108	45.03610279	0.253585268
MPP6	58.11560207	65.27471954	0.167598823
MPP7	16.06523621	9.67032882	-0.732305342
MPPE1	17.31302155	24.52119094	0.502171516
MPPED1	1.341369237	1	-0.423706421
MPPED2	6.73804082	3.039246201	-1.14861562
MPRIP	53.15565536	22.24175629	-1.256952479
MPST	78.7664494	15.40345234	-2.354327509
MPV17	39.52360055	93.94033711	1.24903039
MPV17L	5.178309149	16.43955899	1.666618595
MPV17L2	12.0411285	13.46938657	0.16171354
MPZ	1	2.348508428	1.231744771
MPZL1	178.6828603	43.7927748	-2.028636484
MPZL2	1	1	0
MPZL3	15.72209525	9.255886156	-0.76435047
MR1	1	36.88539707	5.204977861
MRAP	1	1	0
MRAP2	2.651543841	26.24803537	3.307304935
MRAS	5.427866216	7.598115502	0.485256481
MRC1	1	2.762951091	1.466210024
MRC2	1	1	0
MRE11	12.25949094	15.54159989	0.342235952
MREG	13.85041724	7.39089417	-0.906108617
MRFAP1	491.7210067	341.4316811	-0.526243059
MRFAP1L1	96.73455825	48.76608676	-0.988153174
MRGBP	10.2630344	11.88068969	0.211161244
MRGPRF	1	1	0
MRI1	1.403758504	14.22919812	3.341487694
MRLN	10.0758666	23.4160105	1.216591372
MRM1	3.868134545	8.012558165	1.050624948
MRM2	24.11345164	21.48194474	-0.166713571
MRM3	8.703302726	9.67032882	0.152001968
MRNIP	27.60725058	21.55101851	-0.357291163
MRO	1	1.5196231	0.603713548
MROH1	5.490255483	17.06122299	1.635775876
MROH6	3.431409677	2.210360873	-0.63451945
MROH7	1	1.726844432	0.788138119
MROH8	1.653315572	2.210360873	0.418919809
MRPL1	39.33643275	32.81004421	-0.261728594
MRPL10	23.9886731	30.04709312	0.324872066
MRPL11	24.1758409	37.43798729	0.630936804
MRPL12	40.33466102	41.99685659	0.058261217
MRPL13	36.43533184	42.75666814	0.230811304
MRPL14	22.70969313	49.73311965	1.130898719
MRPL15	26.45304914	18.44269854	-0.52038426
MRPL16	9.607947095	20.44583808	1.089507088
MRPL17	95.70513535	106.9262072	0.159947252
MRPL18	37.15280841	55.25902183	0.572738755
MRPL19	8.422551025	20.30769052	1.269697011
MRPL2	7.580295922	46.34850456	2.612196716
MRPL20	135.3535144	172.8225908	0.352559467
MRPL21	16.40837718	20.92935452	0.351095257
MRPL22	27.13933108	38.19779884	0.493104343
MRPL23	13.35130311	72.11302349	2.433279273
MRPL24	14.13116894	54.49921028	1.947354513
MRPL27	47.22867501	62.028252	0.393262408
MRPL28	32.69197583	24.79748605	-0.398742704
MRPL3	102.4119815	76.25745012	-0.425434315
MRPL30	46.1056682	28.5965438	-0.689103333
MRPL32	23.55194824	24.65933849	0.066287693
MRPL33	104.7827737	130.9638817	0.321767432
MRPL34	12.6026319	148.3704736	3.557407058
MRPL35	32.6607812	26.24803537	-0.315349855
MRPL36	11.79157143	26.86969936	1.188224184
MRPL37	53.49879632	34.26059353	-0.642956287
MRPL38	1	7.114599061	2.830782457
MRPL39	5.209503782	9.463107488	0.861168054
MRPL4	25.14287454	23.83045316	-0.077343214
MRPL40	26.98335791	78.05336833	1.532390998
MRPL41	61.11028688	82.81945897	0.438554524
MRPL42	108.4325458	80.95446698	-0.421615249
MRPL43	92.3985042	85.16796739	-0.117558578
MRPL44	50.00499738	21.06750207	-1.247053014
MRPL45	26.17229744	20.65305941	-0.341685063
MRPL46	10.60617536	20.65305941	0.961451001
MRPL47	43.39173509	27.49136336	-0.658441821
MRPL48	14.50550454	17.3375181	0.257296911
MRPL49	68.37863647	62.23547334	-0.135808524
MRPL50	16.93868595	35.64206908	1.073259131
MRPL51	69.87597887	140.0125466	1.00268762
MRPL52	24.79973357	49.24960321	0.989787479
MRPL53	1.372563871	9.532181266	2.795933101
MRPL54	18.24886055	45.72684056	1.325234856
MRPL55	27.54486131	63.5478751	1.206060687
MRPL57	123.8426947	150.3045394	0.279379812
MRPL58	10.5437861	19.82417408	0.910867754
MRPL9	68.47222037	42.20407792	-0.698136391
MRPS10	67.03726723	56.22605471	-0.25372452
MRPS11	35.4682982	40.61538104	0.195496069
MRPS12	9.545557828	39.85556949	2.061879929
MRPS14	53.81074266	59.33437469	0.140973938
MRPS15	25.01809601	51.52903786	1.042413657
MRPS16	59.95608544	106.9262072	0.834637399
MRPS17	9.826309529	26.17896159	1.413686283
MRPS18A	20.18292783	34.53688864	0.775002646
MRPS18B	55.9007831	121.4317005	1.119204696
MRPS18C	25.57959941	52.08162807	1.025780877
MRPS2	27.76322375	27.9748798	0.010956835
MRPS21	260.8495247	248.1820818	-0.071818845
MRPS22	22.6784985	20.79120696	-0.125351614
MRPS23	56.6494543	84.5463034	0.577679619
MRPS24	100.2283572	99.25901796	-0.014020656
MRPS25	23.3335858	36.05651174	0.6278518
MRPS26	31.35060659	50.4929312	0.687588073
MRPS27	49.84902421	36.81632329	-0.437219707
MRPS28	13.88161187	23.07064161	0.73288303
MRPS30	27.70083448	30.04709312	0.117295988
MRPS31	19.77739759	12.50235369	-0.66165288
MRPS33	135.5094876	127.5792666	-0.086999974
MRPS34	134.0433398	61.89010445	-1.114918876
MRPS35	107.2783443	51.18366897	-1.067603405
MRPS36	47.72778914	48.90423432	0.035129876
MRPS5	67.4739921	44.13814369	-0.612305566
MRPS6	51.12800418	18.2354772	-1.487365757
MRPS7	67.8483277	88.13813982	0.377453191
MRPS9	19.27828346	22.93249406	0.250416667
MRRF	8.360161758	22.7943465	1.447073287
MRS2	29.63490175	32.67189666	0.140752933
MRTO4	5.365476949	24.38304338	2.184099882
MRVI1	2.807517008	1	-1.489294763
MS4A1	1	1	0
MS4A10	1	1	0
MS4A2	1	5.733123515	2.519321361
MS4A4A	1	1	0
MS4A6A	1	8.081631943	3.014646649
MS4A7	1.09181217	5.733123515	2.392596678
MS4A8	2.589154574	1.450549323	-0.835881745
MSANTD1	1	1	0
MSANTD2	11.69798753	2.486655982	-2.233981521
MSANTD3	24.05106237	22.86342028	-0.07305938
MSANTD4	67.13085113	24.52119094	-1.452946885
MSC	1.622120938	1	-0.697881384
MSH2	9.951088063	6.216639956	-0.678719254
MSH3	14.91103478	8.496074606	-0.811512039
MSH4	1	1	0
MSH5	3.431409677	5.871271069	0.774871486
MSH6	33.44064703	18.64991987	-0.84243333
MSI1	109.8674989	14.85086212	-2.887146081
MSI2	143.557703	343.2966731	1.257825131
MSL1	222.3865417	82.4050163	-1.432265415
MSL2	34.37648603	20.03139541	-0.779159155
MSL3	37.27758694	10.36106659	-1.847135949
MSLN	1	1	0
MSMB	1	1	0
MSMO1	270.3014986	58.22919425	-2.21475495
MSMP	3.493798944	2.55572976	-0.451061293
MSN	52.31340025	33.91522465	-0.625247496
MSR1	1	1	0
