ensembl_gene_id	Gene.name	UniProt.accession	Annotated.category	mean_tpm	hgnc_symbol	gene_biotype	description
ENSG00000141433	ADCYAP1	P18509	Locally secreted	55.515113831460674	ADCYAP1	protein_coding	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]
ENSG00000141434	MEP1B	Q16820	Locally secreted to GI-tract	1.5554854855123594	MEP1B	protein_coding	meprin A subunit beta [Source:HGNC Symbol;Acc:HGNC:7020]
ENSG00000141505	ASGR1	P07306	Intracellular or membrane-bound	0.4377209011281199	ASGR1	protein_coding	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]
ENSG00000141574	SECTM1	Q8WVN6	Secreted - unknown location	3.802289386106963	SECTM1	protein_coding	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]
ENSG00000141655	TNFRSF11A	Q9Y6Q6	Intracellular or membrane-bound	8.94447634961593	TNFRSF11A	protein_coding	TNF receptor superfamily member 11a [Source:HGNC Symbol;Acc:HGNC:11908]
ENSG00000141668	CBLN2	Q8IUK8	Locally secreted in brain	0.08771727083559078	CBLN2	protein_coding	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]
ENSG00000141696	P3H4	Q92791	Intracellular or membrane-bound	9.571755134759334	P3H4	protein_coding	prolyl 3-hydroxylase family member 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:16946]
ENSG00000141753	IGFBP4	P22692	Secreted to blood	141.64037303370787	IGFBP4	protein_coding	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]
ENSG00000141756	FKBP10	Q96AY3	Intracellular or membrane-bound	18.096303082844763	FKBP10	protein_coding	FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169]
ENSG00000141858	SAMD1	NA	Intracellular or membrane-bound	6.206629104917308	SAMD1	protein_coding	sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]
ENSG00000142156	COL6A1	P12109	Locally secreted to extracellular matrix	29.20362172513101	COL6A1	protein_coding	collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]
ENSG00000142173	COL6A2	P12110	Locally secreted to extracellular matrix	45.580696532312096	COL6A2	protein_coding	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]
ENSG00000142224	IL19	Q9UHD0	Secreted to blood	0.12270765393258426	IL19	protein_coding	interleukin 19 [Source:HGNC Symbol;Acc:HGNC:5990]
ENSG00000142233	NTN5	Q8WTR8	Locally secreted in brain	0.047199443820224715	NTN5	protein_coding	netrin 5 [Source:HGNC Symbol;Acc:HGNC:25208]
ENSG00000142303	ADAMTS10	Q9H324	Locally secreted to extracellular matrix	2.572027597528399	ADAMTS10	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]
ENSG00000142449	FBN3	Q75N90	Locally secreted to extracellular matrix	0.01105447906741573	FBN3	protein_coding	fibrillin 3 [Source:HGNC Symbol;Acc:HGNC:18794]
ENSG00000142453	CARM1	Q86X55	Intracellular or membrane-bound	15.250874364392097	CARM1	protein_coding	coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]
ENSG00000142512	SIGLEC10	Q96LC7	Intracellular or membrane-bound	0.3723280175020112	SIGLEC10	protein_coding	sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]
ENSG00000142515	KLK3	P07288	Locally secreted in male tissues	0.0024134202247191013	KLK3	protein_coding	kallikrein related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364]
ENSG00000142538	PTH2	Q96A98	Locally secreted in brain	0	PTH2	protein_coding	parathyroid hormone 2 [Source:HGNC Symbol;Acc:HGNC:30828]
ENSG00000142549	IGLON5	A6NGN9	Locally secreted in brain	NA	IGLON5	protein_coding	IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]
ENSG00000142552	RCN3	Q96D15	Intracellular or membrane-bound	7.627554051426967	RCN3	protein_coding	reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]
ENSG00000142606	MMEL1	Q495T6	Intracellular or membrane-bound	0.23468022713086786	MMEL1	protein_coding	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ENSG00000142615	CELA2A	P08217	Locally secreted to GI-tract	376.81975317977526	CELA2A	protein_coding	chymotrypsin like elastase 2A [Source:HGNC Symbol;Acc:HGNC:24609]
ENSG00000142700	DMRTA2	Q96SC8	Intracellular or membrane-bound	0.004981691011235955	DMRTA2	protein_coding	DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908]
ENSG00000142748	FCN3	O75636	Secreted to blood	1.5714299272921348	FCN3	protein_coding	ficolin 3 [Source:HGNC Symbol;Acc:HGNC:3625]
ENSG00000142789	CELA3A	P09093	Locally secreted to GI-tract	1185.759143033708	CELA3A	protein_coding	chymotrypsin like elastase 3A [Source:HGNC Symbol;Acc:HGNC:15944]
ENSG00000142798	HSPG2	P98160	Locally secreted to extracellular matrix	22.818974327506012	HSPG2	protein_coding	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]
ENSG00000142871	CYR61	O00622	Locally secreted to extracellular matrix	55.080405258426964	CCN1	protein_coding	cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]
ENSG00000142892	PIGK	Q92643	Intracellular or membrane-bound	40.167884499632585	PIGK	protein_coding	phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]
ENSG00000142910	TINAGL1	Q9GZM7	Locally secreted to extracellular matrix	57.300420104775185	TINAGL1	protein_coding	tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]
ENSG00000142949	PTPRF	P10586	Intracellular or membrane-bound	114.99754383742716	PTPRF	protein_coding	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ENSG00000143107	FNDC7	Q5VTL7	Locally secreted in male tissues	0.03943378707865169	FNDC7	protein_coding	fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]
ENSG00000143125	PROK1	P58294	Secreted to blood	0.03476992359550562	PROK1	protein_coding	prokineticin 1 [Source:HGNC Symbol;Acc:HGNC:18454]
ENSG00000143149	ALDH9A1	P49189	Intracellular or membrane-bound	67.3222262615468	ALDH9A1	protein_coding	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
ENSG00000143162	CREG1	O75629	Secreted to blood	70.09760987078651	CREG1	protein_coding	cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]
ENSG00000143184	XCL1	P47992	Secreted to blood	0.03187166629213483	XCL1	protein_coding	X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645]
ENSG00000143185	XCL2	Q9UBD3	Secreted to blood	0.02169466853932584	XCL2	protein_coding	X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10646]
ENSG00000143196	DPT	Q07507	Locally secreted to extracellular matrix	9.458855280898876	DPT	protein_coding	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]
ENSG00000143217	NECTIN4	Q96NY8	Locally secreted	13.147108370786516	NECTIN4	protein_coding	nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]
ENSG00000143278	F13B	P05160	Secreted to blood	0.0033916325842696634	F13B	protein_coding	coagulation factor XIII B chain [Source:HGNC Symbol;Acc:HGNC:3534]
ENSG00000143297	FCRL5	Q96RD9	Secreted to blood	0.37223188876404495	FCRL5	protein_coding	Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508]
ENSG00000143314	MRPL24	Q96A35	Intracellular or membrane-bound	109.62196484269663	MRPL24	protein_coding	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]
ENSG00000143318	CASQ1	P31415	Intracellular or membrane-bound	0.12819923146067416	CASQ1	protein_coding	calsequestrin 1 [Source:HGNC Symbol;Acc:HGNC:1512]
ENSG00000143341	HMCN1	Q96RW7	Locally secreted to extracellular matrix	0.773046662737637	HMCN1	protein_coding	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ENSG00000143367	TUFT1	Q9NNX1	Secreted - unknown location	24.31062455387264	TUFT1	protein_coding	tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]
ENSG00000143369	ECM1	Q16610	Locally secreted to extracellular matrix	6.71621767026035	ECM1	protein_coding	extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]
ENSG00000143382	ADAMTSL4	Q6UY14	Locally secreted to extracellular matrix	0.494105256100822	ADAMTSL4	protein_coding	ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]
ENSG00000143387	CTSK	P43235	Intracellular or membrane-bound	7.343666516853933	CTSK	protein_coding	cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]
ENSG00000143434	SEMA6C	Q9H3T2	Intracellular or membrane-bound	0.9840290748228984	SEMA6C	protein_coding	semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]
ENSG00000143443	C1orf56	Q9BUN1	Secreted to blood	9.228417907017853	C1orf56	protein_coding	chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045]
ENSG00000143494	VASH2	Q86V25	Secreted to blood	1.3441494745177158	VASH2	protein_coding	vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
ENSG00000143502	SUSD4	Q5VX71	Intracellular or membrane-bound	34.149202225644935	SUSD4	protein_coding	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]
ENSG00000143512	HHIPL2	Q6UWX4	Locally secreted	0.2905070544601124	HHIPL2	protein_coding	HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]
ENSG00000143546	S100A8	P05109	Secreted to blood	37.32172275168539	S100A8	protein_coding	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]
ENSG00000143556	S100A7	P31151	Locally secreted	0.7600957415730337	S100A7	protein_coding	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]
ENSG00000143624	INTS3	Q68E01	Intracellular or membrane-bound	15.53470447618743	INTS3	protein_coding	integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]
ENSG00000143641	GALNT2	Q10471	Intracellular or membrane-bound	49.1585746182891	GALNT2	protein_coding	polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]
ENSG00000143768	LEFTY2	O00292	Locally secreted	0.0218008595505618	LEFTY2	protein_coding	left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]
ENSG00000143816	WNT9A	O14904	Locally secreted to extracellular matrix	2.495355011235955	WNT9A	protein_coding	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]
ENSG00000143869	GDF7	Q7Z4P5	Locally secreted	0.08835251775280899	GDF7	protein_coding	growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]
ENSG00000143870	PDIA6	Q15084	Intracellular or membrane-bound	313.76633230428394	PDIA6	protein_coding	protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]
ENSG00000143954	REG3G	Q6UW15	Locally secreted to GI-tract	110.49738436516854	REG3G	protein_coding	regenerating family member 3 gamma [Source:HGNC Symbol;Acc:HGNC:29595]
ENSG00000144115	THNSL2	Q86YJ6	Secreted - unknown location	12.606238928997378	THNSL2	protein_coding	threonine synthase like 2 [Source:HGNC Symbol;Acc:HGNC:25602]
ENSG00000144119	C1QL2	Q7Z5L3	Locally secreted in brain	0.01026515393258427	C1QL2	protein_coding	complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181]
ENSG00000144152	FBLN7	Q53RD9	Locally secreted to extracellular matrix	2.5517806801130014	FBLN7	protein_coding	fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]
ENSG00000144214	LYG1	Q8N1E2	Secreted - unknown location	0.3744010674157303	LYG1	protein_coding	lysozyme g1 [Source:HGNC Symbol;Acc:HGNC:27014]
ENSG00000144227	NXPH2	O95156	Locally secreted in brain	0.03601546966292135	NXPH2	protein_coding	neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076]
ENSG00000144339	TMEFF2	Q9UIK5	Locally secreted in male tissues	0.17073092808988763	TMEFF2	protein_coding	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]
ENSG00000144410	CPO	Q8IVL8	Intracellular or membrane-bound	0.6702113033707865	CPO	protein_coding	carboxypeptidase O [Source:HGNC Symbol;Acc:HGNC:21011]
ENSG00000144455	SUMF1	Q8NBK3	Intracellular or membrane-bound	25.199156319101125	SUMF1	protein_coding	sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:HGNC:20376]
ENSG00000144580	CNOT9	Q92600	Intracellular or membrane-bound	27.24305862750616	CNOT9	protein_coding	CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]
ENSG00000144619	CNTN4	Q8IWV2	Intracellular or membrane-bound	12.262524226270822	CNTN4	protein_coding	contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174]
ENSG00000144647	POMGNT2	Q8NAT1	Intracellular or membrane-bound	8.473844113440403	POMGNT2	protein_coding	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]
ENSG00000144649	FAM198A	Q9UFP1	Secreted - unknown location	0.43190019560592136	GASK1A	protein_coding	golgi associated kinase 1A [Source:HGNC Symbol;Acc:HGNC:24485]
ENSG00000144668	ITGA9	Q13797	Intracellular or membrane-bound	1.0763540141853933	ITGA9	protein_coding	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]
ENSG00000144810	COL8A1	P27658	Locally secreted to extracellular matrix	9.519408245502817	COL8A1	protein_coding	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]
ENSG00000144815	NXPE3	Q969Y0	Secreted - unknown location	9.743875816395665	NXPE3	protein_coding	neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238]
ENSG00000144827	ABHD10	Q9NUJ1	Intracellular or membrane-bound	37.29225804621853	ABHD10	protein_coding	abhydrolase domain containing 10, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:25656]
ENSG00000144837	PLA1A	Q53H76	Locally secreted	3.3006536969608535	PLA1A	protein_coding	phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]
ENSG00000144857	BOC	Q9BWV1	Intracellular or membrane-bound	4.676638082785219	BOC	protein_coding	BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]
ENSG00000144868	TMEM108	Q6UXF1	Intracellular or membrane-bound	3.6005837934127607	TMEM108	protein_coding	transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]
ENSG00000145014	TMEM44	Q2T9K0	Intracellular or membrane-bound	6.875900436646388	TMEM44	protein_coding	transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]
ENSG00000145040	UCN2	Q96RP3	Secreted to blood	0.48733908988764046	UCN2	protein_coding	urocortin 2 [Source:HGNC Symbol;Acc:HGNC:18414]
ENSG00000145050	MANF	NA	Secreted to blood	251.43261168651685	MANF	protein_coding	mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]
ENSG00000145103	ILDR1	Q86SU0	Intracellular or membrane-bound	3.9677043770898877	ILDR1	protein_coding	immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]
ENSG00000145113	MUC4	Q99102	Locally secreted	0.13769461572380395	MUC4	protein_coding	mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]
ENSG00000145147	SLIT2	O94813	Locally secreted	2.5246278116532883	SLIT2	protein_coding	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]
ENSG00000145192	AHSG	P02765	Secreted to blood	0.029145010112359548	AHSG	protein_coding	alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]
ENSG00000145244	CORIN	Q9Y5Q5	Intracellular or membrane-bound	0.39632489177320807	CORIN	protein_coding	corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]
ENSG00000145321	GC	P02774	Secreted to blood	329.3512780280899	GC	protein_coding	GC vitamin D binding protein [Source:HGNC Symbol;Acc:HGNC:4187]
ENSG00000145335	SNCA	P37840	Intracellular or membrane-bound	15.492407855257056	SNCA	protein_coding	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
ENSG00000145423	SFRP2	Q96HF1	Locally secreted	35.96451966292135	SFRP2	protein_coding	secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]
ENSG00000145431	PDGFC	Q9NRA1	Secreted to blood	14.46805422039335	PDGFC	protein_coding	platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]
ENSG00000145526	CDH18	Q13634	Intracellular or membrane-bound	4.2936142201611345	CDH18	protein_coding	cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]
ENSG00000145536	ADAMTS16	Q8TE57	Locally secreted to extracellular matrix	0.30512401144584267	ADAMTS16	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 16 [Source:HGNC Symbol;Acc:HGNC:17108]
ENSG00000145623	OSMR	Q99650	Intracellular or membrane-bound	39.755821061797754	OSMR	protein_coding	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]
ENSG00000145649	GZMA	P12544	Secreted to blood	0.07820779325842697	GZMA	protein_coding	granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]
ENSG00000145681	HAPLN1	P10915	Locally secreted to extracellular matrix	0.00756630393258427	HAPLN1	protein_coding	hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]
ENSG00000145708	CRHBP	P24387	Secreted to blood	0.5026735594382022	CRHBP	protein_coding	corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]
ENSG00000145730	PAM	P19021	Locally secreted	413.87955080561795	PAM	protein_coding	peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]
ENSG00000145777	TSLP	Q969D9	Secreted to blood	0.8098923016123596	TSLP	protein_coding	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]
ENSG00000145794	MEGF10	Q96KG7	Intracellular or membrane-bound	0.22083240668539325	MEGF10	protein_coding	multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]
ENSG00000145808	ADAMTS19	Q8TE59	Locally secreted to extracellular matrix	0.021169894157303373	ADAMTS19	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]
ENSG00000145824	CXCL14	O95715	Secreted to blood	0.17227647191011236	CXCL14	protein_coding	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]
ENSG00000145826	LECT2	O14960	Secreted to blood	0.29671888876404495	LECT2	protein_coding	leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]
ENSG00000145839	IL9	P15248	Secreted to blood	0	IL9	protein_coding	interleukin 9 [Source:HGNC Symbol;Acc:HGNC:6029]
ENSG00000145861	C1QTNF2	Q9BXJ5	Secreted to blood	0.050776476457078654	C1QTNF2	protein_coding	C1q and TNF related 2 [Source:HGNC Symbol;Acc:HGNC:14325]
ENSG00000145879	SPINK7	P58062	Secreted - unknown location	0.0910885415730337	SPINK7	protein_coding	serine peptidase inhibitor Kazal type 7 [Source:HGNC Symbol;Acc:HGNC:24643]
ENSG00000145882	PCYOX1L	Q8NBM8	Secreted - unknown location	6.942354127506889	PCYOX1L	protein_coding	prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:HGNC:28477]
ENSG00000145990	GFOD1	Q9NXC2	Secreted - unknown location	1.7100869992625731	GFOD1	protein_coding	glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]
ENSG00000146070	PLA2G7	Q13093	Secreted to blood	7.3341770786516856	PLA2G7	protein_coding	phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]
ENSG00000146197	SCUBE3	Q8IX30	Secreted to blood	0.06591819662921349	SCUBE3	protein_coding	signal peptide, CUB domain and EGF like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:13655]
ENSG00000146205	ANO7	Q6IWH7	Intracellular or membrane-bound	0.5383906856179775	ANO7	protein_coding	anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]
ENSG00000146250	PRSS35	Q8N3Z0	Locally secreted in female tissues	0.5069961910112359	PRSS35	protein_coding	serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]
ENSG00000146374	RSPO3	Q9BXY4	Secreted to blood	0.75502133874148325	RSPO3	protein_coding	R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]
ENSG00000146469	VIP	P01282	Secreted to blood	14.042874288764045	VIP	protein_coding	vasoactive intestinal peptide [Source:HGNC Symbol;Acc:HGNC:12693]
ENSG00000146530	VWDE	Q8N2E2	Secreted - unknown location	6.489596183123365	VWDE	protein_coding	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]
ENSG00000146674	IGFBP3	P17936	Secreted to blood	90.62533778651685	IGFBP3	protein_coding	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]
ENSG00000146678	IGFBP1	P08833	Secreted to blood	1.1933186764044945	IGFBP1	protein_coding	insulin like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469]
ENSG00000146700	SSC4D	Q8WTU2	Secreted - unknown location	0.43606512596629216	SSC4D	protein_coding	scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461]
ENSG00000147050	KDM6A	O15550	Intracellular or membrane-bound	3.942630984751944	KDM6A	protein_coding	lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637]
ENSG00000147113	CXorf36	Q9H7Y0	Secreted - unknown location	1.8588860327961079	DIPK2B	protein_coding	divergent protein kinase domain 2B [Source:HGNC Symbol;Acc:HGNC:25866]
ENSG00000147119	CHST7	Q9NS84	Intracellular or membrane-bound	1.2695502359550561	CHST7	protein_coding	carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817]
ENSG00000147223	RIPPLY1	Q0D2K3	Intracellular or membrane-bound	0.12691911132702247	RIPPLY1	protein_coding	ripply transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:25117]
ENSG00000147255	IGSF1	Q8N6C5	Intracellular or membrane-bound	9.495433442967183	IGSF1	protein_coding	immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948]
ENSG00000147257	GPC3	P51654	Intracellular or membrane-bound	2.897811478405255	GPC3	protein_coding	glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451]
ENSG00000147408	CSGALNACT1	Q8TDX6	Intracellular or membrane-bound	11.496314409203796	CSGALNACT1	protein_coding	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]
ENSG00000147437	GNRH1	P01148	Secreted to blood	0.28605314269662924	GNRH1	protein_coding	gonadotropin releasing hormone 1 [Source:HGNC Symbol;Acc:HGNC:4419]
ENSG00000147475	ERLIN2	O94905	Intracellular or membrane-bound	58.63971883596958	ERLIN2	protein_coding	ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]
ENSG00000147485	PXDNL	A1KZ92	Intracellular or membrane-bound	0.047850163033707864	PXDNL	protein_coding	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ENSG00000147571	CRH	P06850	Secreted to blood	4.392638404494382	CRH	protein_coding	corticotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:2355]
ENSG00000147654	EBAG9	O00559	Intracellular or membrane-bound	34.554816618628855	EBAG9	protein_coding	estrogen receptor binding site associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:3123]
ENSG00000147655	RSPO2	Q6UXX9	Locally secreted	0.07573170561797753	RSPO2	protein_coding	R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]
ENSG00000147869	CER1	O95813	Secreted - unknown location	0.06855407078651686	CER1	protein_coding	cerberus 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:1862]
ENSG00000147873	IFNA5	P01569	Secreted to blood	NA	IFNA5	protein_coding	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]
ENSG00000147885	IFNA16	P05015	Secreted to blood	0.003840503370786517	IFNA16	protein_coding	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]
ENSG00000147894	C9orf72	Q96LT7	Secreted - unknown location	18.2164040909588	C9orf72	protein_coding	C9orf72-SMCR8 complex subunit [Source:HGNC Symbol;Acc:HGNC:28337]
ENSG00000147896	IFNK	Q9P0W0	Secreted to blood	NA	IFNK	protein_coding	interferon kappa [Source:HGNC Symbol;Acc:HGNC:21714]
ENSG00000148090	AUH	Q13825	Intracellular or membrane-bound	17.93240393224748	AUH	protein_coding	AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]
ENSG00000148180	GSN	P06396	Secreted to blood	109.91080941908791	GSN	protein_coding	gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]
ENSG00000148204	CRB2	Q5IJ48	Intracellular or membrane-bound	0.017528135037078653	CRB2	protein_coding	crumbs cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:18688]
ENSG00000148288	GBGT1	Q8N5D6	Intracellular or membrane-bound	2.676182475486989	GBGT1	protein_coding	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]
ENSG00000148339	SLC25A25	Q6KCM7	Intracellular or membrane-bound	14.643869812431081	SLC25A25	protein_coding	solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663]
ENSG00000148346	LCN2	P80188	Locally secreted	387.5758063443818	LCN2	protein_coding	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]
ENSG00000148357	HMCN2	Q8NDA2	Locally secreted to extracellular matrix	0.044267897606741574	HMCN2	protein_coding	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ENSG00000148386	LCN9	Q8WX39	Locally secreted in male tissues	0.0017378921348314607	LCN9	protein_coding	lipocalin 9 [Source:HGNC Symbol;Acc:HGNC:17442]
ENSG00000148450	MSRB2	Q9Y3D2	Intracellular or membrane-bound	21.297533674157304	MSRB2	protein_coding	methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]
ENSG00000148488	ST8SIA6	P61647	Intracellular or membrane-bound	0.20493862235955057	ST8SIA6	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]
ENSG00000148600	CDHR1	Q96JP9	Intracellular or membrane-bound	0.8697504465512097	CDHR1	protein_coding	cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]
ENSG00000148672	GLUD1	P00367	Intracellular or membrane-bound	71.15862143820225	GLUD1	protein_coding	glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]
ENSG00000148702	HABP2	Q14520	Secreted to blood	13.544445033707866	HABP2	protein_coding	hyaluronan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4798]
