hgnc_gene_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
DEDD	2.31487309416109E-09	-0.059367711	0.043	0.085	3.80403095563491E-05
MSANTD2	7.86750172972375E-26	-0.059442495	0.013	0.056	1.2928665592455E-21
SIRT6	1.96971888259684E-06	-0.059479176	0.057	0.094	0.03236839
EPPK1	9.3637812542022E-180	-0.059482803	0.001	0.04	1.53875017350305E-175
HEATR5B	2.02717269810719E-08	-0.059556362	0.051	0.093	0.000333125
CSRP2	4.84444100555505E-72	-0.059568591	0.003	0.045	7.96086990442862E-68
PLEKHM1	1.75807875477909E-07	-0.059574116	0.065	0.109	0.002889051
IK	0.030942956	-0.059589416	0.378	0.406	1
CAPSL	9.83902311715781E-42	-0.059593558	0.006	0.044	1.61684666884254E-37
SURF1	0.013658237	-0.059607445	0.325	0.36	1
WRAP73	5.02017832840465E-08	-0.059615792	0.057	0.1	0.000824966
SWAP70	6.77433004750962E-07	-0.059645941	0.073	0.118	0.011132257
R3HCC1L	2.59665225508592E-07	-0.059651162	0.059	0.101	0.004267079
SH3D19	8.94190692431266E-11	-0.059677303	0.037	0.08	1.4694235648723E-06
CCDC69	1.34563326611404E-76	-0.059700176	0.003	0.04	2.2112791462052E-72
SUGP1	1.20359096816096E-05	-0.059706293	0.087	0.129	0.197786104
CDC40	0.002774885	-0.059717097	0.244	0.287	1
PGAM5	6.36530026219835E-14	-0.059719603	0.025	0.065	1.04600979208705E-09
PABPC4	0.001939062	-0.059727817	0.148	0.185	1
EPN2	0.000302898	-0.059797201	0.141	0.183	1
SGMS1	0.000484575	-0.059884843	0.1	0.135	1
CEP295	7.31524417023928E-07	-0.059980167	0.056	0.094	0.012021141
FAM20A	6.31899102461093E-34	-0.059988693	0.007	0.043	1.03839979507431E-29
RRP7A	8.58318191829456E-05	-0.060005649	0.119	0.162	1
KAT2A	1.4965809178802E-08	-0.060014016	0.047	0.088	0.000245933
HK1	3.48917442802264E-42	-0.06002455	0.005	0.043	5.7337603375696E-38
NUP155	7.2867583253101E-11	-0.060036884	0.036	0.079	1.19743299559821E-06
TAF5L	5.21484591431119E-15	-0.060060233	0.026	0.068	8.56955629098758E-11
IQCN	7.76583193142444E-34	-0.060060433	0.009	0.049	1.27615916129098E-29
AIP	0.030213568	-0.060086281	0.245	0.274	1
PRPF40B	6.17037002025657E-08	-0.060173651	0.057	0.1	0.001013977
DNAAF2	7.27175442611265E-06	-0.060240747	0.063	0.1	0.11949674
KIF21B	3.39413676852365E-236	-0.060253165	0	0.036	5.57758495171492E-232
RTL1	1.61527388523086E-243	-0.060253165	0	0.037	2.65437957559987E-239
ARMC3	3.65120317568556E-258	-0.060253165	0	0.039	6.00002217860408E-254
HABP2	1.73418657719503E-265	-0.060253165	0	0.04	2.84978880230459E-261
ENSG00000285920	8.23072477832468E-273	-0.060253165	0	0.042	1.35255500282209E-268
FOXO4	3.90356852580296E-280	-0.060253165	0	0.043	6.414734158452E-276
LRRC37A2	3.90356852580296E-280	-0.060253165	0	0.043	6.414734158452E-276
GPM6B	6.81643658904216E-06	-0.060253508	0.056	0.091	0.112014502
COMMD5	0.000168367	-0.060269038	0.139	0.183	1
FAM98C	1.43276718573806E-06	-0.060274905	0.061	0.101	0.023544663
ZSCAN32	2.0647902756607E-13	-0.060293928	0.03	0.073	3.39306985999323E-09
NBL1	1.70028364384513E-06	-0.060323532	0.046	0.081	0.027940761
PRPF6	0.070507126	-0.060335287	0.296	0.319	1
PIP4K2C	9.8474344635268E-06	-0.060337568	0.08	0.121	0.161822891
XKR7	8.91737022146595E-20	-0.060355904	0.018	0.061	1.4653914484935E-15
VPS33B	2.10320290654142E-15	-0.06036605	0.023	0.065	3.45619333631952E-11
MAPK7	5.7366874568569E-19	-0.060426055	0.02	0.064	9.42709849785294E-15
SLC35B3	2.62409211141931E-05	-0.060431177	0.097	0.139	0.431217057
SPEF2	1.0014683707835E-09	-0.060434193	0.03	0.065	1.64571297370853E-05
TOM1L1	0.001639355	-0.060441323	0.153	0.191	1
UGT8	2.48333120601518E-09	-0.060466206	0.037	0.075	4.08085817084475E-05
CRIPT	0.017404697	-0.060472768	0.224	0.254	1
C18orf21	1.28275402774515E-06	-0.060477834	0.064	0.104	0.021079497
MBLAC1	2.95646576320893E-13	-0.060492177	0.031	0.074	4.85836018868124E-09
IFT57	0.052894264	-0.060495914	0.313	0.337	1
EIF2B1	0.000323994	-0.060581152	0.104	0.14	1
ELL	4.46926548978518E-17	-0.060601319	0.023	0.067	7.34434397936399E-13
DUSP22	6.40763267356322E-07	-0.060611814	0.046	0.082	0.010529663
XPNPEP1	6.27066498983751E-06	-0.060637232	0.062	0.099	0.103045838
DYNLRB1	0.077808886	-0.060668337	0.654	0.652	1
KMT5A	9.90334763327121E-13	-0.060775503	0.026	0.065	1.62741711657546E-08
GRM4	0.000696422	-0.060791355	0.096	0.129	1
SPATA6L	8.82037474758795E-11	-0.060794269	0.032	0.072	1.44945218227113E-06
CHIC2	5.59373891797668E-05	-0.060811719	0.1	0.141	0.919219116
PHF20	0.028857349	-0.060829886	0.199	0.226	1
SIMC1	2.43972301343741E-16	-0.060836627	0.023	0.066	4.0091968279817E-12
IZUMO4	2.53166676545915E-28	-0.060905374	0.011	0.053	4.16028799567903E-24
MYO19	2.60342351053647E-07	-0.061055267	0.063	0.105	0.004278206
ARAF	0.000304472	-0.061071557	0.091	0.126	1
XAB2	1.90155008937147E-09	-0.061096989	0.044	0.086	3.12481726186414E-05
BNIP3L	0.083520887	-0.061179206	0.461	0.477	1
ZNF436	3.24082599569802E-129	-0.061190141	0.001	0.044	5.32564935873056E-125
UBL4A	2.27833689279215E-06	-0.061251666	0.068	0.109	0.03743991
SLC25A10	8.23208291390678E-12	-0.061301985	0.036	0.08	1.3527781852423E-07
ZNF678	8.03192655229608E-10	-0.061307066	0.041	0.083	1.31988649033881E-05
LHFPL5	2.09224804074369E-34	-0.061312879	0.009	0.051	3.4381912053541E-30
SF3A2	1.82468350922449E-09	-0.061322279	0.048	0.092	2.9985024107086E-05
DESI2	0.000228735	-0.06141509	0.12	0.16	1
PEX10	2.60851316697427E-06	-0.061429178	0.086	0.131	0.042865697
PPP2R3C	0.008380967	-0.061445822	0.137	0.166	1
PPOX	5.02197916512936E-12	-0.0614675	0.034	0.077	8.25261836205708E-08
PANX1	2.16671568930094E-19	-0.061512084	0.019	0.063	3.56056389222823E-15
ZNF354C	8.79333895568689E-27	-0.06154518	0.013	0.056	1.44500939058803E-22
RARS2	0.005007213	-0.061572528	0.186	0.221	1
RMDN3	1.16831957098191E-07	-0.061572811	0.064	0.109	0.0019199
RAP2B	1.53071777271171E-13	-0.061613661	0.03	0.073	2.51542851589715E-09
KCTD21	9.81822318905324E-18	-0.0616538	0.019	0.061	1.61342861665712E-13
LDLR	0.010728375	-0.061662784	0.255	0.292	1
CAPN10	2.88676190057191E-12	-0.061680374	0.032	0.074	4.74381583120981E-08
NEK3	1.93503278121174E-10	-0.061690325	0.033	0.072	3.17983936936526E-06
SWSAP1	3.0848342245524E-08	-0.061699493	0.049	0.09	0.000506931
ZNF189	6.61529957888913E-06	-0.061708384	0.064	0.101	0.108709218
BCAS3	7.22564450271021E-11	-0.061720057	0.036	0.077	1.18739016113037E-06
SLC33A1	0.00043774	-0.061741487	0.155	0.198	1
FAM71F2	6.06037186148213E-13	-0.061780902	0.028	0.068	9.95900907997358E-09
MRPS12	0.001289708	-0.061799124	0.222	0.267	1
NPAS1	3.65133439596129E-258	-0.061805284	0	0.039	6.00023781288318E-254
POLR1G	1.73418663865382E-265	-0.061805284	0	0.04	2.84978890329982E-261
MINAR1	8.23090828393389E-273	-0.061805284	0	0.042	1.35258515829886E-268
STEEP1	3.90366579993156E-280	-0.061805284	0	0.043	6.41489400902753E-276
PDK2	1.87053587598378E-08	-0.061849032	0.055	0.099	0.000307385
TJAP1	1.90415606384768E-11	-0.061849695	0.035	0.077	3.12909965972089E-07
ZNF81	1.30299215367871E-15	-0.061852684	0.02	0.059	2.14120700614022E-11
AADAT	9.15548546857604E-22	-0.061870247	0.017	0.061	1.5045209270511E-17
RPS5	6.56262402215997E-12	-0.061901383	0.977	0.996	1.07843600556155E-07
PAFAH2	4.00727509351244E-14	-0.061903919	0.031	0.076	6.585155161169E-10
DNAJC27	6.39158320706955E-08	-0.06191365	0.056	0.099	0.001050329
ARID5A	5.27736325088392E-07	-0.061919392	0.046	0.082	0.008672291
ZNF557	1.26094920995245E-09	-0.061919392	0.048	0.092	2.07211783671486E-05
TMEM19	0.000264708	-0.061922683	0.106	0.144	1
SMAP1	0.044494594	-0.061942853	0.4	0.428	1
CDH3	4.75676946049864E-75	-0.061979664	0.003	0.044	7.81679925443741E-71
IFT27	0.036168818	-0.061999996	0.19	0.214	1
PCDHB3	2.56139883360499E-34	-0.062001014	0.01	0.055	4.20914670326309E-30
SLC22A18	1.50946010793103E-36	-0.062038874	0.01	0.054	2.48049579536307E-32
B4GALT6	4.29857353953817E-08	-0.062047788	0.046	0.085	0.000706385
TMEM17	0.000380202	-0.062048488	0.125	0.164	1
NOM1	4.69620255356563E-06	-0.062097669	0.067	0.105	0.077172697
ZNF585A	5.17081209766833E-11	-0.062119313	0.033	0.074	8.49719552009837E-07
CHAMP1	7.96285043488038E-15	-0.06214623	0.026	0.07	1.30853521196389E-10
SERPINB9	2.53808821013111E-31	-0.062239306	0.01	0.053	4.17084035570846E-27
SEMA4D	1.77001036836469E-09	-0.062259313	0.044	0.086	2.9086580383337E-05
UBE2F	0.013256519	-0.062294858	0.202	0.232	1
ZNF706	0.216713747	-0.06229848	0.491	0.492	1
TMEM201	1.21920204460391E-30	-0.062344107	0.011	0.055	2.00351471989761E-26
ZMAT2	0.017338343	-0.062365346	0.384	0.416	1
ZNF432	7.319565170843E-11	-0.0623702	0.04	0.084	1.20282414452463E-06
MYL5	1.79005043790635E-12	-0.06244533	0.034	0.077	2.94158988461151E-08
MRPL19	0.016616494	-0.062454472	0.24	0.27	1
ALKBH8	1.69904029058302E-16	-0.062474643	0.026	0.072	2.79203290951507E-12
SH3BP4	6.47492092853927E-48	-0.062497378	0.007	0.052	1.06402375618686E-43
TM9SF1	2.1966515544506E-09	-0.06249772	0.05	0.095	3.60975749942867E-05
CELF5	5.38865007199586E-91	-0.062498507	0.002	0.037	8.8551686633108E-87
EARS2	1.98896463923734E-16	-0.062615415	0.026	0.072	3.26846559165872E-12
ZNF667	9.67967704170678E-05	-0.062631658	0.11	0.152	1
EIF2B4	0.000694915	-0.062636578	0.124	0.16	1
PYCR1	5.02495112191573E-06	-0.062703195	0.083	0.126	0.082575022
L2HGDH	2.73864468087909E-10	-0.062713739	0.037	0.079	4.5004148040886E-06
CEP135	5.0348746872348E-16	-0.062794276	0.025	0.068	8.27380957353294E-12
KCTD6	1.16376549399086E-07	-0.062795991	0.058	0.1	0.001912416
DNAJC8	0.056076649	-0.062798932	0.436	0.458	1
NEO1	0.000893816	-0.062802246	0.132	0.169	1
TIMM44	4.97585791036756E-05	-0.062805895	0.091	0.13	0.81768273
ST18	0.011144587	-0.062817595	0.274	0.308	1
LSG1	2.15773067939862E-05	-0.062847131	0.096	0.138	0.354579883
KRT7	2.67855865489193E-11	-0.062870672	0.022	0.056	4.4016754375839E-07
BAK1	2.3705018375056E-12	-0.062890676	0.036	0.082	3.89544566957295E-08
CROT	2.43602440055812E-08	-0.062944126	0.053	0.097	0.000400312
KLHL12	2.29245166781047E-09	-0.062944126	0.054	0.1	3.76718582571294E-05
BAHCC1	2.08789155017142E-19	-0.063033112	0.019	0.063	3.4310321843967E-15
RMI1	6.15067525622374E-16	-0.063054978	0.028	0.074	1.01074046485525E-11
FAM200A	9.20875038589572E-09	-0.063060447	0.057	0.102	0.000151327
SHPK	2.08048007504343E-106	-0.063084349	0.002	0.047	3.41885290731887E-102
DVL2	1.77927955470902E-06	-0.063162771	0.075	0.118	0.029238901
CCDC120	4.67500794365259E-17	-0.063178637	0.026	0.072	7.6824405538043E-13
MYO7A	7.71764725558278E-61	-0.063197717	0.004	0.046	1.26824097350992E-56
RFX2	2.44902058797121E-10	-0.063252306	0.046	0.092	4.02447553221309E-06
NOL4	0.014535188	-0.063297833	0.256	0.29	1
LRFN4	7.7678501427893E-30	-0.063305174	0.012	0.055	1.27649081396457E-25
NT5E	5.90582673343019E-99	-0.06332461	0.002	0.044	9.70504507104583E-95
FAM83E	7.68244255207875E-251	-0.063355736	0	0.038	1.2624557845831E-246
TMEM151B	8.23090857564613E-273	-0.063355736	0	0.042	1.35258520623593E-268
ENSG00000254469	8.23090857564613E-273	-0.063355736	0	0.042	1.35258520623593E-268
TRPC7	3.90366579993156E-280	-0.063355736	0	0.043	6.41489400902753E-276
TRIM36	3.90366579993156E-280	-0.063355736	0	0.043	6.41489400902753E-276
SLC6A15	1.8500440760748E-287	-0.063355736	0	0.044	3.04017743021372E-283
ZNF30	1.8500440760748E-287	-0.063355736	0	0.044	3.04017743021372E-283
ENSG00000277758	8.76086076872593E-295	-0.063355736	0	0.045	1.43967225012473E-290
PAGR1	8.76086076872593E-295	-0.063355736	0	0.045	1.43967225012473E-290
CCNF	8.76086076872593E-295	-0.063355736	0	0.045	1.43967225012473E-290
ARHGEF4	1.8829896759786E-28	-0.06336115	0.013	0.057	3.09431693453564E-24
RBM4B	1.80354274481402E-05	-0.06343008	0.115	0.162	0.296376179
PACRG	1.7813072808392E-07	-0.063442505	0.065	0.109	0.002927222
KLRG1	4.89225893936468E-51	-0.063454168	0.006	0.051	8.03944911505798E-47
MED15	1.25416259652462E-06	-0.063481644	0.07	0.112	0.020609654
HECTD3	2.34208676045685E-12	-0.063494635	0.036	0.081	3.84875117345874E-08
MECR	7.47575444906417E-10	-0.063528235	0.046	0.091	1.22849072861471E-05
CRNKL1	1.53721210962906E-06	-0.063531087	0.088	0.135	0.025261007
BEND5	3.21447194323833E-09	-0.063551937	0.049	0.093	5.28234174432355E-05
ZNF146	1.75040619874351E-05	-0.063557773	0.108	0.154	0.287644251
BRPF1	1.00981962991596E-14	-0.063562297	0.026	0.07	1.6594365978409E-10
ATF6B	0.001180716	-0.063579201	0.179	0.22	1
EPB41	0.007274376	-0.063636459	0.201	0.235	1
GOLGA8B	6.2574428336298E-12	-0.063649809	0.038	0.083	1.02828558085039E-07
SUSD4	0.009836366	-0.063657827	0.211	0.244	1
FBXL17	0.001517761	-0.063685735	0.165	0.203	1
ZNF704	5.30766962954835E-96	-0.063709111	0.002	0.04	8.72209350223681E-92
UQCC3	0.002265966	-0.063711711	0.241	0.284	1
URB1	1.08542230452286E-11	-0.063734788	0.037	0.081	1.78367447302242E-07
TMEM47	2.72875184516193E-172	-0.063749135	0.001	0.043	4.4841579071546E-168
TBL3	3.83810504214655E-09	-0.063804217	0.046	0.089	6.30715801575942E-05
SALL4	3.06417247268363E-94	-0.06381323	0.003	0.048	5.03535462436101E-90
ZNF395	7.35331709068635E-05	-0.063843684	0.144	0.192	1
GATA4	6.04848655681265E-185	-0.063845382	0.001	0.045	9.93947795881024E-181
ZNF274	5.52317645755717E-07	-0.063878688	0.068	0.111	0.009076236
RBL2	5.49800294791631E-05	-0.063992393	0.132	0.178	0.903486824
REXO5	2.40017146543017E-108	-0.064045633	0.002	0.042	3.94420176914139E-104
METTL16	0.001265999	-0.064078591	0.15	0.189	1
NIPSNAP3B	2.01208885537639E-18	-0.064196995	0.023	0.068	3.30646561604002E-14
API5	0.000983887	-0.064199883	0.188	0.231	1
SEC14L6	3.4013311084321E-124	-0.064237967	0.002	0.044	5.58940741048647E-120
LMAN2L	9.23996723260874E-10	-0.064285759	0.049	0.094	1.51840381533459E-05
TEDC2	3.18424664483563E-91	-0.06429352	0.003	0.045	5.23267251145838E-87
CNKSR1	1.49081267627788E-11	-0.064306422	0.038	0.083	2.44985247092744E-07
TEPSIN	1.5950877629121E-28	-0.064327121	0.014	0.061	2.62120772079346E-24
GPD1L	1.66352139497282E-13	-0.064356339	0.032	0.077	2.73366470835883E-09
FAM204A	0.045471968	-0.064361753	0.315	0.339	1
NET1	2.44473513087509E-08	-0.064366872	0.054	0.097	0.000401743
PCCA	4.65005445625505E-07	-0.064401753	0.059	0.099	0.007641434
LACC1	2.16453597750865E-07	-0.064501888	0.066	0.11	0.003556982
HMG20A	9.57646382195929E-11	-0.064515155	0.049	0.097	1.57370029986257E-06
ZNF573	6.53970807252697E-11	-0.064533528	0.044	0.091	1.07467022755836E-06
NDRG2	6.42716984391487E-83	-0.064588913	0.003	0.048	1.05617682045053E-78
MICAL2	7.13199117297688E-33	-0.064597922	0.012	0.058	1.17200010945529E-28
TJP1	0.00047678	-0.064619132	0.222	0.272	1
KCNJ2	5.99065339231072E-24	-0.064626063	0.016	0.061	9.8444407195842E-20
HYAL3	1.29621779107481E-53	-0.064658094	0.007	0.053	2.13007469607324E-49
LSM11.00	1.0649150971048E-35	-0.064672142	0.009	0.051	1.74997497907233E-31
USP36	2.28113515337306E-05	-0.064681412	0.1	0.143	0.37485894
GLA	6.45967515605374E-09	-0.06469977	0.055	0.101	0.000106152
PTRH1	0.000795769	-0.064730638	0.148	0.187	1
MYO5B	8.02539510954722E-11	-0.064776697	0.039	0.082	1.31881317835189E-06
NUCKS1	0.012474788	-0.064803787	0.74	0.734	1
SNX11	8.85798514541056E-07	-0.064817068	0.06	0.1	0.014556327
CLK4	6.58573351584063E-06	-0.064849484	0.079	0.12	0.108223359
BLCAP	7.18440260600126E-05	-0.064849484	0.148	0.196	1
PPM1F	1.50992852940808E-18	-0.064869626	0.024	0.072	2.48126555237629E-14
UBAP1	2.99488350648697E-07	-0.064881353	0.077	0.123	0.004921492
ZNF766	0.000206079	-0.064892518	0.114	0.154	1
ULK4	5.3998202871761E-09	-0.064895284	0.05	0.094	8.87352467791649E-05
SHOX2	2.42784527236316E-148	-0.064904523	0	0.022	3.98967813607438E-144
MARCHF11	3.90384458033458E-280	-0.064904523	0	0.043	6.41518779886382E-276
C6	3.90384458033458E-280	-0.064904523	0	0.043	6.41518779886382E-276
PABIR2	1.85009011434111E-287	-0.064904523	0	0.044	3.04025308489675E-283
LDB3	8.76110301759141E-295	-0.064904523	0	0.045	1.4397120588808E-290
ZNF491	8.76110301759141E-295	-0.064904523	0	0.045	1.4397120588808E-290
EPS8L3	4.14555872548499E-302	-0.064904523	0	0.046	6.81239665358948E-298
TRAPPC14	4.14555872548499E-302	-0.064904523	0	0.046	6.81239665358948E-298
EOLA1	4.14555872548499E-302	-0.064904523	0	0.046	6.81239665358948E-298
ERCC5	4.14555872548499E-302	-0.064904523	0	0.046	6.81239665358948E-298
RAMAC	4.14555872548499E-302	-0.064904523	0	0.046	6.81239665358948E-298
RANBP10	3.12942846311051E-18	-0.064984337	0.02	0.063	5.1425897934295E-14
HDHD2	0.000548239	-0.064997642	0.151	0.192	1
METTL15	3.92686846801177E-07	-0.065048867	0.068	0.111	0.006453023
HARS2	7.69772976183159E-12	-0.065061028	0.04	0.086	1.26496793176178E-07
LRWD1	1.37233448683978E-13	-0.065134636	0.037	0.085	2.25515726222382E-09
KAT7	2.32233884286814E-05	-0.065139006	0.112	0.157	0.381629942
ZBTB18	4.41537478306499E-13	-0.065283241	0.03	0.073	7.25578538101069E-09
CCDC150	3.81441975823294E-22	-0.065302244	0.018	0.063	6.26823598870419E-18
TMEM179	0.000145845	-0.065308885	0.104	0.143	1
MOAP1	0.000998033	-0.065349429	0.182	0.223	1
MRPL58	1.54390776613576E-06	-0.065355781	0.097	0.146	0.025371036
CLDN1	7.97641754103243E-182	-0.065392508	0.001	0.044	1.31076469451786E-177
USP45	2.81304909496764E-09	-0.065421156	0.046	0.089	4.62268357776032E-05
ENKD1	1.08403578025848E-08	-0.065508444	0.054	0.098	0.00017814
PEX5L	1.85576675634493E-11	-0.065513171	0.044	0.092	3.04958151070162E-07
FAM98A	7.45228256733065E-05	-0.065543155	0.157	0.207	1
KLHL17	4.76869744781651E-35	-0.065543941	0.01	0.055	7.83640051599686E-31
RNF144A	8.38355435080708E-94	-0.065549142	0.003	0.047	1.37766948646813E-89
TOGARAM2	2.1141967358297E-81	-0.065555248	0.004	0.051	3.47425949598894E-77
GSTM2	2.7553528859226E-63	-0.065561341	0.005	0.049	4.5278713974366E-59
AMDHD2	2.47872229086736E-07	-0.06558927	0.067	0.111	0.004073284
CDAN1	1.37891326249133E-76	-0.065603225	0.004	0.048	2.265968164252E-72
MRPL36	0.050382121	-0.065609622	0.269	0.292	1
APCDD1	3.92020307542529E-176	-0.065633154	0.001	0.04	6.44206971384638E-172
RAB40C	9.35891679309082E-16	-0.06564535	0.028	0.074	1.53795079660861E-11
ABHD6	8.40401510151919E-13	-0.065645398	0.037	0.083	1.38103180163265E-08
IQGAP2	8.80595347666944E-180	-0.065681288	0.001	0.04	1.44708233482109E-175
BORCS8	0.000123519	-0.065696597	0.18	0.23	1
MMRN1	8.30701083921325E-06	-0.065707229	0.071	0.11	0.136509109
MRE11	1.35074570718845E-08	-0.065713768	0.057	0.102	0.000221968
LEPROT	0.076565862	-0.065721324	0.375	0.391	1
ZNF34	1.2119436450252E-10	-0.065726207	0.043	0.088	1.99158699186991E-06
GPR85	6.32518447573413E-22	-0.065728104	0.017	0.062	1.03941756489739E-17
COIL	0.000236595	-0.065759858	0.154	0.199	1
LEMD3	2.36891181042224E-07	-0.065768507	0.075	0.121	0.003892833
TPRN	1.05458104022907E-33	-0.065841508	0.012	0.059	1.73299302340843E-29
VAMP7	2.00906878303921E-06	-0.065923842	0.08	0.123	0.033015027
ADAM22	1.04736938633815E-14	-0.065943	0.031	0.077	1.72114211256947E-10
PIAS4	0.000104909	-0.065986383	0.141	0.186	1
BUD31	0.029854915	-0.066021996	0.458	0.48	1
CTNNA3	2.2715623519412E-129	-0.066023889	0.001	0.043	3.73285841294497E-125
EEF2K	3.38743497099366E-16	-0.066025492	0.029	0.076	5.56657188783389E-12
FGF13	3.62937564564304E-139	-0.066071984	0.001	0.043	5.9641529984852E-135
KCTD5	1.18354590557632E-14	-0.06607769	0.03	0.075	1.94492098663356E-10
SGPP1	1.91479694121775E-12	-0.066119079	0.029	0.07	3.14658581350313E-08
ARL15.00	4.8378529843479E-07	-0.066151512	0.08	0.127	0.007950044
ESCO1	0.003983681	-0.066177885	0.192	0.228	1
PM20D2	2.22462193271375E-07	-0.06619021	0.07	0.114	0.003655721
SKP2	7.03476733775833E-112	-0.066221682	0.002	0.048	1.15602331661383E-107
HMOX2	0.0052318	-0.066247868	0.169	0.202	1
PER2	7.27850349410958E-05	-0.066289754	0.089	0.127	1
PDSS2	1.79472999634018E-06	-0.066294803	0.082	0.127	0.029492798
AKR1C1	2.28102023601476E-27	-0.066306568	0.017	0.067	3.74840055384305E-23
ERC2	8.34208526381643E-35	-0.066306868	0.01	0.053	1.37085487140295E-30
SLC25A44	3.57112684499413E-10	-0.066330935	0.053	0.101	5.86843274437886E-06
GLRX5	0.000159622	-0.066354755	0.272	0.332	1
DCTPP1	0.000796979	-0.066369519	0.177	0.219	1
ZNF251	5.11709162780625E-16	-0.066421442	0.024	0.066	8.40891667197402E-12
GDF6	8.23124467293122E-273	-0.066451649	0	0.042	1.35264043710279E-268
ANO3	3.90392608588823E-280	-0.066451649	0	0.043	6.41532173694012E-276
DNAI4	8.76133284964652E-295	-0.066451649	0	0.045	1.43974982718241E-290
ACBD7	8.76133284964652E-295	-0.066451649	0	0.045	1.43974982718241E-290
IRX1	8.76110301759141E-295	-0.066451649	0	0.045	1.4397120588808E-290
PINX1	4.14567923959834E-302	-0.066451649	0	0.046	6.81259469443195E-298
CNTNAP3B	4.14567923959834E-302	-0.066451649	0	0.046	6.81259469443195E-298
C11orf87	4.14567923959834E-302	-0.066451649	0	0.046	6.81259469443195E-298
GALNT16	4.14567923959834E-302	-0.066451649	0	0.046	6.81259469443195E-298
STX1B	4.14567923959834E-302	-0.066451649	0	0.046	6.81259469443195E-298
CBARP	8.96756455665778E-37	-0.066455071	0.011	0.057	1.47363988359557E-32
POLM	1.5273383196018E-09	-0.066499221	0.049	0.094	2.50987506060164E-05
ZNF142	6.23923621092369E-20	-0.066505572	0.021	0.067	1.02529368654109E-15
SLC25A43	3.29040556779101E-25	-0.066527855	0.016	0.062	5.40712346955097E-21
TMEM11	0.000896008	-0.066533462	0.151	0.19	1
CALU	0.00054201	-0.066637956	0.28	0.332	1
RBBP5	3.95214755715502E-09	-0.066652162	0.062	0.111	6.49456408067284E-05
ZNF440	5.79468256153442E-22	-0.066689385	0.02	0.067	9.52240185336951E-18
TENT2	8.74133529794836E-08	-0.066738478	0.072	0.119	0.001436464
AFF1	5.02987140165625E-05	-0.066778637	0.12	0.164	0.826558767
DDX51	1.9738955698216E-10	-0.066806562	0.046	0.092	3.24370258988783E-06
SRP68	0.000261736	-0.066884947	0.196	0.245	1
TEX264	0.003561744	-0.066893685	0.194	0.231	1
CPLX1	1.21010507924514E-12	-0.066908873	0.038	0.084	1.98856567672354E-08
BRINP2	1.70151986763225E-147	-0.066937977	0.001	0.038	2.79610759848007E-143
ORAI1	2.56563871681363E-30	-0.066945404	0.014	0.061	4.21611410333984E-26
TTN	1.31972357421345E-12	-0.06694997	0.014	0.044	2.16870174950496E-08
ABHD8	1.48706462767812E-11	-0.067023557	0.042	0.089	2.44369330266345E-07
PPP1R13B	1.56306161206709E-15	-0.06703054	0.033	0.083	2.56857914710985E-11
RBM7	0.002546677	-0.067072338	0.14	0.174	1
RNF214	3.22031204244182E-05	-0.067104102	0.105	0.148	0.529193878
CHPF	0.326008001	-0.067107316	0.432	0.43	1
GLDN	3.37794365414125E-124	-0.067231081	0.002	0.044	5.55097480685031E-120
B4GALT2	3.96777188971569E-06	-0.067279734	0.083	0.126	0.065202395
BIN3	5.18733249754039E-08	-0.067304518	0.079	0.129	0.000852434
TMEM141	0.095092803	-0.067329173	0.408	0.424	1
MALL	1.61653969785875E-44	-0.067360703	0.009	0.058	2.65645968549128E-40
ZDHHC23	1.98119439884254E-15	-0.067395213	0.031	0.079	3.25569675561795E-11
DNAJB6	0.093599651	-0.067416557	0.442	0.451	1
ZNF180	3.65967725722379E-23	-0.067448911	0.02	0.07	6.01394763679586E-19
NFE2L1	0.002074432	-0.067485381	0.233	0.275	1
ARL13B	5.97638806796928E-06	-0.067505374	0.095	0.14	0.098209985
KLF5	9.56949049107749E-58	-0.067539564	0.006	0.054	1.57255437239876E-53
NUDT16	9.05288287697242E-05	-0.0675614	0.157	0.205	1
TAF4	1.49099221948175E-30	-0.06756323	0.013	0.059	2.45014751427435E-26
TNR	8.22839994940854E-11	-0.067651239	0.037	0.079	1.35217296368631E-06
GALK2	0.000988821	-0.067808726	0.156	0.195	1
ZNF174	2.05298239531461E-18	-0.067840819	0.025	0.072	3.37366597022051E-14
METAP1	2.60310064373267E-08	-0.067909751	0.059	0.103	0.000427768
ARRB2	1.00912018814194E-10	-0.067946882	0.042	0.086	1.65828720517365E-06
HS3ST3B1	3.57704761411671E-178	-0.067952512	0.001	0.049	5.87816234427799E-174
RSRC2	0.138080238	-0.067979312	0.511	0.519	1
NAA50	0.009969576	-0.067994946	0.211	0.244	1
COL2A1	1.37872051298388E-199	-0.067997118	0	0.03	2.26565141898642E-195
ABITRAM	8.76133316020013E-295	-0.067997118	0	0.045	1.43974987821569E-290
POTEI	0	-0.067997118	0	0.048	0
GAREM2	0	-0.067997118	0	0.047	0
PGAP3	1.48417167758075E-17	-0.068022031	0.022	0.066	2.43893931776844E-13
NFRKB	9.99991851995008E-14	-0.068052374	0.031	0.076	1.6432866103834E-09
SH3BP5L	1.24439781437809E-24	-0.068055661	0.018	0.066	2.04491892836752E-20
BCS1L	1.77061390572391E-07	-0.068055849	0.076	0.123	0.00290965
