hgnc_gene_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MFSD6	4.36290300785916E-84	-0.344979753	0.132	0.352	7.16955851281496E-80
ATOX1	3.07503106433095E-33	-0.345071907	0.487	0.631	5.05319854801505E-29
KIAA0319L	1.07729994932437E-105	-0.345269841	0.102	0.328	1.77032700672473E-101
RBIS	0	-0.345376621	0	0.233	0
TTC21B	1.61803785968917E-184	-0.34573621	0.05	0.274	2.65892161482721E-180
TNKS2	2.04787662958177E-57	-0.345737321	0.184	0.383	3.36527566539172E-53
COQ9	5.28654641946799E-90	-0.34578929	0.122	0.343	8.68738173111174E-86
FLVCR1	6.45841299564365E-94	-0.34585929	0.117	0.341	1.06131100757412E-89
ATP6V0A1	1.28907516573629E-41	-0.345937847	0.341	0.525	2.11833721985444E-37
ZNF587	1.20940258311401E-150	-0.346138345	0.07	0.304	1.98741126483125E-146
CSNK1D	1.02098308219807E-50	-0.34645058	0.24	0.439	1.67778149897608E-46
PI4KA	2.91184393534622E-103	-0.346702819	0.116	0.351	4.78503313895444E-99
ACAA1	4.543770350125E-86	-0.346716919	0.129	0.351	7.46677781636041E-82
RND2	0	-0.346732549	0.025	0.254	0
RBM17	1.22389482238698E-69	-0.346892697	0.18	0.403	2.01122636162852E-65
NAT8L	2.69321951411684E-141	-0.347216722	0.057	0.264	4.42576762754821E-137
B3GAT3	2.22323157932909E-55	-0.347297786	0.241	0.456	3.6534364543115E-51
CCDC30	2.79557154317557E-141	-0.347537123	0.073	0.302	4.59396271690041E-137
CCNL2	6.45276316960157E-76	-0.347651004	0.153	0.373	1.06038257166063E-71
ZNF644	2.87237167771778E-66	-0.347665853	0.218	0.449	4.72016837799362E-62
GTF2F1	9.98404907892976E-57	-0.347787132	0.227	0.439	1.64067878514053E-52
EZR	6.08582086737413E-49	-0.347827382	0.242	0.438	1.00008294313559E-44
DENND11	0	-0.347923303	0	0.232	0
CHMP1A	1.18144702713108E-105	-0.348265945	0.111	0.346	1.94147189968451E-101
ATM	3.42318472272232E-52	-0.348273549	0.245	0.45	5.62531945484959E-48
TAX1BP1	4.77071678611152E-29	-0.348596138	0.589	0.689	7.83971889461706E-25
MYO6	2.98614622965384E-41	-0.348616786	0.329	0.513	4.90713409919015E-37
VEZT	5.3339344977848E-52	-0.348684557	0.211	0.404	8.76525456020976E-48
MLXIPL	1.05652486064255E-33	-0.348711204	0.305	0.464	1.7361873034939E-29
PPP6R3	2.3776062013864E-85	-0.348741739	0.126	0.345	3.90712027073827E-81
EIF2AK1	1.30346770821812E-42	-0.348809728	0.289	0.473	2.14198848491483E-38
RALGDS	3.74658062855553E-99	-0.348818382	0.108	0.331	6.1567559469053E-95
ZC3H13	7.06246455078729E-42	-0.349041981	0.283	0.466	1.16057479963088E-37
PTPRN2	3.90567739282113E-44	-0.349048318	0.257	0.441	6.41819965962297E-40
GOPC	1.61367735941417E-51	-0.349165019	0.244	0.443	2.65175600472531E-47
PSME3IP1	0	-0.349194961	0	0.231	0
HACD2	7.50949906442744E-133	-0.34960967	0.081	0.313	1.23403598125736E-128
FBH1	2.09437964697004E-123	-0.3496575	0.087	0.316	3.44169407386586E-119
KLHL36	5.98031909258916E-109	-0.349828203	0.102	0.331	9.82745836485177E-105
CDH18	8.71862024473439E-169	-0.350234023	0.045	0.251	1.4327308648172E-164
LONP2	3.69148381605703E-50	-0.350325506	0.29	0.496	6.06621535492652E-46
IPO13	3.30744102673739E-167	-0.350522158	0.061	0.294	5.43511783923755E-163
MKLN1	3.36656447918613E-75	-0.350643288	0.173	0.402	5.53227540864657E-71
PDE4D	9.61348664204869E-97	-0.350825361	0.123	0.356	1.57978425988786E-92
ZMYM4	2.17262969516584E-106	-0.350869127	0.107	0.338	3.57028237806602E-102
GOLGA3	1.16239172405439E-44	-0.350894483	0.24	0.425	1.91015832013858E-40
PCDHB2	0	-0.351276708	0.006	0.238	0
NSG1	3.38730469971576E-115	-0.351333438	0.067	0.265	5.56635781304292E-111
MGAT4B	5.39260689915346E-103	-0.351378664	0.119	0.358	8.86167091737888E-99
MPZL1	9.84157154152694E-91	-0.351529713	0.118	0.338	1.61726545141912E-86
RAB5C	1.21973712556222E-49	-0.351644449	0.268	0.466	2.0043940184364E-45
DOP1A	0	-0.351734917	0	0.242	0
YIPF4	1.25067624999006E-45	-0.351784917	0.274	0.462	2.05523628160867E-41
NRXN2	0	-0.351790121	0.01	0.227	0
ATP6V0B	5.85895017125951E-45	-0.351834567	0.867	0.944	9.62801281643075E-41
TOR1AIP2	1.31368800654423E-52	-0.351850623	0.221	0.42	2.15878350115413E-48
PCBP2	3.1490216801643E-34	-0.351881952	0.558	0.672	5.17478732701399E-30
DCAF16	4.45375077016513E-106	-0.351996346	0.11	0.342	7.31884864061236E-102
PELI3	5.28628361620552E-168	-0.352064178	0.06	0.291	8.68694986651053E-164
CCM2	5.08754985297453E-91	-0.352160938	0.129	0.358	8.36037067339305E-87
GPR180	2.71757421322705E-119	-0.352223771	0.095	0.329	4.46578970459601E-115
SCFD1	9.5567328460912E-36	-0.352436381	0.411	0.57	1.57045790859817E-31
NKX2-2	2.35605906660791E-36	-0.352671236	0.388	0.554	3.87171186415679E-32
MTDH	6.54334672849782E-39	-0.352854559	0.519	0.681	1.07526816789405E-34
TRIO	3.84657008165955E-115	-0.352868936	0.088	0.311	6.32106861519113E-111
RPS6KL1	4.92543732875421E-156	-0.352912988	0.056	0.272	8.09397116234179E-152
RHOB	1.51771682931957E-131	-0.353150978	0.08	0.31	2.49406406562085E-127
GFOD2	1.78243918565745E-90	-0.353569904	0.118	0.338	2.9290823137909E-86
BID	7.08385346843642E-205	-0.353823963	0.044	0.269	1.16408964046816E-200
NCKAP5	1.55601574856143E-181	-0.354028462	0.049	0.27	2.557000679611E-177
CNOT1	7.67047729256289E-101	-0.354301894	0.124	0.363	1.26048953348686E-96
CHD2	8.92702954510573E-88	-0.354339254	0.138	0.368	1.46697876514722E-83
SOX12	3.40583078988749E-244	-0.354493185	0.039	0.276	5.59680173702211E-240
NAA60	4.17228507416168E-102	-0.354494376	0.121	0.358	6.85631606236989E-98
SNRNP200	1.43370034006342E-54	-0.354654674	0.232	0.437	2.35599976882621E-50
SOAT1	1.43014499456499E-95	-0.354688389	0.116	0.34	2.35015726956865E-91
CAMK1D	0	-0.354730212	0.016	0.229	0
USP9X	1.41291361949334E-54	-0.354948181	0.229	0.434	2.3218409509134E-50
SIK3	4.81880288109685E-81	-0.35501448	0.134	0.35	7.91873877450645E-77
INTS6	4.36163419623835E-57	-0.355353657	0.187	0.386	7.16747347467848E-53
APRT	7.18268746671096E-31	-0.355410018	0.489	0.611	1.18033103140461E-26
HLA-DQB1	0	-0.355453591	0.001	0.202	0
TRIM33	9.93362625310947E-80	-0.355458446	0.153	0.38	1.63239280217348E-75
OBSL1	1.60442568620251E-123	-0.355463	0.094	0.332	2.63655273013658E-119
PHTF1	3.85991884932957E-148	-0.355526645	0.079	0.323	6.34300464510329E-144
RET	0	-0.355536488	0	0.218	0
RRP36	2.79183384589325E-82	-0.355867696	0.156	0.387	4.58782055895638E-78
MTG1	0	-0.355948384	0.024	0.272	0
PRR14L	1.00066381100736E-70	-0.356067621	0.154	0.364	1.6443908406284E-66
MED27	1.07896171996322E-86	-0.356212363	0.142	0.37	1.77305779441556E-82
SRP9	5.90603551533979E-37	-0.356276238	0.663	0.761	9.70538816235789E-33
ANKRD50	0	-0.356736927	0.026	0.257	0
TASOR2	0	-0.356801455	0	0.237	0
PMM1	4.01295049848542E-99	-0.357468697	0.119	0.351	6.5944815541611E-95
RAPGEF1	1.5634784059923E-210	-0.357543437	0.054	0.305	2.56926406456714E-206
GNS	2.17902418175048E-75	-0.357765233	0.181	0.414	3.58079043787056E-71
TMEM98	0	-0.357782488	0.008	0.256	0
PIAS1	2.53300801745697E-51	-0.357832111	0.259	0.465	4.16249207508703E-47
UBTF	1.9914516029455E-56	-0.357951538	0.24	0.456	3.27255241912034E-52
DNAJC10	5.49269982259057E-46	-0.358033372	0.302	0.496	9.02615361846309E-42
TMOD2	5.721823028166E-81	-0.358106657	0.152	0.379	9.40267178218519E-77
CARHSP1	2.29395737220773E-49	-0.358255462	0.289	0.495	3.76966014974897E-45
TBL1X	3.27981725711159E-78	-0.358465225	0.145	0.364	5.38972369861148E-74
IFT22	5.47872641051292E-70	-0.358785125	0.184	0.407	9.00319111039588E-66
KMT2E	6.74050491417507E-47	-0.358875304	0.345	0.545	1.10766717254639E-42
MAP9	8.40023199713619E-45	-0.358936041	0.341	0.532	1.38041012408939E-40
TPM3	1.08582386931886E-36	-0.35913233	0.627	0.743	1.78433436445168E-32
GAMT	9.79880202808718E-59	-0.35934401	0.24	0.459	1.61023713727557E-54
ZNF518A	4.02797067506083E-61	-0.35977286	0.189	0.397	6.61916421032747E-57
AFF4	4.56640365039074E-43	-0.359808056	0.344	0.53	7.5039711186871E-39
MZF1	3.26097845707169E-73	-0.360046443	0.149	0.361	5.35876589850591E-69
PTEN	8.75817947387228E-53	-0.36030886	0.263	0.474	1.43923163294143E-48
TERF1	7.27457534723158E-56	-0.360497933	0.236	0.444	1.19543096681057E-51
EPM2AIP1	2.55320216828072E-44	-0.360637909	0.268	0.451	4.1956771231357E-40
RSPRY1	2.00703840871328E-81	-0.360710648	0.151	0.377	3.29816621703854E-77
ROBO2	8.06041695090688E-32	-0.360779081	0.273	0.424	1.32456831754253E-27
PXDN	0	-0.360944112	0.002	0.239	0
PCM1	1.35991764450748E-34	-0.36095619	0.499	0.634	2.23475266521914E-30
SDCCAG8	6.70286185950858E-50	-0.360971926	0.26	0.456	1.10148128937305E-45
SERPINI1	5.3832117583363E-107	-0.361013965	0.074	0.272	8.84623188247404E-103
KATNAL1	3.10353216911489E-99	-0.361041966	0.122	0.356	5.10003441350649E-95
RCN2	2.13315014534925E-69	-0.361096181	0.168	0.384	3.50540563385243E-65
CDC42BPA	3.72034173827387E-45	-0.361329247	0.287	0.477	6.11363757850544E-41
TMEM33	6.78330246410151E-66	-0.361950001	0.191	0.407	1.1147000939258E-61
SEPHS2	1.5618967575381E-60	-0.362197667	0.259	0.488	2.56666494166236E-56
SLC25A37	1.48319459867919E-110	-0.362962346	0.088	0.305	2.43733368400951E-106
NETO1	0	-0.363109707	0	0.223	0
CFAP410	0	-0.363109707	0	0.253	0
DYNC1I2	2.40437249890276E-48	-0.36311093	0.321	0.521	3.9511053274469E-44
DPP4	0	-0.363177863	0.003	0.154	0
HNRNPA2B1	1.41735863902181E-39	-0.363362552	0.76	0.86	2.32914545150454E-35
DPP10	0	-0.363549559	0.001	0.248	0
FBXO11	3.43186215446438E-97	-0.364267656	0.125	0.358	5.63957907843131E-93
SCO2	0	-0.364368054	0	0.25	0
WDR11	1.66896751745987E-127	-0.364379825	0.089	0.324	2.7426143214418E-123
PARP6	1.48808208692432E-177	-0.364461685	0.059	0.295	2.44536529344273E-173
FFAR2	0	-0.364930022	0.021	0.259	0
TOX3	5.48628107395487E-206	-0.365123113	0.046	0.276	9.01560568883004E-202
MLLT3	1.20091945583298E-208	-0.365140721	0.041	0.262	1.97347094177034E-204
PPP3CB	3.36092010007102E-63	-0.365219448	0.207	0.424	5.52300000044671E-59
ZNF608	6.89676272579518E-90	-0.365285164	0.129	0.355	1.13334501872992E-85
NDUFS8	4.45693449039729E-38	-0.365399589	0.496	0.645	7.32408044806986E-34
WASF3	1.03891453618635E-212	-0.366009041	0.049	0.288	1.70724825731503E-208
COQ10A	4.57418632034393E-119	-0.366168597	0.102	0.341	7.51676038022117E-115
ARMCX3	1.04483013682647E-38	-0.366205481	0.505	0.655	1.71696936384694E-34
SEC14L1	1.17335704433228E-67	-0.366316765	0.18	0.396	1.92817763095124E-63
CLSTN1	7.65816016875433E-67	-0.366377407	0.158	0.363	1.2584654605314E-62
GNL3L	8.037287115203E-260	-0.366385272	0.04	0.285	1.32076739164131E-255
FBXW7	3.7638339366821E-55	-0.366474973	0.237	0.447	6.1851083081497E-51
TSPAN1	1.21620278817275E-27	-0.366609107	0.215	0.348	1.99858604180428E-23
S100A13	2.25023314027272E-92	-0.366648729	0.129	0.359	3.69780811941016E-88
AMIGO2	0	-0.366655212	0.004	0.221	0
ZNF609	2.29397105377584E-127	-0.366672665	0.085	0.316	3.76968263266984E-123
CRTC1	0	-0.366722894	0.02	0.272	0
CTNNA1	3.80753745070026E-51	-0.366767589	0.288	0.497	6.25692629273574E-47
NCBP2AS2	0	-0.366881461	0	0.248	0
FABP5	2.20304619211278E-161	-0.367011397	0.077	0.332	3.62026580749893E-157
LNPK	9.37792521086254E-74	-0.367372179	0.17	0.392	1.54107444990104E-69
FOXP4	8.05145275328383E-99	-0.367412254	0.12	0.351	1.32309523094713E-94
PCDH9	0	-0.367558962	0.014	0.213	0
ENTPD4	8.68879477422651E-114	-0.367792328	0.119	0.368	1.42782964524864E-109
KCNQ2	0	-0.367881565	0.028	0.26	0
GPX7	1.10073704669869E-141	-0.367916189	0.071	0.297	1.80884118883995E-137
P3H1	8.13430279269886E-180	-0.367966449	0.057	0.291	1.3367099779242E-175
PPM1L	7.17799909053322E-120	-0.368029234	0.095	0.329	1.17956059054732E-115
ILRUN	0	-0.368136524	0	0.259	0
ABCA7	0	-0.368139894	0.019	0.268	0
LIN7A	0	-0.368734651	0.009	0.246	0
ACAT2	8.87506408537899E-66	-0.369236683	0.176	0.391	1.45843928115033E-61
GUCA2B	0	-0.369390497	0	0.227	0
DIPK1B	0	-0.369390497	0	0.241	0
FGF12	6.10527112283402E-132	-0.369418501	0.084	0.319	1.00327920361532E-127
LOXL1	5.66909763075931E-207	-0.369640266	0.046	0.278	9.31602813662677E-203
OXA1L	7.9246138370966E-75	-0.369668757	0.181	0.409	1.30225179185008E-70
CLASP2	1.4743414263517E-69	-0.369908717	0.135	0.331	2.42278526592375E-65
PBX3	1.75652920034598E-78	-0.369951527	0.134	0.345	2.88650443492855E-74
PNN	5.36634605012143E-32	-0.370065188	0.527	0.649	8.81851646416455E-28
ST8SIA3	2.79321052311829E-54	-0.370217609	0.28	0.494	4.59008285264028E-50
TRIOBP	3.10055120055122E-265	-0.370326207	0.039	0.284	5.09513578786582E-261
HSPA4	1.64539827135731E-47	-0.370465487	0.349	0.548	2.70388297932146E-43
MFSD4B	2.69251520941682E-256	-0.370465852	0.04	0.285	4.42461024363467E-252
DEAF1	3.21874981448712E-118	-0.370663184	0.109	0.355	5.28937157014668E-114
DYNLT1	1.81497183775299E-34	-0.370681336	0.574	0.694	2.98254322097948E-30
PSMD7	6.72014415596527E-42	-0.370978758	0.499	0.66	1.10432128914977E-37
SIPA1L1	5.73486512617942E-81	-0.371210161	0.148	0.37	9.42410386185064E-77
MT-CO2	3.29128539091015E-84	-0.371250857	1	1	5.40856928288266E-80
CAPN1	2.99154716146812E-65	-0.371539083	0.212	0.435	4.91600945044056E-61
CPEB4	3.96853179871569E-53	-0.371736875	0.316	0.533	6.52148830482949E-49
DENND5B	1.13275522146007E-130	-0.37188584	0.096	0.343	1.86145665542533E-126
GATAD1	9.30096072671552E-72	-0.372371634	0.202	0.434	1.52842687622116E-67
RAMP1	0	-0.372506898	0.008	0.207	0
GPAT4	7.26639822085345E-90	-0.372523595	0.133	0.36	1.19408721963285E-85
CXXC4	7.4420036198063E-60	-0.372770721	0.218	0.43	1.22294445484277E-55
ROCK1	7.29591589975765E-42	-0.372974351	0.359	0.54	1.19893785980717E-37
HMGA1	2.47843425901165E-188	-0.373100791	0.06	0.306	4.07281101783385E-184
PPP6R2	9.28973553697363E-142	-0.373260177	0.089	0.338	1.52658224079088E-137
BRWD3	5.21166359854759E-274	-0.373368816	0.044	0.308	8.56432679149326E-270
RALY	1.32915190404753E-94	-0.373856684	0.138	0.376	2.1841953239213E-90
FRRS1L	1.21012916163014E-141	-0.373892022	0.068	0.29	1.98860525130682E-137
PRDX5	9.77861044745439E-54	-0.373926619	0.878	0.96	1.60691905483018E-49
HDGF	1.79028895926159E-60	-0.373951238	0.25	0.473	2.94198184675458E-56
HNRNPD	4.77327845919118E-47	-0.373971052	0.367	0.57	7.84392849198886E-43
IGFBPL1	0	-0.374100921	0.002	0.224	0
FIGN	0	-0.374230444	0.006	0.235	0
ADH6	0	-0.374395515	0	0.236	0
ANKRD26	1.28962577923276E-111	-0.374580223	0.11	0.35	2.11924204301319E-107
ABAT	2.8153546286192E-83	-0.374595153	0.152	0.383	4.62647226120994E-79
SIGIRR	6.69609513725503E-245	-0.374745717	0.045	0.295	1.10036931390512E-240
HNF4A	0	-0.37478142	0.023	0.282	0
MANEAL	4.0571532125755E-176	-0.375000306	0.072	0.329	6.66711987422531E-172
YIPF3	3.16212733393773E-46	-0.375416684	0.393	0.578	5.19632384785988E-42
MTMR7	9.01745073850398E-163	-0.375579538	0.073	0.319	1.48183767985836E-158
MTLN	0	-0.375644061	0	0.248	0
FMNL2	0	-0.376087451	0.016	0.264	0
GAP43	5.27132523755077E-09	-0.376336927	0.186	0.246	8.66236876286718E-05
LIPC	0	-0.376410003	0	0.224	0
LDOC1	4.18433729183206E-75	-0.376415525	0.184	0.415	6.87612147166762E-71
CREB1	1.30363120274647E-84	-0.376437442	0.14	0.365	2.14225715547327E-80
PRKCSH	1.50063484274105E-73	-0.376489974	0.205	0.44	2.46599323707637E-69
RXRA	1.09713391504486E-114	-0.376556208	0.105	0.341	1.80292016259322E-110
FOXO3	1.23426873267595E-70	-0.376640207	0.182	0.405	2.02827380840639E-66
SGSM2	2.52221030316582E-145	-0.37666547	0.085	0.333	4.14474819119239E-141
REEP2	2.7123028582972E-121	-0.376816755	0.104	0.348	4.45712728703979E-117
SPHK2	3.80148141768922E-182	-0.377754798	0.061	0.304	6.2469744136887E-178
EPHX2	4.22249146225666E-85	-0.37781968	0.154	0.388	6.93882021992637E-81
TM9SF3	2.59866914474626E-48	-0.377886502	0.365	0.572	4.27039300556152E-44
SH3PXD2A	1.53264044061992E-94	-0.378031326	0.131	0.365	2.51858803607071E-90
TRIM27	1.11151079843333E-89	-0.37803864	0.16	0.406	1.8265456950655E-85
ARNT2	4.15764125361526E-269	-0.378428821	0.043	0.302	6.83225187206596E-265
DGKH	5.21270567622847E-243	-0.378876937	0.043	0.288	8.56603923774625E-239
SYNRG	6.09194824301313E-73	-0.378973354	0.187	0.415	1.00108985477435E-68
TTLL7	4.45468595570783E-57	-0.379188817	0.279	0.497	7.32038543101468E-53
KCNB2	3.30090771432991E-97	-0.379313026	0.125	0.356	5.42438164695834E-93
STIM2	7.21584032377648E-72	-0.379464301	0.161	0.375	1.18577904040619E-67
BRK1	5.22284934387306E-51	-0.379563261	0.706	0.837	8.58270832678659E-47
KLHL42	1.07656157255926E-64	-0.37956421	0.238	0.465	1.76911363218664E-60
COMMD9	2.48185707723832E-67	-0.37980732	0.21	0.435	4.07843573502574E-63
SYT5	8.05823627912596E-82	-0.380256424	0.164	0.397	1.32420996774877E-77
GCNT2	0	-0.380462731	0.012	0.253	0
H2BC5	0	-0.380627468	0	0.253	0
CTNND2	1.97196738441243E-212	-0.380672266	0.047	0.284	3.24053400280494E-208
HID1	3.81204615140785E-110	-0.380886123	0.115	0.356	6.26433544060852E-106
AKT3	2.74474215211193E-50	-0.381091984	0.26	0.458	4.51043477856554E-46
RBM33	2.92535636574432E-89	-0.381444134	0.163	0.407	4.80723811582764E-85
FAM131C	2.12396520331081E-242	-0.381470424	0.046	0.297	3.49031201860065E-238
DCC	0	-0.381812985	0.001	0.222	0
WDR13	1.86185332808392E-60	-0.38194665	0.255	0.475	3.0595835740403E-56
PLCXD1	0	-0.382337708	0.013	0.264	0
MYCBP2	4.62825986203178E-43	-0.382435914	0.378	0.56	7.60561943127683E-39
TMEM131	4.27682722076712E-90	-0.382519186	0.144	0.376	7.02811017188661E-86
UBE2J1	3.01601617532578E-74	-0.383241594	0.205	0.44	4.95621938091285E-70
EBF1	0	-0.383764783	0.001	0.241	0
DHX9	7.38143987649395E-62	-0.384203258	0.264	0.49	1.21299201490425E-57
PHF20L1	5.74878486559599E-80	-0.384381831	0.197	0.443	9.44697816963388E-76
PKD2	5.54011264259267E-97	-0.384542855	0.13	0.365	9.10406710557254E-93
HNRNPAB	2.36852525374995E-59	-0.384895739	0.252	0.474	3.89219754948729E-55
EVI5	1.90279761730922E-73	-0.3849155	0.187	0.414	3.12686732452424E-69
PHC2	3.69978106459062E-88	-0.384961443	0.151	0.387	6.07985022344177E-84
SGPL1	4.18895616208975E-138	-0.385197044	0.082	0.318	6.88371166116208E-134
CDK16	4.63696087658079E-145	-0.385540227	0.097	0.359	7.61991780848522E-141
RARS1	0	-0.385593721	0	0.264	0
GPR119	0	-0.385593721	0	0.223	0
SLC12A7	0	-0.385680708	0.01	0.268	0
TMEM259	7.41095017418216E-89	-0.386016097	0.174	0.424	1.21784144212335E-84
DMWD	1.15322634518903E-195	-0.386081913	0.066	0.329	1.89509685304912E-191
HRAS	4.59734502429511E-62	-0.386103911	0.286	0.52	7.55481707842415E-58
DDX3X	4.5398578338468E-54	-0.386104946	0.337	0.548	7.46034837836044E-50
WDR82	2.72229954473241E-96	-0.386235	0.145	0.388	4.47355484185878E-92
SLC66A2	0	-0.386832618	0	0.262	0
BAZ2A	1.47649438610416E-75	-0.387336611	0.21	0.45	2.42632322468497E-71
ALKBH5	2.11403395232267E-82	-0.387403273	0.207	0.461	3.47399199385185E-78
ATP2B4	3.31712638002121E-193	-0.387646934	0.066	0.325	5.45103378028886E-189
ARL10.00	0	-0.387732531	0.036	0.297	0
AKR7A2	1.91342311886915E-60	-0.387900428	0.254	0.478	3.14432821123768E-56
CTNNA2	2.52810282601724E-148	-0.388129049	0.066	0.291	4.15443137399414E-144
CPT1C	0	-0.388153585	0.014	0.273	0
G3BP1	4.99097173932307E-52	-0.388734881	0.313	0.522	8.2016638592296E-48
CAPRIN1	4.36156777580609E-55	-0.38893201	0.3	0.517	7.16736432598215E-51
CDKAL1	3.3991213920332E-206	-0.390093196	0.05	0.287	5.58577618352816E-202
UBA1	2.23084181973421E-73	-0.390878437	0.197	0.428	3.66594236236923E-69
RRBP1	6.34829435490619E-33	-0.391002164	0.441	0.578	1.04321521134173E-28
SPTBN4	1.85426876276116E-166	-0.391706573	0.078	0.336	3.04711985784542E-162
SLC25A36	1.02082559430575E-53	-0.39181347	0.3	0.507	1.67752269912263E-49
MAP2	1.23123826162023E-13	-0.391824734	0.466	0.515	2.02329383532052E-09
HSPH1	5.25159752925998E-78	-0.391854263	0.254	0.512	8.62995021983292E-74
NCOR1	1.22961379883959E-54	-0.392364014	0.318	0.53	2.02062435563309E-50
ZNF428	4.81840536440613E-51	-0.392716867	0.34	0.543	7.9180855353286E-47
GNB5	1.44947151123071E-109	-0.392933908	0.134	0.388	2.38191653440542E-105
CASK	1.07431252956E-157	-0.393363478	0.083	0.338	1.76541777982594E-153
MSL1	8.23487313751794E-104	-0.39364492	0.128	0.369	1.35323670268832E-99
UQCRFS1	2.95783223918293E-42	-0.393701097	0.45	0.606	4.86060571864931E-38
ATF5	1.54401558432528E-90	-0.394071113	0.053	0.209	2.53728080972173E-86
ZNF326	1.22774387176398E-64	-0.394722197	0.234	0.459	2.01755150446974E-60
NPHS1	0	-0.394732936	0.007	0.241	0
SUPT20H	1.10056456705046E-115	-0.394760482	0.132	0.392	1.80855775303401E-111
FGFR1	2.00369363379716E-85	-0.395065875	0.158	0.395	3.29266974841888E-81
VPS51	1.56644627562148E-86	-0.39543934	0.202	0.459	2.57414116472878E-82
SSBP3	1.57812279753268E-102	-0.395673833	0.15	0.405	2.59332919318545E-98
RABEP1	1.53883881925843E-76	-0.395943704	0.176	0.405	2.52877383168738E-72
FBXO9	3.56588542557017E-68	-0.396398274	0.269	0.508	5.85981951983947E-64
RNF157	8.69025374961822E-129	-0.396729278	0.108	0.363	1.42806939867476E-124
MAPKAPK2	1.32849747712928E-81	-0.396963062	0.171	0.404	2.18311990416654E-77
COPE	4.60768315803833E-53	-0.397141582	0.684	0.816	7.57180573360438E-49
IRX2	0	-0.397847295	0.008	0.228	0
GET1	0	-0.397935072	0	0.274	0
GLUD1	1.1863502716807E-122	-0.398183696	0.114	0.367	1.94952940145289E-118
FKBP1A	6.07638651598063E-50	-0.398483079	0.389	0.586	9.98532596171097E-46
SARM1	3.90019981426635E-187	-0.398649165	0.075	0.343	6.40919835478389E-183
TPR	5.67218136634357E-51	-0.399145919	0.424	0.622	9.32109563931238E-47
GIT1	5.65310652539825E-160	-0.399230618	0.075	0.321	9.28974995318694E-156
COBLL1	8.64768970775379E-76	-0.399805601	0.187	0.421	1.42107484967518E-71
PSMD2	2.59101189520936E-46	-0.400118907	0.482	0.646	4.25780984739754E-42
EXOC4	1.364509456103E-110	-0.400695558	0.14	0.4	2.24229838921405E-106
FIBP	5.63129768142758E-52	-0.401035769	0.361	0.561	9.25391147988994E-48
FOCAD	1.79599089941733E-137	-0.401451971	0.105	0.367	2.9513518450125E-133
DHX36	1.75072665748221E-44	-0.401491098	0.477	0.642	2.87696911624052E-40
DCTN3	2.32649153144262E-42	-0.401497257	0.502	0.652	3.82312353361965E-38
CLCN3	3.41428112304184E-40	-0.401641161	0.381	0.55	5.61068816949465E-36
ZYG11B	6.03041766445375E-110	-0.402238746	0.121	0.364	9.90978534799685E-106
SVOP	3.33620212268485E-183	-0.402441328	0.069	0.327	5.48238094820802E-179
SPAG16	1.51719012769594E-60	-0.402795998	0.307	0.531	2.49319853684273E-56
C12orf75	1.74525317918406E-29	-0.402817649	0.592	0.679	2.86797454935317E-25
ZZZ3	0	-0.402842202	0	0.281	0
JARID2	2.91134359866501E-145	-0.403140228	0.1	0.364	4.78421093568621E-141
FGFR4	0	-0.403151623	0.001	0.259	0
MTF2	5.67101167056474E-138	-0.403713542	0.108	0.373	9.31917347823903E-134
BAD	1.16616459717435E-70	-0.404002899	0.256	0.495	1.91635828253661E-66
CD99	3.30773562920628E-26	-0.404185488	0.899	0.938	5.43560195947468E-22
RBPJ	7.45033381093187E-84	-0.404286856	0.188	0.432	1.22431335515043E-79
IGF2BP3	0	-0.404452284	0.008	0.26	0
PTPRA	3.032242332798E-94	-0.404470021	0.162	0.412	4.98288382548696E-90
CAMSAP3	0	-0.404481701	0.028	0.297	0
CACUL1	2.61361216466588E-83	-0.404574731	0.196	0.442	4.29494887019544E-79
PDE3B	8.52437358153018E-67	-0.404658837	0.212	0.435	1.40081031065285E-62
PABIR1	0	-0.405289523	0	0.283	0
KIF5A	1.7676302494929E-127	-0.405447147	0.094	0.333	2.90474678899169E-123
ALS2	0	-0.40545378	0.04	0.314	0
HNRNPK	2.26416176301604E-47	-0.405726422	0.591	0.727	3.72069702516425E-43
ILF3	1.68532986659879E-62	-0.4061068	0.292	0.517	2.7695025697818E-58
RTL5	7.56502382153718E-171	-0.406285737	0.076	0.333	1.24316036459321E-166
CEP350	4.0573655561533E-64	-0.406286667	0.26	0.488	6.66746881842672E-60
SORCS1	0	-0.406511628	0	0.251	0
PDIA4	1.86213980633872E-15	-0.406750037	0.384	0.477	3.06005434375642E-11
CACNA1D	2.5117680310441E-38	-0.406964266	0.416	0.574	4.12758840541477E-34
FOXA2	6.41643336252362E-69	-0.407003905	0.242	0.476	1.05441249446351E-64
S100A16	0	-0.407340444	0.009	0.278	0
RETREG3	1.81429594151853E-190	-0.407399971	0.074	0.342	2.98143252069739E-186
FARP2	7.83598463326654E-199	-0.407501273	0.069	0.338	1.28768735478469E-194
FAM222B	1.18316781428991E-152	-0.407742242	0.097	0.366	1.9442996692226E-148
GIGYF2	9.23884522509772E-68	-0.408335866	0.247	0.477	1.51821943584031E-63
PTPA	1.00618789503974E-153	-0.408384035	0.092	0.355	1.65346856791881E-149
