ApprovedSymbol	Type	uniprot_gn_id	ensembl_gene_id	hgnc_symbol	gene_biotype	description	mean_tpm
ITGA3	receptor	P26006	ENSG00000005884	ITGA3	protein_coding	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	90.15803508557637
ITGA4	receptor	P13612	ENSG00000115232	ITGA4	protein_coding	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]	2.8682140885557863
ITGA5	receptor	P08648	ENSG00000161638	ITGA5	protein_coding	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	62.345987361501315
ITGA6	receptor	P23229	ENSG00000091409	ITGA6	protein_coding	integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]	13.389471292928697
ITGA7	receptor	Q13683	ENSG00000135424	ITGA7	protein_coding	integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]	2.715418951897737
ITGA8	receptor	P53708	ENSG00000077943	ITGA8	protein_coding	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	0.7477661988764045
ITGA9	receptor	Q13797	ENSG00000144668	ITGA9	protein_coding	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]	1.0763540141853933
ITGAD	receptor	Q13349	ENSG00000156886	ITGAD	protein_coding	integrin subunit alpha D [Source:HGNC Symbol;Acc:HGNC:6146]	0.5512084786516854
ITGAE	receptor	P38570	ENSG00000083457	ITGAE	protein_coding	integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]	29.805005973820226
ITGAL	receptor	P20701	ENSG00000005844	ITGAL	protein_coding	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	0.7962326796988036
ITGAM	receptor	P11215	ENSG00000169896	ITGAM	protein_coding	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	0.5896694751913123
ITGAV	receptor	P06756	ENSG00000138448	ITGAV	protein_coding	integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]	89.63203870519472
ITGAX	receptor	P20702	ENSG00000140678	ITGAX	protein_coding	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	1.272693698980674
ITGB1	receptor	P05556	ENSG00000150093	ITGB1	protein_coding	integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]	590.9540496725755
ITGB2	receptor	P05107	NA	NA	NA	NA	NA
ITGB3	receptor	P05106	ENSG00000259207	ITGB3	protein_coding	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	32.49127044944459
ITGB4	receptor	P16144	ENSG00000132470	ITGB4	protein_coding	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]	8.395835094154648
ITGB5	receptor	P18084	ENSG00000082781	ITGB5	protein_coding	integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]	80.72852681850283
ITGB6	receptor	P18564	ENSG00000115221	ITGB6	protein_coding	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]	29.13914561139556
ITGB7	receptor	P26010	ENSG00000139626	ITGB7	protein_coding	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	0.8304585603712041
ITGB8	receptor	P26012	ENSG00000105855	ITGB8	protein_coding	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	10.031375924719102
JMJD6	receptor	Q6NYC1	ENSG00000070495	JMJD6	protein_coding	jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]	3.4810255637454515
KCNA3	receptor	P22001	ENSG00000177272	KCNA3	protein_coding	potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]	1.1938814382022471
KCND1	receptor	Q9NSA2	ENSG00000102057	KCND1	protein_coding	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]	1.0887462551685394
KCND2	receptor	Q9NZV8	ENSG00000184408	KCND2	protein_coding	potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238]	1.0607331213483147
KCNJ10	receptor	P78508	ENSG00000177807	KCNJ10	protein_coding	potassium inwardly rectifying channel subfamily J member 10 [Source:HGNC Symbol;Acc:HGNC:6256]	0.08790682078820225
KCNJ15	receptor	Q99712	ENSG00000157551	KCNJ15	protein_coding	potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]	12.414254898196132
KCNJ4	receptor	P48050	ENSG00000168135	KCNJ4	protein_coding	potassium inwardly rectifying channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]	0.007966057303370787
KDR	receptor	P35968	ENSG00000128052	KDR	protein_coding	kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]	27.60083414710581
KEL	receptor	P23276	ENSG00000276615	KEL	protein_coding	Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]	0.07444224494382022
KEL	receptor	P23276	ENSG00000197993	KEL	protein_coding	Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]	0.06604362134831461
KIDINS220	receptor	Q9ULH0	ENSG00000134313	KIDINS220	protein_coding	kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]	41.383634946104685
KIR2DL1	receptor	P43626	NA	NA	NA	NA	NA
KIR2DL3	receptor	P43628	ENSG00000273947	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000277554	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000277484	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000274830	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000278369	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000275008	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000274402	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000276590	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000276218	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000277317	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0.002289187640449438
KIR2DL3	receptor	P43628	ENSG00000278327	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000273887	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000274108	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000276459	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000275658	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0.0014290898876404493
KIR2DL3	receptor	P43628	ENSG00000275623	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000274952	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000277924	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000274410	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284510	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284236	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284333	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284241	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284504	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000283790	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284044	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000283708	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000284132	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000283996	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000283702	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL3	receptor	P43628	ENSG00000243772	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	0
KIR2DL4	receptor	Q99706	NA	NA	NA	NA	NA
KIR2DS4	receptor	P43632	ENSG00000274324	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274714	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274807	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000277345	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000276885	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274406	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000277078	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000275351	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000275938	KIR2DS4	unprocessed_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000276395	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274947	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000276465	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000275731	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000275353	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000276154	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000276209	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274957	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274533	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000274921	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000276634	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000273931	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000284264	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000283882	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000283846	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000284307	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000284244	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000283870	KIR2DS4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000283779	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000283727	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000284408	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR2DS4	receptor	P43632	ENSG00000221957	KIR2DS4	polymorphic_pseudogene	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	0
KIR3DL1	receptor	P43629	ENSG00000273775	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000277272	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000275717	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	4.88885393258427e-4
KIR3DL1	receptor	P43629	ENSG00000276501	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000276423	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000274948	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000275786	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	2.3275168539325842e-10
KIR3DL1	receptor	P43629	ENSG00000278427	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000275659	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000273518	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000276329	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000275486	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000274146	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000278079	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000275288	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000278368	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000274920	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000278856	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000277175	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000274036	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000275545	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000284589	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000284093	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000283827	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000283954	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000284342	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000283729	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000283731	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000284426	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000284177	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL1	receptor	P43629	ENSG00000167633	KIR3DL1	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	0
KIR3DL2	receptor	P43630	ENSG00000273735	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0.004047137078651685
KIR3DL2	receptor	P43630	ENSG00000276424	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000277982	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275511	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000274722	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278850	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000276004	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000278474	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278710	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278442	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278758	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275626	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275083	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275262	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
